index,Index,Label,unit,start,last,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
MPU0483172       ,MPU0483172       ,"Contribution of capital input excluding IPP and IPE intensity to labor productivity for Water transportation (NAICS 483), Indexes = 100.000",Index base: 2012 = 100,1987-A01,2020-A01,109.843,108.729,108.43,107.624,107.143,107.344,107.882,107.349,107.535,106.899,107.266,107.109,106.566,105.257,105.698,105.395,104.17,103.752,101.914,101.508,100.95,99.763,97.793,99.359,100.852,100.0,100.625,100.553,101.708,102.576,103.412,104.832,105.212,106.366,
MPU0483173       ,MPU0483173       ,"Contribution of capital input excluding IPP and IPE intensity to labor productivity for Water transportation (NAICS 483), % Change Year Ago",3,1988-A01,2020-A01,,-1.0,-0.3,-0.7,-0.4,0.2,0.5,-0.5,0.2,-0.6,0.3,-0.1,-0.5,-1.2,0.4,-0.3,-1.2,-0.4,-1.8,-0.4,-0.5,-1.2,-2.0,1.6,1.5,-0.8,0.6,-0.1,1.1,0.9,0.8,1.4,0.4,1.1,
MPU0483182       ,MPU0483182       ,"Contribution of labor composition to labor productivity for Water transportation (NAICS 483), Indexes = 100.000",Index base: 2012 = 100,1987-A01,2020-A01,98.918,98.696,98.69,98.675,98.794,98.797,98.917,99.025,99.029,99.112,99.222,99.38,99.271,99.195,99.48,99.59,99.881,99.606,99.723,99.825,99.712,99.75,99.581,99.632,99.853,100.0,100.504,99.995,100.251,100.272,100.369,100.526,100.775,101.275,
MPU0483183       ,MPU0483183       ,"Contribution of labor composition to labor productivity for Water transportation (NAICS 483), % Change Year Ago",3,1988-A01,2020-A01,,-0.2,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.1,0.1,0.2,-0.1,-0.1,0.3,0.1,0.3,-0.3,0.1,0.1,-0.1,0.0,-0.2,0.1,0.2,0.1,0.5,-0.5,0.3,0.0,0.1,0.2,0.2,0.5,
MPU0483192       ,MPU0483192       ,"Contribution of research and development (R&D) intensity to labor productivity for Water transportation (NAICS 483), Indexes = 100.000",Index base: 2012 = 100,1987-A01,2020-A01,100.063,100.063,100.065,100.066,100.068,100.072,100.076,100.077,100.078,100.081,100.1,100.118,100.124,100.127,100.176,100.207,100.188,100.176,100.146,100.13,100.108,100.075,100.03,100.021,100.017,100.0,99.99,99.977,99.972,99.97,99.97,99.974,99.976,99.982,
MPU0483193       ,MPU0483193       ,"Contribution of research and development (R&D) intensity to labor productivity for Water transportation (NAICS 483), % Change Year Ago",3,1988-A01,2020-A01,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
MPU0483202       ,MPU0483202       ,"Contribution of intellectual property products (IPP) excluding R&D intensity to labor productivity for Water transportation (NAICS 483), Indexes = 100.000",Index base: 2012 = 100,1987-A01,2020-A01,99.711,99.712,99.714,99.716,99.718,99.721,99.738,99.773,99.817,99.849,99.919,99.993,100.032,100.001,99.98,99.933,99.882,99.862,99.829,99.839,99.847,99.836,99.837,99.9,99.95,100.0,100.102,100.198,100.358,100.479,100.519,100.582,100.586,100.582,
MPU0483203       ,MPU0483203       ,"Contribution of intellectual property products (IPP) excluding R&D intensity to labor productivity for Water transportation (NAICS 483), % Change Year Ago",3,1988-A01,2020-A01,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.0,0.1,0.0,0.0,
MPU0483512       ,MPU0483512       ,"Real sectoral output for Water transportation (NAICS 483), Indexes = 100.000",Index base: 2012 = 100,1987-A01,2020-A01,52.227,55.994,56.345,58.89,58.746,59.327,62.252,63.697,67.092,71.749,73.1,70.751,67.208,65.984,62.891,58.351,62.515,72.275,76.125,84.565,95.955,95.686,93.011,94.302,96.068,100.0,100.137,104.001,98.48,97.165,99.243,101.197,101.812,72.774,
MPU0483513       ,MPU0483513       ,"Real sectoral output for Water transportation (NAICS 483), % Change Year Ago",3,1988-A01,2020-A01,,7.2,0.6,4.5,-0.2,1.0,4.9,2.3,5.3,6.9,1.9,-3.2,-5.0,-1.8,-4.7,-7.2,7.1,15.6,5.3,11.1,13.5,-0.3,-2.8,1.4,1.9,4.1,0.1,3.9,-5.3,-1.3,2.1,2.0,0.6,-28.5,
MPU0483552       ,MPU0483552       ,"Energy input for Water transportation (NAICS 483), Indexes = 100.000",Index base: 2012 = 100,1987-A01,2020-A01,43.14,41.493,35.424,31.532,24.909,19.017,35.951,50.225,68.997,83.948,103.297,73.482,48.708,76.229,30.742,91.139,97.358,138.305,151.274,124.921,129.841,106.936,40.06,57.583,104.042,100.0,92.822,90.834,90.182,78.06,71.257,42.469,44.23,14.667,
MPU0483553       ,MPU0483553       ,"Energy input for Water transportation (NAICS 483), % Change Year Ago",3,1988-A01,2020-A01,,-3.8,-14.6,-11.0,-21.0,-23.7,89.0,39.7,37.4,21.7,23.0,-28.9,-33.7,56.5,-59.7,196.5,6.8,42.1,9.4,-17.4,3.9,-17.6,-62.5,43.7,80.7,-3.9,-7.2,-2.1,-0.7,-13.4,-8.7,-40.4,4.1,-66.8,
MPU0483562       ,MPU0483562       ,"Materials input for Water transportation (NAICS 483), Indexes = 100.000",Index base: 2012 = 100,1987-A01,2020-A01,102.429,103.039,87.772,75.907,65.877,57.322,68.176,75.648,92.139,101.384,95.867,105.487,93.769,77.39,76.25,129.177,125.644,111.547,88.981,105.694,113.7,135.121,75.554,87.92,102.758,100.0,93.915,106.149,93.445,101.464,99.015,122.376,134.925,71.048,
MPU0483563       ,MPU0483563       ,"Materials input for Water transportation (NAICS 483), % Change Year Ago",3,1988-A01,2020-A01,,0.6,-14.8,-13.5,-13.2,-13.0,18.9,11.0,21.8,10.0,-5.4,10.0,-11.1,-17.5,-1.5,69.4,-2.7,-11.2,-20.2,18.8,7.6,18.8,-44.1,16.4,16.9,-2.7,-6.1,13.0,-12.0,8.6,-2.4,23.6,10.3,-47.3,
MPU0483572       ,MPU0483572       ,"Services Input for Water transportation (NAICS 483), Indexes = 100.000",Index base: 2012 = 100,1987-A01,2020-A01,66.881,74.062,73.681,75.42,76.258,76.97,77.604,75.048,79.083,83.198,81.243,83.84,88.929,80.543,84.148,70.127,79.29,89.824,90.265,92.119,100.845,93.235,98.698,107.647,91.619,100.0,90.157,103.093,104.956,112.544,125.535,134.243,134.808,90.24,
MPU0483573       ,MPU0483573       ,"Services Input for Water transportation (NAICS 483), % Change Year Ago",3,1988-A01,2020-A01,,10.7,-0.5,2.4,1.1,0.9,0.8,-3.3,5.4,5.2,-2.3,3.2,6.1,-9.4,4.5,-16.7,13.1,13.3,0.5,2.1,9.5,-7.5,5.9,9.1,-14.9,9.1,-9.8,14.3,1.8,7.2,11.5,6.9,0.4,-33.1,
MPU0483611       ,MPU0483611       ,"Sectoral output, billions of current dollars for Water transportation (NAICS 483), Levels",1,1987-A01,2020-A01,16.022,17.649,17.869,18.755,19.303,19.243,20.413,20.878,22.658,24.261,24.657,24.643,25.654,27.173,27.043,26.262,30.355,36.053,38.327,42.882,47.914,51.416,43.624,47.508,49.508,50.921,50.502,53.963,50.827,49.652,52.965,57.338,58.944,40.162,
MPU0483621       ,MPU0483621       ,"Capital costs, billions of current dollars for Water transportation (NAICS 483), Levels",1,1987-A01,2020-A01,1.863,2.255,2.335,2.494,2.953,2.809,3.009,3.196,3.176,3.188,3.344,3.314,3.234,4.596,4.694,3.641,4.59,5.117,4.489,8.051,8.685,10.274,9.749,8.593,7.661,6.839,9.36,8.701,8.101,6.301,5.64,6.496,6.276,2.647,
MPU0483631       ,MPU0483631       ,"Labor costs, billions of current dollars for Water transportation (NAICS 483), Levels",1,1987-A01,2020-A01,2.661,2.581,2.698,2.908,3.06,3.13,3.141,3.117,3.059,3.135,3.12,3.019,3.185,3.287,3.618,3.695,3.833,4.233,4.679,5.125,5.865,6.204,6.166,6.117,6.433,6.63,6.965,7.307,7.472,7.086,7.144,7.373,7.778,7.136,
MPU0483641       ,MPU0483641       ,"Energy costs, billions of current dollars for Water transportation (NAICS 483), Levels",1,1987-A01,2020-A01,1.034,0.973,0.891,0.894,0.67,0.501,0.94,1.319,1.853,2.353,2.909,1.919,1.295,2.554,1.101,2.903,3.826,6.117,8.562,7.895,8.836,9.389,2.387,4.065,9.25,9.134,8.307,7.865,5.471,4.072,4.434,3.154,3.108,0.889,
MPU0483651       ,MPU0483651       ,"Materials costs, billions of current dollars for Water transportation (NAICS 483), Levels",1,1987-A01,2020-A01,1.483,1.555,1.372,1.217,1.07,0.938,1.129,1.275,1.604,1.776,1.688,1.881,1.696,1.419,1.408,2.378,2.309,2.293,1.94,2.388,2.675,3.484,1.85,2.134,2.621,2.59,2.438,2.783,2.409,2.581,2.608,3.452,3.91,2.061,
MPU0483661       ,MPU0483661       ,"Services costs, billions of current dollars for Water transportation (NAICS 483), Levels",1,1987-A01,2020-A01,8.981,10.286,10.573,11.242,11.549,11.864,12.195,11.971,12.966,13.809,13.596,14.51,16.244,15.317,16.222,13.645,15.797,18.293,18.658,19.423,21.854,22.065,23.472,26.599,23.543,25.727,23.433,27.306,27.375,29.611,33.139,36.863,37.873,27.429,
MPU0483671       ,MPU0483671       ,"Capital share for Water transportation (NAICS 483), Levels",1,1987-A01,2020-A01,0.116,0.128,0.131,0.133,0.153,0.146,0.147,0.153,0.14,0.131,0.136,0.134,0.126,0.169,0.174,0.139,0.151,0.142,0.117,0.188,0.181,0.2,0.223,0.181,0.155,0.134,0.185,0.161,0.159,0.127,0.106,0.113,0.106,0.066,
MPU0483681       ,MPU0483681       ,"Labor share for Water transportation (NAICS 483), Levels",1,1987-A01,2020-A01,0.166,0.146,0.151,0.155,0.159,0.163,0.154,0.149,0.135,0.129,0.127,0.123,0.124,0.121,0.134,0.141,0.126,0.117,0.122,0.12,0.122,0.121,0.141,0.129,0.13,0.13,0.138,0.135,0.147,0.143,0.135,0.129,0.132,0.178,
MPU0483691       ,MPU0483691       ,"Energy share for Water transportation (NAICS 483), Levels",1,1987-A01,2020-A01,0.065,0.055,0.05,0.048,0.035,0.026,0.046,0.063,0.082,0.097,0.118,0.078,0.05,0.094,0.041,0.111,0.126,0.17,0.223,0.184,0.184,0.183,0.055,0.086,0.187,0.179,0.164,0.146,0.108,0.082,0.084,0.055,0.053,0.022,
MPU0483701       ,MPU0483701       ,"Materials share for Water transportation (NAICS 483), Levels",1,1987-A01,2020-A01,0.093,0.088,0.077,0.065,0.055,0.049,0.055,0.061,0.071,0.073,0.068,0.076,0.066,0.052,0.052,0.091,0.076,0.064,0.051,0.056,0.056,0.068,0.042,0.045,0.053,0.051,0.048,0.052,0.047,0.052,0.049,0.06,0.066,0.051,
MPU0483711       ,MPU0483711       ,"Services share for Water transportation (NAICS 483), Levels",1,1987-A01,2020-A01,0.561,0.583,0.592,0.599,0.598,0.617,0.597,0.573,0.572,0.569,0.551,0.589,0.633,0.564,0.6,0.52,0.52,0.507,0.487,0.453,0.456,0.429,0.538,0.56,0.476,0.505,0.464,0.506,0.539,0.596,0.626,0.643,0.643,0.683,
MPU0483742       ,MPU0483742       ,"Contribution of energy intensity to labor productivity for Water transportation (NAICS 483), Indexes = 100.000",Index base: 2012 = 100,1987-A01,2020-A01,103.084,102.346,101.535,100.655,99.658,98.945,101.487,103.159,105.73,107.181,110.065,106.374,103.367,106.012,100.153,108.718,108.543,113.952,112.619,107.695,107.831,102.493,89.92,92.671,101.684,100.0,99.04,98.018,98.246,97.118,96.762,94.042,94.316,90.924,
MPU0483743       ,MPU0483743       ,"Contribution of energy intensity to labor productivity for Water transportation (NAICS 483), % Change Year Ago",3,1988-A01,2020-A01,,-0.7,-0.8,-0.9,-1.0,-0.7,2.6,1.6,2.5,1.4,2.7,-3.4,-2.8,2.6,-5.5,8.6,-0.2,5.0,-1.2,-4.4,0.1,-5.0,-12.3,3.1,9.7,-1.7,-1.0,-1.0,0.2,-1.1,-0.4,-2.8,0.3,-3.6,
MPU0483762       ,MPU0483762       ,"Contribution of materials intensity to labor productivity for Water transportation (NAICS 483), Indexes = 100.000",Index base: 2012 = 100,1987-A01,2020-A01,104.355,103.647,102.342,100.849,99.958,99.41,100.66,101.065,102.537,102.921,102.802,103.459,102.334,100.593,100.851,104.701,103.769,102.751,100.571,101.344,101.577,102.144,98.268,99.209,100.41,100.0,99.78,100.166,99.662,100.182,100.296,102.058,102.777,99.704,
MPU0483763       ,MPU0483763       ,"Contribution of materials intensity to labor productivity for Water transportation (NAICS 483), % Change Year Ago",3,1988-A01,2020-A01,,-0.7,-1.3,-1.5,-0.9,-0.5,1.3,0.4,1.5,0.4,-0.1,0.6,-1.1,-1.7,0.3,3.8,-0.9,-1.0,-2.1,0.8,0.2,0.6,-3.8,1.0,1.2,-0.4,-0.2,0.4,-0.5,0.5,0.1,1.8,0.7,-3.0,
MPU0483772       ,MPU0483772       ,"Contribution of services intensity to labor productivity for Water transportation (NAICS 483), Indexes = 100.000",Index base: 2012 = 100,1987-A01,2020-A01,106.364,107.63,107.729,105.26,105.587,108.372,113.429,108.965,113.714,114.177,115.195,116.764,118.438,105.255,112.058,101.095,103.39,108.988,101.428,101.062,103.797,96.655,93.704,101.947,98.254,100.0,95.953,100.181,102.478,107.993,118.804,132.619,134.124,111.701,
MPU0483773       ,MPU0483773       ,"Contribution of services intensity to labor productivity for Water transportation (NAICS 483), % Change Year Ago",3,1988-A01,2020-A01,,1.2,0.1,-2.3,0.3,2.6,4.7,-3.9,4.4,0.4,0.9,1.4,1.4,-11.1,6.5,-9.8,2.3,5.4,-6.9,-0.4,2.7,-6.9,-3.1,8.8,-3.6,1.8,-4.0,4.4,2.3,5.4,10.0,11.6,1.1,-16.7,
MPU0483782       ,MPU0483782       ,"Contribution of intermediate inputs intensity to labor productivity for Water transportation (NAICS 483), Indexes = 100.000",Index base: 2012 = 100,1987-A01,2020-A01,114.304,114.056,111.833,106.742,105.08,106.492,115.759,113.491,123.15,125.818,130.205,128.363,125.143,112.16,113.133,114.898,116.272,127.404,114.687,110.132,113.516,101.035,82.867,93.791,100.32,100.0,94.823,98.355,100.337,105.06,115.284,127.269,129.997,101.255,
MPU0483783       ,MPU0483783       ,"Contribution of intermediate inputs intensity to labor productivity for Water transportation (NAICS 483), % Change Year Ago",3,1988-A01,2020-A01,,-0.2,-1.9,-4.6,-1.6,1.3,8.7,-2.0,8.5,2.2,3.5,-1.4,-2.5,-10.4,0.9,1.6,1.2,9.6,-10.0,-4.0,3.1,-11.0,-18.0,13.2,7.0,-0.3,-5.2,3.7,2.0,4.7,9.7,10.4,2.1,-22.1,
MPU0484012       ,MPU0484012       ,"Total factor productivity for Truck transportation (NAICS 484), Indexes = 100.000",Index base: 2012 = 100,1987-A01,2020-A01,89.057,90.353,92.299,92.997,96.402,99.995,100.427,102.079,100.565,100.183,102.099,101.946,102.707,103.564,102.037,100.509,102.193,100.839,99.884,100.101,99.739,97.403,97.292,100.986,101.56,100.0,99.062,98.761,97.31,96.423,98.444,97.095,95.848,96.048,
MPU0484013       ,MPU0484013       ,"Total factor productivity for Truck transportation (NAICS 484), % Change Year Ago",3,1988-A01,2020-A01,,1.5,2.2,0.8,3.7,3.7,0.4,1.6,-1.5,-0.4,1.9,-0.1,0.7,0.8,-1.5,-1.5,1.7,-1.3,-0.9,0.2,-0.4,-2.3,-0.1,3.8,0.6,-1.5,-0.9,-0.3,-1.5,-0.9,2.1,-1.4,-1.3,0.2,
MPU0484032       ,MPU0484032       ,"Combined inputs for Truck transportation (NAICS 484), Indexes = 100.000",Index base: 2012 = 100,1987-A01,2020-A01,51.275,56.818,58.324,61.229,60.2,62.836,65.016,69.822,72.614,76.571,78.377,83.031,85.841,87.362,86.237,88.382,87.174,94.179,100.452,103.481,105.195,102.667,87.68,90.18,94.433,100.0,102.831,110.006,113.347,114.67,118.387,123.968,126.09,119.388,
MPU0484033       ,MPU0484033       ,"Combined inputs for Truck transportation (NAICS 484), % Change Year Ago",3,1988-A01,2020-A01,,10.8,2.7,5.0,-1.7,4.4,3.5,7.4,4.0,5.4,2.4,5.9,3.4,1.8,-1.3,2.5,-1.4,8.0,6.7,3.0,1.7,-2.4,-14.6,2.9,4.7,5.9,2.8,7.0,3.0,1.2,3.2,4.7,1.7,-5.3,
MPU0484042       ,MPU0484042       ,"Capital input for Truck transportation (NAICS 484), Indexes = 100.000",Index base: 2012 = 100,1987-A01,2020-A01,53.489,55.313,55.198,56.501,53.615,52.395,49.828,51.318,55.309,58.62,61.597,65.163,68.635,71.679,73.639,74.783,76.301,79.449,85.595,95.863,101.899,101.931,99.785,97.325,97.683,100.0,102.866,107.482,113.624,118.458,121.985,127.134,133.883,137.389,
MPU0484043       ,MPU0484043       ,"Capital input for Truck transportation (NAICS 484), % Change Year Ago",3,1988-A01,2020-A01,,3.4,-0.2,2.4,-5.1,-2.3,-4.9,3.0,7.8,6.0,5.1,5.8,5.3,4.4,2.7,1.6,2.0,4.1,7.7,12.0,6.3,0.0,-2.1,-2.5,0.4,2.4,2.9,4.5,5.7,4.3,3.0,4.2,5.3,2.6,
MPU0484052       ,MPU0484052       ,"Labor input for Truck transportation (NAICS 484), Indexes = 100.000",Index base: 2012 = 100,1987-A01,2020-A01,72.723,71.801,72.699,70.943,71.069,72.312,77.389,82.85,86.466,93.162,93.117,96.899,99.805,100.79,97.368,97.301,94.995,102.264,105.666,107.925,107.655,103.962,93.311,91.545,95.311,100.0,101.561,105.779,107.561,107.116,107.653,110.385,112.441,106.69,
MPU0484053       ,MPU0484053       ,"Labor input for Truck transportation (NAICS 484), % Change Year Ago",3,1988-A01,2020-A01,,-1.3,1.3,-2.4,0.2,1.7,7.0,7.1,4.4,7.7,0.0,4.1,3.0,1.0,-3.4,-0.1,-2.4,7.7,3.3,2.1,-0.3,-3.4,-10.2,-1.9,4.1,4.9,1.6,4.2,1.7,-0.4,0.5,2.5,1.9,-5.1,
MPU0484062       ,MPU0484062       ,"Labor productivity for Truck transportation (NAICS 484), Indexes = 100.000",Index base: 2012 = 100,1987-A01,2020-A01,57.525,65.54,68.045,73.936,75.932,81.787,79.928,81.482,80.351,78.724,82.379,84.007,85.145,86.927,87.614,88.61,91.012,90.249,92.508,94.013,95.778,94.862,90.442,98.978,100.382,100.0,100.201,102.586,102.311,103.261,108.31,108.922,107.119,107.824,
MPU0484063       ,MPU0484063       ,"Labor productivity for Truck transportation (NAICS 484), % Change Year Ago",3,1988-A01,2020-A01,,13.9,3.8,8.7,2.7,7.7,-2.3,1.9,-1.4,-2.0,4.6,2.0,1.4,2.1,0.8,1.1,2.7,-0.8,2.5,1.6,1.9,-1.0,-4.7,9.4,1.4,-0.4,0.2,2.4,-0.3,0.9,4.9,0.6,-1.7,0.7,
MPU0484072       ,MPU0484072       ,"Capital productivity for Truck transportation (NAICS 484), Indexes = 100.000",Index base: 2012 = 100,1987-A01,2020-A01,85.371,92.812,97.526,100.779,108.242,119.921,131.038,138.885,132.029,130.863,129.911,129.9,128.454,126.224,119.493,118.786,116.755,119.535,117.221,108.056,102.966,98.107,85.49,93.572,98.181,100.0,99.028,101.081,97.073,93.34,95.541,94.677,90.269,83.464,
MPU0484073       ,MPU0484073       ,"Capital productivity for Truck transportation (NAICS 484), % Change Year Ago",3,1988-A01,2020-A01,,8.7,5.1,3.3,7.4,10.8,9.3,6.0,-4.9,-0.9,-0.7,0.0,-1.1,-1.7,-5.3,-0.6,-1.7,2.4,-1.9,-7.8,-4.7,-4.7,-12.9,9.5,4.9,1.9,-1.0,2.1,-4.0,-3.8,2.4,-0.9,-4.7,-7.5,
MPU0484082       ,MPU0484082       ,"Capital intensity for Truck transportation (NAICS 484), Indexes = 100.000",Index base: 2012 = 100,1987-A01,2020-A01,67.383,70.615,69.771,73.364,70.151,68.201,60.996,58.669,60.858,60.157,63.412,64.671,66.284,68.868,73.322,74.596,77.951,75.5,78.917,87.004,93.02,96.693,105.793,105.778,102.242,100.0,101.184,101.489,105.397,110.629,113.365,115.046,118.667,129.187,
MPU0484083       ,MPU0484083       ,"Capital intensity for Truck transportation (NAICS 484), % Change Year Ago",3,1988-A01,2020-A01,,4.8,-1.2,5.1,-4.4,-2.8,-10.6,-3.8,3.7,-1.2,5.4,2.0,2.5,3.9,6.5,1.7,4.5,-3.1,4.5,10.2,6.9,3.9,9.4,0.0,-3.3,-2.2,1.2,0.3,3.9,5.0,2.5,1.5,3.1,8.9,
MPU0484152       ,MPU0484152       ,"Contribution of capital intensity to labor productivity for Truck transportation (NAICS 484), Indexes = 100.000",Index base: 2012 = 100,1987-A01,2020-A01,95.971,96.525,96.384,96.947,96.467,96.165,94.96,94.536,94.918,94.805,95.303,95.497,95.753,96.159,96.805,96.969,97.402,97.06,97.54,98.604,99.259,99.621,100.537,100.535,100.203,100.0,100.1,100.125,100.45,100.893,101.12,101.256,101.525,102.278,
MPU0484153       ,MPU0484153       ,"Contribution of capital intensity to labor productivity for Truck transportation (NAICS 484), % Change Year Ago",3,1988-A01,2020-A01,,0.6,-0.1,0.6,-0.5,-0.3,-1.3,-0.4,0.4,-0.1,0.5,0.2,0.3,0.4,0.7,0.2,0.4,-0.4,0.5,1.1,0.7,0.4,0.9,0.0,-0.3,-0.2,0.1,0.0,0.3,0.4,0.2,0.1,0.3,0.7,
MPU0484162       ,MPU0484162       ,"Contribution of information processing equipment (IPE) intensity to labor productivity for Truck transportation (NAICS 484), Indexes = 100.000",Index base: 2012 = 100,1987-A01,2020-A01,97.2,97.217,97.235,97.259,97.278,97.295,97.325,97.444,97.63,97.776,97.997,98.201,98.372,98.563,98.754,98.879,99.041,99.123,99.315,99.575,99.741,99.846,99.993,100.02,100.007,100.0,100.01,100.02,100.056,100.105,100.145,100.176,100.211,100.287,
MPU0484163       ,MPU0484163       ,"Contribution of information processing equipment (IPE) intensity to labor productivity for Truck transportation (NAICS 484), % Change Year Ago",3,1988-A01,2020-A01,,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.1,0.2,0.2,0.2,0.2,0.2,0.1,0.2,0.1,0.2,0.3,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,
MPU0484172       ,MPU0484172       ,"Contribution of capital input excluding IPP and IPE intensity to labor productivity for Truck transportation (NAICS 484), Indexes = 100.000",Index base: 2012 = 100,1987-A01,2020-A01,99.161,99.716,99.551,100.106,99.589,99.255,97.975,97.391,97.564,97.279,97.523,97.469,97.517,97.693,98.094,98.094,98.343,97.932,98.203,98.981,99.481,99.765,100.535,100.523,100.207,100.0,100.076,100.076,100.346,100.719,100.889,100.974,101.188,101.825,
MPU0484173       ,MPU0484173       ,"Contribution of capital input excluding IPP and IPE intensity to labor productivity for Truck transportation (NAICS 484), % Change Year Ago",3,1988-A01,2020-A01,,0.6,-0.2,0.6,-0.5,-0.3,-1.3,-0.6,0.2,-0.3,0.3,-0.1,0.0,0.2,0.4,0.0,0.3,-0.4,0.3,0.8,0.5,0.3,0.8,0.0,-0.3,-0.2,0.1,0.0,0.3,0.4,0.2,0.1,0.2,0.6,
MPU0484182       ,MPU0484182       ,"Contribution of labor composition to labor productivity for Truck transportation (NAICS 484), Indexes = 100.000",Index base: 2012 = 100,1987-A01,2020-A01,96.693,96.717,96.814,96.907,97.26,97.724,97.968,97.962,98.132,98.32,98.423,98.551,98.643,98.831,98.877,98.922,98.919,98.972,99.063,99.258,99.377,99.499,99.611,99.821,99.916,100.0,99.965,99.958,99.92,100.016,100.019,99.965,99.886,100.12,
MPU0484183       ,MPU0484183       ,"Contribution of labor composition to labor productivity for Truck transportation (NAICS 484), % Change Year Ago",3,1988-A01,2020-A01,,0.0,0.1,0.1,0.4,0.5,0.2,0.0,0.2,0.2,0.1,0.1,0.1,0.2,0.0,0.0,0.0,0.1,0.1,0.2,0.1,0.1,0.1,0.2,0.1,0.1,0.0,0.0,0.0,0.1,0.0,-0.1,-0.1,0.2,
MPU0484192       ,MPU0484192       ,"Contribution of research and development (R&D) intensity to labor productivity for Truck transportation (NAICS 484), Indexes = 100.000",Index base: 2012 = 100,1987-A01,2020-A01,99.951,99.952,99.954,99.956,99.958,99.96,99.961,99.961,99.961,99.964,99.977,99.989,99.995,100.004,100.03,100.05,100.051,100.04,100.033,100.027,100.022,100.018,100.019,100.014,100.006,100.0,99.996,99.992,99.989,99.989,99.988,99.988,99.99,99.994,
MPU0484193       ,MPU0484193       ,"Contribution of research and development (R&D) intensity to labor productivity for Truck transportation (NAICS 484), % Change Year Ago",3,1988-A01,2020-A01,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
MPU0484202       ,MPU0484202       ,"Contribution of intellectual property products (IPP) excluding R&D intensity to labor productivity for Truck transportation (NAICS 484), Indexes = 100.000",Index base: 2012 = 100,1987-A01,2020-A01,99.623,99.623,99.625,99.628,99.632,99.639,99.652,99.682,99.718,99.738,99.769,99.802,99.833,99.87,99.906,99.928,99.955,99.951,99.984,100.026,100.022,99.998,99.995,99.981,99.983,100.0,100.018,100.036,100.057,100.078,100.095,100.112,100.13,100.16,
MPU0484203       ,MPU0484203       ,"Contribution of intellectual property products (IPP) excluding R&D intensity to labor productivity for Truck transportation (NAICS 484), % Change Year Ago",3,1988-A01,2020-A01,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
MPU0484512       ,MPU0484512       ,"Real sectoral output for Truck transportation (NAICS 484), Indexes = 100.000",Index base: 2012 = 100,1987-A01,2020-A01,45.664,51.337,53.832,56.941,58.033,62.833,65.294,71.273,73.024,76.712,80.022,84.647,88.164,90.476,87.994,88.832,89.085,94.969,100.336,103.586,104.921,100.001,85.306,91.069,95.906,100.0,101.867,108.644,110.298,110.568,116.545,120.366,120.855,114.67,
MPU0484513       ,MPU0484513       ,"Real sectoral output for Truck transportation (NAICS 484), % Change Year Ago",3,1988-A01,2020-A01,,12.4,4.9,5.8,1.9,8.3,3.9,9.2,2.5,5.1,4.3,5.8,4.2,2.6,-2.7,1.0,0.3,6.6,5.7,3.2,1.3,-4.7,-14.7,6.8,5.3,4.3,1.9,6.7,1.5,0.2,5.4,3.3,0.4,-5.1,
MPU0484552       ,MPU0484552       ,"Energy input for Truck transportation (NAICS 484), Indexes = 100.000",Index base: 2012 = 100,1987-A01,2020-A01,28.619,34.345,34.096,38.622,34.196,33.883,34.556,37.439,39.497,39.805,60.539,50.482,38.926,38.963,31.21,43.027,44.715,58.358,79.344,78.224,78.758,69.294,50.578,58.935,80.165,100.0,109.93,109.146,94.267,96.608,87.094,60.035,60.424,34.667,
MPU0484553       ,MPU0484553       ,"Energy input for Truck transportation (NAICS 484), % Change Year Ago",3,1988-A01,2020-A01,,20.0,-0.7,13.3,-11.5,-0.9,2.0,8.3,5.5,0.8,52.1,-16.6,-22.9,0.1,-19.9,37.9,3.9,30.5,36.0,-1.4,0.7,-12.0,-27.0,16.5,36.0,24.7,9.9,-0.7,-13.6,2.5,-9.8,-31.1,0.6,-42.6,
