series_id        ,sector_code,measure_code,duration_code,base_year,series_title,footnote_codes,begin_year,begin_period,end_year,end_period
MPU0483641       ,483,64,1,-,"Energy costs, billions of current dollars for Water transportation (NAICS 483), Levels",,1987,A01,2020,A01
MPU0483651       ,483,65,1,-,"Materials costs, billions of current dollars for Water transportation (NAICS 483), Levels",,1987,A01,2020,A01
MPU0483661       ,483,66,1,-,"Services costs, billions of current dollars for Water transportation (NAICS 483), Levels",,1987,A01,2020,A01
MPU0483671       ,483,67,1,-,"Capital share for Water transportation (NAICS 483), Levels",,1987,A01,2020,A01
MPU0483681       ,483,68,1,-,"Labor share for Water transportation (NAICS 483), Levels",,1987,A01,2020,A01
MPU0483691       ,483,69,1,-,"Energy share for Water transportation (NAICS 483), Levels",,1987,A01,2020,A01
MPU0483701       ,483,70,1,-,"Materials share for Water transportation (NAICS 483), Levels",,1987,A01,2020,A01
MPU0483711       ,483,71,1,-,"Services share for Water transportation (NAICS 483), Levels",,1987,A01,2020,A01
MPU0483742       ,483,74,2,2012,"Contribution of energy intensity to labor productivity for Water transportation (NAICS 483), Indexes = 100.000",,1987,A01,2020,A01
MPU0483743       ,483,74,3,-,"Contribution of energy intensity to labor productivity for Water transportation (NAICS 483), % Change Year Ago",,1988,A01,2020,A01
MPU0483762       ,483,76,2,2012,"Contribution of materials intensity to labor productivity for Water transportation (NAICS 483), Indexes = 100.000",,1987,A01,2020,A01
MPU0483763       ,483,76,3,-,"Contribution of materials intensity to labor productivity for Water transportation (NAICS 483), % Change Year Ago",,1988,A01,2020,A01
MPU0483772       ,483,77,2,2012,"Contribution of services intensity to labor productivity for Water transportation (NAICS 483), Indexes = 100.000",,1987,A01,2020,A01
MPU0483773       ,483,77,3,-,"Contribution of services intensity to labor productivity for Water transportation (NAICS 483), % Change Year Ago",,1988,A01,2020,A01
MPU0483782       ,483,78,2,2012,"Contribution of intermediate inputs intensity to labor productivity for Water transportation (NAICS 483), Indexes = 100.000",,1987,A01,2020,A01
MPU0483783       ,483,78,3,-,"Contribution of intermediate inputs intensity to labor productivity for Water transportation (NAICS 483), % Change Year Ago",,1988,A01,2020,A01
MPU0484012       ,484,1,2,2012,"Total factor productivity for Truck transportation (NAICS 484), Indexes = 100.000",4.0,1987,A01,2020,A01
MPU0484013       ,484,1,3,-,"Total factor productivity for Truck transportation (NAICS 484), % Change Year Ago",4.0,1988,A01,2020,A01
MPU0484032       ,484,3,2,2012,"Combined inputs for Truck transportation (NAICS 484), Indexes = 100.000",6.0,1987,A01,2020,A01
MPU0484033       ,484,3,3,-,"Combined inputs for Truck transportation (NAICS 484), % Change Year Ago",6.0,1988,A01,2020,A01
MPU0484042       ,484,4,2,2012,"Capital input for Truck transportation (NAICS 484), Indexes = 100.000",0.0,1987,A01,2020,A01
MPU0484043       ,484,4,3,-,"Capital input for Truck transportation (NAICS 484), % Change Year Ago",0.0,1988,A01,2020,A01
MPU0484052       ,484,5,2,2012,"Labor input for Truck transportation (NAICS 484), Indexes = 100.000",3.0,1987,A01,2020,A01
MPU0484053       ,484,5,3,-,"Labor input for Truck transportation (NAICS 484), % Change Year Ago",3.0,1988,A01,2020,A01
MPU0484062       ,484,6,2,2012,"Labor productivity for Truck transportation (NAICS 484), Indexes = 100.000",8.0,1987,A01,2020,A01
MPU0484063       ,484,6,3,-,"Labor productivity for Truck transportation (NAICS 484), % Change Year Ago",8.0,1988,A01,2020,A01
MPU0484072       ,484,7,2,2012,"Capital productivity for Truck transportation (NAICS 484), Indexes = 100.000",,1987,A01,2020,A01
MPU0484073       ,484,7,3,-,"Capital productivity for Truck transportation (NAICS 484), % Change Year Ago",,1988,A01,2020,A01
MPU0484082       ,484,8,2,2012,"Capital intensity for Truck transportation (NAICS 484), Indexes = 100.000",,1987,A01,2020,A01
MPU0484083       ,484,8,3,-,"Capital intensity for Truck transportation (NAICS 484), % Change Year Ago",,1988,A01,2020,A01
MPU0484152       ,484,15,2,2012,"Contribution of capital intensity to labor productivity for Truck transportation (NAICS 484), Indexes = 100.000",,1987,A01,2020,A01
MPU0484153       ,484,15,3,-,"Contribution of capital intensity to labor productivity for Truck transportation (NAICS 484), % Change Year Ago",,1988,A01,2020,A01
MPU0484162       ,484,16,2,2012,"Contribution of information processing equipment (IPE) intensity to labor productivity for Truck transportation (NAICS 484), Indexes = 100.000",,1987,A01,2020,A01
MPU0484163       ,484,16,3,-,"Contribution of information processing equipment (IPE) intensity to labor productivity for Truck transportation (NAICS 484), % Change Year Ago",,1988,A01,2020,A01
MPU0484172       ,484,17,2,2012,"Contribution of capital input excluding IPP and IPE intensity to labor productivity for Truck transportation (NAICS 484), Indexes = 100.000",,1987,A01,2020,A01
MPU0484173       ,484,17,3,-,"Contribution of capital input excluding IPP and IPE intensity to labor productivity for Truck transportation (NAICS 484), % Change Year Ago",,1988,A01,2020,A01
MPU0484182       ,484,18,2,2012,"Contribution of labor composition to labor productivity for Truck transportation (NAICS 484), Indexes = 100.000",,1987,A01,2020,A01
MPU0484183       ,484,18,3,-,"Contribution of labor composition to labor productivity for Truck transportation (NAICS 484), % Change Year Ago",,1988,A01,2020,A01
MPU0484192       ,484,19,2,2012,"Contribution of research and development (R&D) intensity to labor productivity for Truck transportation (NAICS 484), Indexes = 100.000",,1987,A01,2020,A01
MPU0484193       ,484,19,3,-,"Contribution of research and development (R&D) intensity to labor productivity for Truck transportation (NAICS 484), % Change Year Ago",,1988,A01,2020,A01
MPU0484202       ,484,20,2,2012,"Contribution of intellectual property products (IPP) excluding R&D intensity to labor productivity for Truck transportation (NAICS 484), Indexes = 100.000",,1987,A01,2020,A01
MPU0484203       ,484,20,3,-,"Contribution of intellectual property products (IPP) excluding R&D intensity to labor productivity for Truck transportation (NAICS 484), % Change Year Ago",,1988,A01,2020,A01
MPU0484512       ,484,51,2,2012,"Real sectoral output for Truck transportation (NAICS 484), Indexes = 100.000",,1987,A01,2020,A01
MPU0484513       ,484,51,3,-,"Real sectoral output for Truck transportation (NAICS 484), % Change Year Ago",,1988,A01,2020,A01
MPU0484552       ,484,55,2,2012,"Energy input for Truck transportation (NAICS 484), Indexes = 100.000",,1987,A01,2020,A01
MPU0484553       ,484,55,3,-,"Energy input for Truck transportation (NAICS 484), % Change Year Ago",,1988,A01,2020,A01
MPU0484562       ,484,56,2,2012,"Materials input for Truck transportation (NAICS 484), Indexes = 100.000",,1987,A01,2020,A01
MPU0484563       ,484,56,3,-,"Materials input for Truck transportation (NAICS 484), % Change Year Ago",,1988,A01,2020,A01
MPU0484572       ,484,57,2,2012,"Services Input for Truck transportation (NAICS 484), Indexes = 100.000",,1987,A01,2020,A01
MPU0484573       ,484,57,3,-,"Services Input for Truck transportation (NAICS 484), % Change Year Ago",,1988,A01,2020,A01
MPU0484611       ,484,61,1,-,"Sectoral output, billions of current dollars for Truck transportation (NAICS 484), Levels",,1987,A01,2020,A01
MPU0484621       ,484,62,1,-,"Capital costs, billions of current dollars for Truck transportation (NAICS 484), Levels",,1987,A01,2020,A01
MPU0484631       ,484,63,1,-,"Labor costs, billions of current dollars for Truck transportation (NAICS 484), Levels",,1987,A01,2020,A01
MPU0484641       ,484,64,1,-,"Energy costs, billions of current dollars for Truck transportation (NAICS 484), Levels",,1987,A01,2020,A01
MPU0484651       ,484,65,1,-,"Materials costs, billions of current dollars for Truck transportation (NAICS 484), Levels",,1987,A01,2020,A01
MPU0484661       ,484,66,1,-,"Services costs, billions of current dollars for Truck transportation (NAICS 484), Levels",,1987,A01,2020,A01
MPU0484671       ,484,67,1,-,"Capital share for Truck transportation (NAICS 484), Levels",,1987,A01,2020,A01
MPU0484681       ,484,68,1,-,"Labor share for Truck transportation (NAICS 484), Levels",,1987,A01,2020,A01
MPU0484691       ,484,69,1,-,"Energy share for Truck transportation (NAICS 484), Levels",,1987,A01,2020,A01
MPU0484701       ,484,70,1,-,"Materials share for Truck transportation (NAICS 484), Levels",,1987,A01,2020,A01
MPU0484711       ,484,71,1,-,"Services share for Truck transportation (NAICS 484), Levels",,1987,A01,2020,A01
MPU0484742       ,484,74,2,2012,"Contribution of energy intensity to labor productivity for Truck transportation (NAICS 484), Indexes = 100.000",,1987,A01,2020,A01
MPU0484743       ,484,74,3,-,"Contribution of energy intensity to labor productivity for Truck transportation (NAICS 484), % Change Year Ago",,1988,A01,2020,A01
MPU0484762       ,484,76,2,2012,"Contribution of materials intensity to labor productivity for Truck transportation (NAICS 484), Indexes = 100.000",,1987,A01,2020,A01
MPU0484763       ,484,76,3,-,"Contribution of materials intensity to labor productivity for Truck transportation (NAICS 484), % Change Year Ago",,1988,A01,2020,A01
MPU0484772       ,484,77,2,2012,"Contribution of services intensity to labor productivity for Truck transportation (NAICS 484), Indexes = 100.000",,1987,A01,2020,A01
MPU0484773       ,484,77,3,-,"Contribution of services intensity to labor productivity for Truck transportation (NAICS 484), % Change Year Ago",,1988,A01,2020,A01
MPU0484782       ,484,78,2,2012,"Contribution of intermediate inputs intensity to labor productivity for Truck transportation (NAICS 484), Indexes = 100.000",,1987,A01,2020,A01
MPU0484783       ,484,78,3,-,"Contribution of intermediate inputs intensity to labor productivity for Truck transportation (NAICS 484), % Change Year Ago",,1988,A01,2020,A01
MPU0485012       ,485,1,2,2012,"Total factor productivity for Transit and ground passenger transportation (NAICS 485), Indexes = 100.000",4.0,1987,A01,2020,A01
MPU0485013       ,485,1,3,-,"Total factor productivity for Transit and ground passenger transportation (NAICS 485), % Change Year Ago",4.0,1988,A01,2020,A01
MPU0485032       ,485,3,2,2012,"Combined inputs for Transit and ground passenger transportation (NAICS 485), Indexes = 100.000",6.0,1987,A01,2020,A01
MPU0485033       ,485,3,3,-,"Combined inputs for Transit and ground passenger transportation (NAICS 485), % Change Year Ago",6.0,1988,A01,2020,A01
MPU0485042       ,485,4,2,2012,"Capital input for Transit and ground passenger transportation (NAICS 485), Indexes = 100.000",0.0,1987,A01,2020,A01
MPU0485043       ,485,4,3,-,"Capital input for Transit and ground passenger transportation (NAICS 485), % Change Year Ago",0.0,1988,A01,2020,A01
MPU0485052       ,485,5,2,2012,"Labor input for Transit and ground passenger transportation (NAICS 485), Indexes = 100.000",3.0,1987,A01,2020,A01
MPU0485053       ,485,5,3,-,"Labor input for Transit and ground passenger transportation (NAICS 485), % Change Year Ago",3.0,1988,A01,2020,A01
MPU0485062       ,485,6,2,2012,"Labor productivity for Transit and ground passenger transportation (NAICS 485), Indexes = 100.000",8.0,1987,A01,2020,A01
MPU0485063       ,485,6,3,-,"Labor productivity for Transit and ground passenger transportation (NAICS 485), % Change Year Ago",8.0,1988,A01,2020,A01
MPU0485072       ,485,7,2,2012,"Capital productivity for Transit and ground passenger transportation (NAICS 485), Indexes = 100.000",,1987,A01,2020,A01
MPU0485073       ,485,7,3,-,"Capital productivity for Transit and ground passenger transportation (NAICS 485), % Change Year Ago",,1988,A01,2020,A01
MPU0485082       ,485,8,2,2012,"Capital intensity for Transit and ground passenger transportation (NAICS 485), Indexes = 100.000",,1987,A01,2020,A01
MPU0485083       ,485,8,3,-,"Capital intensity for Transit and ground passenger transportation (NAICS 485), % Change Year Ago",,1988,A01,2020,A01
MPU0485152       ,485,15,2,2012,"Contribution of capital intensity to labor productivity for Transit and ground passenger transportation (NAICS 485), Indexes = 100.000",,1987,A01,2020,A01
MPU0485153       ,485,15,3,-,"Contribution of capital intensity to labor productivity for Transit and ground passenger transportation (NAICS 485), % Change Year Ago",,1988,A01,2020,A01
MPU0485162       ,485,16,2,2012,"Contribution of information processing equipment (IPE) intensity to labor productivity for Transit and ground passenger transportation (NAICS 485), Indexes = 100.000",,1987,A01,2020,A01
MPU0485163       ,485,16,3,-,"Contribution of information processing equipment (IPE) intensity to labor productivity for Transit and ground passenger transportation (NAICS 485), % Change Year Ago",,1988,A01,2020,A01
MPU0485172       ,485,17,2,2012,"Contribution of capital input excluding IPP and IPE intensity to labor productivity for Transit and ground passenger transportation (NAICS 485), Indexes = 100.000",,1987,A01,2020,A01
MPU0485173       ,485,17,3,-,"Contribution of capital input excluding IPP and IPE intensity to labor productivity for Transit and ground passenger transportation (NAICS 485), % Change Year Ago",,1988,A01,2020,A01
MPU0485182       ,485,18,2,2012,"Contribution of labor composition to labor productivity for Transit and ground passenger transportation (NAICS 485), Indexes = 100.000",,1987,A01,2020,A01
MPU0485183       ,485,18,3,-,"Contribution of labor composition to labor productivity for Transit and ground passenger transportation (NAICS 485), % Change Year Ago",,1988,A01,2020,A01
MPU0485192       ,485,19,2,2012,"Contribution of research and development (R&D) intensity to labor productivity for Transit and ground passenger transportation (NAICS 485), Indexes = 100.000",,1987,A01,2020,A01
MPU0485193       ,485,19,3,-,"Contribution of research and development (R&D) intensity to labor productivity for Transit and ground passenger transportation (NAICS 485), % Change Year Ago",,1988,A01,2020,A01
MPU0485202       ,485,20,2,2012,"Contribution of intellectual property products (IPP) excluding R&D intensity to labor productivity for Transit and ground passenger transportation (NAICS 485), Indexes = 100.000",,1987,A01,2020,A01
MPU0485203       ,485,20,3,-,"Contribution of intellectual property products (IPP) excluding R&D intensity to labor productivity for Transit and ground passenger transportation (NAICS 485), % Change Year Ago",,1988,A01,2020,A01
MPU0485512       ,485,51,2,2012,"Real sectoral output for Transit and ground passenger transportation (NAICS 485), Indexes = 100.000",,1987,A01,2020,A01
MPU0485513       ,485,51,3,-,"Real sectoral output for Transit and ground passenger transportation (NAICS 485), % Change Year Ago",,1988,A01,2020,A01
MPU0485552       ,485,55,2,2012,"Energy input for Transit and ground passenger transportation (NAICS 485), Indexes = 100.000",,1987,A01,2020,A01
MPU0485553       ,485,55,3,-,"Energy input for Transit and ground passenger transportation (NAICS 485), % Change Year Ago",,1988,A01,2020,A01
MPU0485562       ,485,56,2,2012,"Materials input for Transit and ground passenger transportation (NAICS 485), Indexes = 100.000",,1987,A01,2020,A01
MPU0485563       ,485,56,3,-,"Materials input for Transit and ground passenger transportation (NAICS 485), % Change Year Ago",,1988,A01,2020,A01
MPU0485572       ,485,57,2,2012,"Services Input for Transit and ground passenger transportation (NAICS 485), Indexes = 100.000",,1987,A01,2020,A01
MPU0485573       ,485,57,3,-,"Services Input for Transit and ground passenger transportation (NAICS 485), % Change Year Ago",,1988,A01,2020,A01
MPU0485611       ,485,61,1,-,"Sectoral output, billions of current dollars for Transit and ground passenger transportation (NAICS 485), Levels",,1987,A01,2020,A01
MPU0485621       ,485,62,1,-,"Capital costs, billions of current dollars for Transit and ground passenger transportation (NAICS 485), Levels",,1987,A01,2020,A01
MPU0485631       ,485,63,1,-,"Labor costs, billions of current dollars for Transit and ground passenger transportation (NAICS 485), Levels",,1987,A01,2020,A01
MPU0485641       ,485,64,1,-,"Energy costs, billions of current dollars for Transit and ground passenger transportation (NAICS 485), Levels",,1987,A01,2020,A01
MPU0485651       ,485,65,1,-,"Materials costs, billions of current dollars for Transit and ground passenger transportation (NAICS 485), Levels",,1987,A01,2020,A01
MPU0485661       ,485,66,1,-,"Services costs, billions of current dollars for Transit and ground passenger transportation (NAICS 485), Levels",,1987,A01,2020,A01
MPU0485671       ,485,67,1,-,"Capital share for Transit and ground passenger transportation (NAICS 485), Levels",,1987,A01,2020,A01
MPU0485681       ,485,68,1,-,"Labor share for Transit and ground passenger transportation (NAICS 485), Levels",,1987,A01,2020,A01
MPU0485691       ,485,69,1,-,"Energy share for Transit and ground passenger transportation (NAICS 485), Levels",,1987,A01,2020,A01
MPU0485701       ,485,70,1,-,"Materials share for Transit and ground passenger transportation (NAICS 485), Levels",,1987,A01,2020,A01
MPU0485711       ,485,71,1,-,"Services share for Transit and ground passenger transportation (NAICS 485), Levels",,1987,A01,2020,A01
MPU0485742       ,485,74,2,2012,"Contribution of energy intensity to labor productivity for Transit and ground passenger transportation (NAICS 485), Indexes = 100.000",,1987,A01,2020,A01
MPU0485743       ,485,74,3,-,"Contribution of energy intensity to labor productivity for Transit and ground passenger transportation (NAICS 485), % Change Year Ago",,1988,A01,2020,A01
MPU0485762       ,485,76,2,2012,"Contribution of materials intensity to labor productivity for Transit and ground passenger transportation (NAICS 485), Indexes = 100.000",,1987,A01,2020,A01
MPU0485763       ,485,76,3,-,"Contribution of materials intensity to labor productivity for Transit and ground passenger transportation (NAICS 485), % Change Year Ago",,1988,A01,2020,A01
MPU0485772       ,485,77,2,2012,"Contribution of services intensity to labor productivity for Transit and ground passenger transportation (NAICS 485), Indexes = 100.000",,1987,A01,2020,A01
MPU0485773       ,485,77,3,-,"Contribution of services intensity to labor productivity for Transit and ground passenger transportation (NAICS 485), % Change Year Ago",,1988,A01,2020,A01
MPU0485782       ,485,78,2,2012,"Contribution of intermediate inputs intensity to labor productivity for Transit and ground passenger transportation (NAICS 485), Indexes = 100.000",,1987,A01,2020,A01
MPU0485783       ,485,78,3,-,"Contribution of intermediate inputs intensity to labor productivity for Transit and ground passenger transportation (NAICS 485), % Change Year Ago",,1988,A01,2020,A01
MPU0486012       ,486,1,2,2012,"Total factor productivity for Pipeline transportation (NAICS 486), Indexes = 100.000",4.0,1987,A01,2020,A01
MPU0486013       ,486,1,3,-,"Total factor productivity for Pipeline transportation (NAICS 486), % Change Year Ago",4.0,1988,A01,2020,A01
MPU0486032       ,486,3,2,2012,"Combined inputs for Pipeline transportation (NAICS 486), Indexes = 100.000",6.0,1987,A01,2020,A01
MPU0486033       ,486,3,3,-,"Combined inputs for Pipeline transportation (NAICS 486), % Change Year Ago",6.0,1988,A01,2020,A01
MPU0486042       ,486,4,2,2012,"Capital input for Pipeline transportation (NAICS 486), Indexes = 100.000",0.0,1987,A01,2020,A01
MPU0486043       ,486,4,3,-,"Capital input for Pipeline transportation (NAICS 486), % Change Year Ago",0.0,1988,A01,2020,A01
MPU0486052       ,486,5,2,2012,"Labor input for Pipeline transportation (NAICS 486), Indexes = 100.000",3.0,1987,A01,2020,A01
MPU0486053       ,486,5,3,-,"Labor input for Pipeline transportation (NAICS 486), % Change Year Ago",3.0,1988,A01,2020,A01
MPU0486062       ,486,6,2,2012,"Labor productivity for Pipeline transportation (NAICS 486), Indexes = 100.000",8.0,1987,A01,2020,A01
MPU0486063       ,486,6,3,-,"Labor productivity for Pipeline transportation (NAICS 486), % Change Year Ago",8.0,1988,A01,2020,A01
MPU0486072       ,486,7,2,2012,"Capital productivity for Pipeline transportation (NAICS 486), Indexes = 100.000",,1987,A01,2020,A01
MPU0486073       ,486,7,3,-,"Capital productivity for Pipeline transportation (NAICS 486), % Change Year Ago",,1988,A01,2020,A01
MPU0486082       ,486,8,2,2012,"Capital intensity for Pipeline transportation (NAICS 486), Indexes = 100.000",,1987,A01,2020,A01
MPU0486083       ,486,8,3,-,"Capital intensity for Pipeline transportation (NAICS 486), % Change Year Ago",,1988,A01,2020,A01
MPU0486152       ,486,15,2,2012,"Contribution of capital intensity to labor productivity for Pipeline transportation (NAICS 486), Indexes = 100.000",,1987,A01,2020,A01
MPU0486153       ,486,15,3,-,"Contribution of capital intensity to labor productivity for Pipeline transportation (NAICS 486), % Change Year Ago",,1988,A01,2020,A01
MPU0486162       ,486,16,2,2012,"Contribution of information processing equipment (IPE) intensity to labor productivity for Pipeline transportation (NAICS 486), Indexes = 100.000",,1987,A01,2020,A01
MPU0486163       ,486,16,3,-,"Contribution of information processing equipment (IPE) intensity to labor productivity for Pipeline transportation (NAICS 486), % Change Year Ago",,1988,A01,2020,A01
MPU0486172       ,486,17,2,2012,"Contribution of capital input excluding IPP and IPE intensity to labor productivity for Pipeline transportation (NAICS 486), Indexes = 100.000",,1987,A01,2020,A01
MPU0486173       ,486,17,3,-,"Contribution of capital input excluding IPP and IPE intensity to labor productivity for Pipeline transportation (NAICS 486), % Change Year Ago",,1988,A01,2020,A01
MPU0486182       ,486,18,2,2012,"Contribution of labor composition to labor productivity for Pipeline transportation (NAICS 486), Indexes = 100.000",,1987,A01,2020,A01
MPU0486183       ,486,18,3,-,"Contribution of labor composition to labor productivity for Pipeline transportation (NAICS 486), % Change Year Ago",,1988,A01,2020,A01
MPU0486192       ,486,19,2,2012,"Contribution of research and development (R&D) intensity to labor productivity for Pipeline transportation (NAICS 486), Indexes = 100.000",,1987,A01,2020,A01
MPU0486193       ,486,19,3,-,"Contribution of research and development (R&D) intensity to labor productivity for Pipeline transportation (NAICS 486), % Change Year Ago",,1988,A01,2020,A01
MPU0486202       ,486,20,2,2012,"Contribution of intellectual property products (IPP) excluding R&D intensity to labor productivity for Pipeline transportation (NAICS 486), Indexes = 100.000",,1987,A01,2020,A01
MPU0486203       ,486,20,3,-,"Contribution of intellectual property products (IPP) excluding R&D intensity to labor productivity for Pipeline transportation (NAICS 486), % Change Year Ago",,1988,A01,2020,A01
MPU0486512       ,486,51,2,2012,"Real sectoral output for Pipeline transportation (NAICS 486), Indexes = 100.000",,1987,A01,2020,A01
MPU0486513       ,486,51,3,-,"Real sectoral output for Pipeline transportation (NAICS 486), % Change Year Ago",,1988,A01,2020,A01
MPU0486552       ,486,55,2,2012,"Energy input for Pipeline transportation (NAICS 486), Indexes = 100.000",,1987,A01,2020,A01
MPU0486553       ,486,55,3,-,"Energy input for Pipeline transportation (NAICS 486), % Change Year Ago",,1988,A01,2020,A01
MPU0486562       ,486,56,2,2012,"Materials input for Pipeline transportation (NAICS 486), Indexes = 100.000",,1987,A01,2020,A01
MPU0486563       ,486,56,3,-,"Materials input for Pipeline transportation (NAICS 486), % Change Year Ago",,1988,A01,2020,A01
MPU0486572       ,486,57,2,2012,"Services Input for Pipeline transportation (NAICS 486), Indexes = 100.000",,1987,A01,2020,A01
MPU0486573       ,486,57,3,-,"Services Input for Pipeline transportation (NAICS 486), % Change Year Ago",,1988,A01,2020,A01
MPU0486611       ,486,61,1,-,"Sectoral output, billions of current dollars for Pipeline transportation (NAICS 486), Levels",,1987,A01,2020,A01
MPU0486621       ,486,62,1,-,"Capital costs, billions of current dollars for Pipeline transportation (NAICS 486), Levels",,1987,A01,2020,A01
MPU0486631       ,486,63,1,-,"Labor costs, billions of current dollars for Pipeline transportation (NAICS 486), Levels",,1987,A01,2020,A01
MPU0486641       ,486,64,1,-,"Energy costs, billions of current dollars for Pipeline transportation (NAICS 486), Levels",,1987,A01,2020,A01
MPU0486651       ,486,65,1,-,"Materials costs, billions of current dollars for Pipeline transportation (NAICS 486), Levels",,1987,A01,2020,A01
MPU0486661       ,486,66,1,-,"Services costs, billions of current dollars for Pipeline transportation (NAICS 486), Levels",,1987,A01,2020,A01
MPU0486671       ,486,67,1,-,"Capital share for Pipeline transportation (NAICS 486), Levels",,1987,A01,2020,A01
MPU0486681       ,486,68,1,-,"Labor share for Pipeline transportation (NAICS 486), Levels",,1987,A01,2020,A01
MPU0486691       ,486,69,1,-,"Energy share for Pipeline transportation (NAICS 486), Levels",,1987,A01,2020,A01
MPU0486701       ,486,70,1,-,"Materials share for Pipeline transportation (NAICS 486), Levels",,1987,A01,2020,A01
MPU0486711       ,486,71,1,-,"Services share for Pipeline transportation (NAICS 486), Levels",,1987,A01,2020,A01
MPU0486742       ,486,74,2,2012,"Contribution of energy intensity to labor productivity for Pipeline transportation (NAICS 486), Indexes = 100.000",,1987,A01,2020,A01
MPU0486743       ,486,74,3,-,"Contribution of energy intensity to labor productivity for Pipeline transportation (NAICS 486), % Change Year Ago",,1988,A01,2020,A01
MPU0486762       ,486,76,2,2012,"Contribution of materials intensity to labor productivity for Pipeline transportation (NAICS 486), Indexes = 100.000",,1987,A01,2020,A01
MPU0486763       ,486,76,3,-,"Contribution of materials intensity to labor productivity for Pipeline transportation (NAICS 486), % Change Year Ago",,1988,A01,2020,A01
MPU0486772       ,486,77,2,2012,"Contribution of services intensity to labor productivity for Pipeline transportation (NAICS 486), Indexes = 100.000",,1987,A01,2020,A01
MPU0486773       ,486,77,3,-,"Contribution of services intensity to labor productivity for Pipeline transportation (NAICS 486), % Change Year Ago",,1988,A01,2020,A01
MPU0486782       ,486,78,2,2012,"Contribution of intermediate inputs intensity to labor productivity for Pipeline transportation (NAICS 486), Indexes = 100.000",,1987,A01,2020,A01
MPU0486783       ,486,78,3,-,"Contribution of intermediate inputs intensity to labor productivity for Pipeline transportation (NAICS 486), % Change Year Ago",,1988,A01,2020,A01
MPU0487012       ,487,1,2,2012,"Total factor productivity for Other transportation and support activities (NAICS 487,488,492), Indexes = 100.000",4.0,1987,A01,2020,A01
MPU0487013       ,487,1,3,-,"Total factor productivity for Other transportation and support activities (NAICS 487,488,492), % Change Year Ago",4.0,1988,A01,2020,A01
MPU0487032       ,487,3,2,2012,"Combined inputs for Other transportation and support activities (NAICS 487,488,492), Indexes = 100.000",6.0,1987,A01,2020,A01
MPU0487033       ,487,3,3,-,"Combined inputs for Other transportation and support activities (NAICS 487,488,492), % Change Year Ago",6.0,1988,A01,2020,A01
MPU0487042       ,487,4,2,2012,"Capital input for Other transportation and support activities (NAICS 487,488,492), Indexes = 100.000",0.0,1987,A01,2020,A01
MPU0487043       ,487,4,3,-,"Capital input for Other transportation and support activities (NAICS 487,488,492), % Change Year Ago",0.0,1988,A01,2020,A01
MPU0487052       ,487,5,2,2012,"Labor input for Other transportation and support activities (NAICS 487,488,492), Indexes = 100.000",3.0,1987,A01,2020,A01
MPU0487053       ,487,5,3,-,"Labor input for Other transportation and support activities (NAICS 487,488,492), % Change Year Ago",3.0,1988,A01,2020,A01
MPU0487062       ,487,6,2,2012,"Labor productivity for Other transportation and support activities (NAICS 487,488,492), Indexes = 100.000",8.0,1987,A01,2020,A01
MPU0487063       ,487,6,3,-,"Labor productivity for Other transportation and support activities (NAICS 487,488,492), % Change Year Ago",8.0,1988,A01,2020,A01
MPU0487072       ,487,7,2,2012,"Capital productivity for Other transportation and support activities (NAICS 487,488,492), Indexes = 100.000",,1987,A01,2020,A01
MPU0487073       ,487,7,3,-,"Capital productivity for Other transportation and support activities (NAICS 487,488,492), % Change Year Ago",,1988,A01,2020,A01
MPU0487082       ,487,8,2,2012,"Capital intensity for Other transportation and support activities (NAICS 487,488,492), Indexes = 100.000",,1987,A01,2020,A01
MPU0487083       ,487,8,3,-,"Capital intensity for Other transportation and support activities (NAICS 487,488,492), % Change Year Ago",,1988,A01,2020,A01
MPU0487152       ,487,15,2,2012,"Contribution of capital intensity to labor productivity for Other transportation and support activities (NAICS 487,488,492), Indexes = 100.000",,1987,A01,2020,A01
MPU0487153       ,487,15,3,-,"Contribution of capital intensity to labor productivity for Other transportation and support activities (NAICS 487,488,492), % Change Year Ago",,1988,A01,2020,A01
MPU0487162       ,487,16,2,2012,"Contribution of information processing equipment (IPE) intensity to labor productivity for Other transportation and support activities (NAICS 487,488,492), Indexes = 100.000",,1987,A01,2020,A01
MPU0487163       ,487,16,3,-,"Contribution of information processing equipment (IPE) intensity to labor productivity for Other transportation and support activities (NAICS 487,488,492), % Change Year Ago",,1988,A01,2020,A01
MPU0487172       ,487,17,2,2012,"Contribution of capital input excluding IPP and IPE intensity to labor productivity for Other transportation and support activities (NAICS 487,488,492), Indexes = 100.000",,1987,A01,2020,A01
MPU0487173       ,487,17,3,-,"Contribution of capital input excluding IPP and IPE intensity to labor productivity for Other transportation and support activities (NAICS 487,488,492), % Change Year Ago",,1988,A01,2020,A01
MPU0487182       ,487,18,2,2012,"Contribution of labor composition to labor productivity for Other transportation and support activities (NAICS 487,488,492), Indexes = 100.000",,1987,A01,2020,A01
MPU0487183       ,487,18,3,-,"Contribution of labor composition to labor productivity for Other transportation and support activities (NAICS 487,488,492), % Change Year Ago",,1988,A01,2020,A01
MPU0487192       ,487,19,2,2012,"Contribution of research and development (R&D) intensity to labor productivity for Other transportation and support activities (NAICS 487,488,492), Indexes = 100.000",,1987,A01,2020,A01
MPU0487193       ,487,19,3,-,"Contribution of research and development (R&D) intensity to labor productivity for Other transportation and support activities (NAICS 487,488,492), % Change Year Ago",,1988,A01,2020,A01
