Record Date,Parent ID,Classification ID,Classification Description,Current Month Receipt or Outlay Amount,Current FYTD Receipt or Outlay Amount,Prior FYTD Receipt or Outlay Amount,Table Number,Source Line Number,Print Order Sequence Number,Line Code Number,Data Type Code,Record Type Code,Sequence Level Number,Sequence Number Code,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
"2020-07-31","42659239","42659252","Income Security","164486740091.16","1105658951095.75","445863868805.50","9","26","26","260","D","F","2","2.13","2020","4","2020","3","07","31"
"2020-07-31","42659239","42659253","Social Security","91892698667.02","911562849970.40","867941730537.29","9","27","27","270","D","F","2","2.14","2020","4","2020","3","07","31"
"2020-07-31","42659239","42659254","Veterans Benefits and Services","27195493997.61","187993601989.27","165970163169.16","9","28","28","280","D","F","2","2.15","2020","4","2020","3","07","31"
"2020-07-31","42659239","42659255","Administration of Justice","5430828547.00","59229215586.58","54806776701.52","9","29","29","290","D","F","2","2.16","2020","4","2020","3","07","31"
"2020-07-31","42659239","42659256","General Government","-73083948.21","164105780201.55","14625828321.45","9","30","30","300","D","F","2","2.17","2020","4","2020","3","07","31"
"2020-07-31","42659239","42659257","Net Interest","29647871759.21","309415443288.70","343437324364.01","9","31","31","320","D","F","2","2.18","2020","4","2020","3","07","31"
"2020-07-31","42659239","42659259","Undistributed Offsetting Receipts","-6845373494.61","-89038142842.82","-85006262225.88","9","32","32","330","D","F","2","2.19","2020","4","2020","3","07","31"
"2020-07-31","42659239","42659260","Total","626487389535.23","5630858928146.01","3727013811063.45","9","33","33","340","T","SL","2","2.20","2020","4","2020","3","07","31"
"2020-06-30","null","42250712","Receipts","null","null","null","9","1","1","10","S","SL","1","1","2020","3","2020","2","06","30"
"2020-06-30","42250712","42250713","Individual Income Taxes","92115922736.31","984592828864.55","1301476765259.89","9","2","2","20","D","RSG","2","1.1","2020","3","2020","2","06","30"
"2020-06-30","42250712","42250714","Corporation Income Taxes","5706996531.80","92106175672.48","164355228090.26","9","3","3","30","D","RSG","2","1.2","2020","3","2020","2","06","30"
"2020-06-30","42250712","42250715","Social Insurance and Retirement Receipts:","null","null","null","9","4","4","40","S","RSG","2","1.3","2020","3","2020","2","06","30"
"2020-06-30","42250715","42250716","Employment and General Retirement","124008534923.51","958251788844.33","912986649509.97","9","5","5","50","D","RSG","3","1.3.1","2020","3","2020","2","06","30"
"2020-06-30","42250715","42250717","Unemployment Insurance","1779927647.30","33758627769.42","33257974063.38","9","6","6","60","D","RSG","3","1.3.2","2020","3","2020","2","06","30"
"2020-06-30","42250715","42250718","Other Retirement","470646720.60","3928506749.30","3542539347.70","9","7","7","70","D","RSG","3","1.3.3","2020","3","2020","2","06","30"
"2020-06-30","42250712","42250719","Excise Taxes","3678334824.13","46706508726.45","71194766284.95","9","8","8","80","D","RSG","2","1.4","2020","3","2020","2","06","30"
"2020-06-30","42250712","42250720","Estate and Gift Taxes","630066486.77","11167688278.38","12435137304.81","9","9","9","90","D","RSG","2","1.5","2020","3","2020","2","06","30"
"2020-06-30","42250712","42250721","Customs Duties","4480241632.31","51591954809.30","50471671335.86","9","10","10","100","D","RSG","2","1.6","2020","3","2020","2","06","30"
"2020-06-30","42250712","42250722","Miscellaneous Receipts","7957996849.98","77964637946.61","59133956872.80","9","11","11","110","D","RSG","2","1.7","2020","3","2020","2","06","30"
"2020-06-30","42250712","42250723","Total","240828668352.71","2260068717660.82","2608854688069.62","9","12","12","120","T","SL","2","1.8","2020","3","2020","2","06","30"
"2020-06-30","null","42250724","Net Outlays","null","null","null","9","13","13","130","S","SL","1","2","2020","3","2020","2","06","30"
"2020-06-30","42250724","42250725","National Defense","58075457045.02","543477779570.26","512542574865.59","9","14","14","140","D","F","2","2.1","2020","3","2020","2","06","30"
"2020-06-30","42250724","42250726","International Affairs","3642204061.66","52535759578.73","41061663588.05","9","15","15","150","D","F","2","2.2","2020","3","2020","2","06","30"
"2020-06-30","42250724","42250727","General Science, Space, and Technology","3027979805.43","25064159038.44","23483190750.74","9","16","16","160","D","F","2","2.3","2020","3","2020","2","06","30"
"2020-06-30","42250724","42250728","Energy","1358668430.93","5227338968.19","2326607632.04","9","17","17","170","D","F","2","2.4","2020","3","2020","2","06","30"
"2020-06-30","42250724","42250729","Natural Resources and Environment","3541860946.05","30868526278.28","26195508413.79","9","18","18","180","D","F","2","2.5","2020","3","2020","2","06","30"
"2020-06-30","42250724","42250730","Agriculture","6246357019.12","37873525133.39","31303128370.30","9","19","19","190","D","F","2","2.6","2020","3","2020","2","06","30"
"2020-06-30","42250724","42250731","Commerce and Housing Credit","494321252950.67","527975296086.58","-26919585513.62","9","20","20","200","D","F","2","2.7","2020","3","2020","2","06","30"
"2020-06-30","42250724","42250732","Transportation","16920502800.21","101915011211.83","66580516784.03","9","21","21","210","D","F","2","2.8","2020","3","2020","2","06","30"
"2020-06-30","42250724","42250733","Community and Regional Development","12714972119.71","38402073812.47","22485483529.96","9","22","22","220","D","F","2","2.9","2020","3","2020","2","06","30"
"2020-06-30","42250724","42250734","Education, Training, Employment, and Social Services","80751211891.84","160708261028.09","110058689374.81","9","23","23","230","D","F","2","2.10","2020","3","2020","2","06","30"
"2020-06-30","42250724","42250735","Health","70763977953.72","550071194233.64","431931811829.55","9","24","24","240","D","F","2","2.11","2020","3","2020","2","06","30"
"2020-06-30","42250724","42250736","Medicare","61079468381.76","593060090000.63","484757294347.96","9","25","25","250","D","F","2","2.12","2020","3","2020","2","06","30"
"2020-06-30","42250724","42250737","Income Security","155632656462.52","941172203832.59","408013763507.74","9","26","26","260","D","F","2","2.13","2020","3","2020","2","06","30"
"2020-06-30","42250724","42250738","Social Security","96781809742.20","819670151303.38","780018833741.69","9","27","27","270","D","F","2","2.14","2020","3","2020","2","06","30"
"2020-06-30","42250724","42250739","Veterans Benefits and Services","17683229009.96","160798107991.66","149278487114.93","9","28","28","280","D","F","2","2.15","2020","3","2020","2","06","30"
"2020-06-30","42250724","42250740","Administration of Justice","7080979442.05","53798387039.58","47986800759.34","9","29","29","290","D","F","2","2.16","2020","3","2020","2","06","30"
"2020-06-30","42250724","42250741","General Government","4879660695.58","164178871321.76","13882514676.35","9","30","30","300","D","F","2","2.17","2020","3","2020","2","06","30"
"2020-06-30","42250724","42250742","Net Interest","18548202957.10","279767571529.49","308484783516.70","9","31","31","320","D","F","2","2.18","2020","3","2020","2","06","30"
"2020-06-30","42250724","42250744","Undistributed Offsetting Receipts","-8147714871.11","-82192769348.21","-77501512247.26","9","32","32","330","D","F","2","2.19","2020","3","2020","2","06","30"
"2020-06-30","42250724","42250745","Total","1104902736844.42","5004371538610.78","3355970555042.69","9","33","33","340","T","SL","2","2.20","2020","3","2020","2","06","30"
"2020-05-31","null","41818929","Receipts","null","null","null","9","1","1","10","S","SL","1","1","2020","3","2020","2","05","31"
"2020-05-31","41818929","41818930","Individual Income Taxes","47759907050.62","892476906128.24","1160328191816.76","9","2","2","20","D","RSG","2","1.1","2020","3","2020","2","05","31"
"2020-05-31","41818929","41818931","Corporation Income Taxes","-1795033697.74","86399179140.68","113086334152.84","9","3","3","30","D","RSG","2","1.2","2020","3","2020","2","05","31"
"2020-05-31","41818929","41818932","Social Insurance and Retirement Receipts:","null","null","null","9","4","4","40","S","RSG","2","1.3","2020","3","2020","2","05","31"
"2020-05-31","41818932","41818933","Employment and General Retirement","99529390565.83","834243253920.82","792874688020.39","9","5","5","50","D","RSG","3","1.3.1","2020","3","2020","2","05","31"
"2020-05-31","41818932","41818934","Unemployment Insurance","11720358305.27","31978700122.12","33008540638.50","9","6","6","60","D","RSG","3","1.3.2","2020","3","2020","2","05","31"
"2020-05-31","41818932","41818935","Other Retirement","505237961.23","3457860028.70","3157895574.82","9","7","7","70","D","RSG","3","1.3.3","2020","3","2020","2","05","31"
"2020-05-31","41818929","41818936","Excise Taxes","2700572415.86","43028173902.32","64084652882.79","9","8","8","80","D","RSG","2","1.4","2020","3","2020","2","05","31"
"2020-05-31","41818929","41818937","Estate and Gift Taxes","735734582.15","10537621791.61","11347779511.87","9","9","9","90","D","RSG","2","1.5","2020","3","2020","2","05","31"
"2020-05-31","41818929","41818938","Customs Duties","3832899414.36","47111713176.99","44865678659.57","9","10","10","100","D","RSG","2","1.6","2020","3","2020","2","05","31"
"2020-05-31","41818929","41818939","Miscellaneous Receipts","8871490340.99","70006641096.63","52148594298.32","9","11","11","110","D","RSG","2","1.7","2020","3","2020","2","05","31"
"2020-05-31","41818929","41818940","Total","173860556938.57","2019240049308.11","2274902355555.86","9","12","12","120","T","SL","2","1.8","2020","3","2020","2","05","31"
"2020-05-31","null","41818941","Net Outlays","null","null","null","9","13","13","130","S","SL","1","2","2020","3","2020","2","05","31"
"2020-05-31","41818941","41818942","National Defense","61084109566.63","485402322525.24","461515268596.35","9","14","14","140","D","F","2","2.1","2020","3","2020","2","05","31"
"2020-05-31","41818941","41818943","International Affairs","4487680818.66","48893555517.07","36407020627.68","9","15","15","150","D","F","2","2.2","2020","3","2020","2","05","31"
"2020-05-31","41818941","41818944","General Science, Space, and Technology","2820449898.04","22036179233.01","20871570301.30","9","16","16","160","D","F","2","2.3","2020","3","2020","2","05","31"
"2020-05-31","41818941","41818945","Energy","35627085.87","3868670537.26","1288689278.10","9","17","17","170","D","F","2","2.4","2020","3","2020","2","05","31"
"2020-05-31","41818941","41818946","Natural Resources and Environment","2931900406.04","27326665332.23","23316283106.78","9","18","18","180","D","F","2","2.5","2020","3","2020","2","05","31"
"2020-05-31","41818941","41818947","Agriculture","598503461.76","31627168114.27","31110873939.52","9","19","19","190","D","F","2","2.6","2020","3","2020","2","05","31"
"2020-05-31","41818941","41818948","Commerce and Housing Credit","10789731737.00","33654043135.91","-23803325196.57","9","20","20","200","D","F","2","2.7","2020","3","2020","2","05","31"
"2020-05-31","41818941","41818949","Transportation","16191337947.05","84994508411.62","57101416038.37","9","21","21","210","D","F","2","2.8","2020","3","2020","2","05","31"
"2020-05-31","41818941","41818950","Community and Regional Development","8308830345.10","25687101692.76","20686515938.60","9","22","22","220","D","F","2","2.9","2020","3","2020","2","05","31"
"2020-05-31","41818941","41818951","Education, Training, Employment, and Social Services","10866771397.72","79972095006.25","73682603217.16","9","23","23","230","D","F","2","2.10","2020","3","2020","2","05","31"
"2020-05-31","41818941","41818952","Health","79120523722.16","479307216279.92","383590152738.73","9","24","24","240","D","F","2","2.11","2020","3","2020","2","05","31"
"2020-05-31","41818941","41818953","Medicare","49955159595.10","531980621618.87","462606448129.68","9","25","25","250","D","F","2","2.12","2020","3","2020","2","05","31"
"2020-05-31","41818941","41818954","Income Security","184437721589.54","785539547370.07","384498565645.98","9","26","26","260","D","F","2","2.13","2020","3","2020","2","05","31"
"2020-05-31","41818941","41818955","Social Security","92021801042.37","722888341561.18","687097594343.15","9","27","27","270","D","F","2","2.14","2020","3","2020","2","05","31"
"2020-05-31","41818941","41818956","Veterans Benefits and Services","19500618826.42","143114878981.70","141219058494.03","9","28","28","280","D","F","2","2.15","2020","3","2020","2","05","31"
"2020-05-31","41818941","41818957","Administration of Justice","5182370571.62","46717407597.53","43234267774.10","9","29","29","290","D","F","2","2.16","2020","3","2020","2","05","31"
"2020-05-31","41818941","41818958","General Government","5940904298.33","159351710626.18","11326819361.40","9","30","30","300","D","F","2","2.17","2020","3","2020","2","05","31"
"2020-05-31","41818941","41818959","Net Interest","25808911756.46","261219368572.39","268828802386.20","9","31","31","320","D","F","2","2.18","2020","3","2020","2","05","31"
"2020-05-31","41818941","41818961","Undistributed Offsetting Receipts","-7400983467.62","-74045054477.10","-71037799077.64","9","32","32","330","D","F","2","2.19","2020","3","2020","2","05","31"
"2020-05-31","41818941","41818962","Total","572681970598.25","3899536347636.36","3013540825642.92","9","33","33","340","T","SL","2","2.20","2020","3","2020","2","05","31"
"2020-04-30","null","41384488","Receipts","null","null","null","9","1","1","10","S","SL","1","1","2020","3","2020","2","04","30"
"2020-04-30","41384488","41384489","Individual Income Taxes","75256925492.02","844716999077.62","1056636573511.09","9","2","2","20","D","RSG","2","1.1","2020","3","2020","2","04","30"
"2020-04-30","41384488","41384490","Corporation Income Taxes","3940391140.38","88194212838.42","112675501163.60","9","3","3","30","D","RSG","2","1.2","2020","3","2020","2","04","30"
"2020-04-30","41384488","41384491","Social Insurance and Retirement Receipts:","null","null","null","9","4","4","40","S","RSG","2","1.3","2020","3","2020","2","04","30"
"2020-04-30","41384491","41384492","Employment and General Retirement","129981801379.47","734713863354.99","697813383515.47","9","5","5","50","D","RSG","3","1.3.1","2020","3","2020","2","04","30"
"2020-04-30","41384491","41384493","Unemployment Insurance","9063162135.88","20258341816.85","21455930856.05","9","6","6","60","D","RSG","3","1.3.2","2020","3","2020","2","04","30"
"2020-04-30","41384491","41384494","Other Retirement","401969683.34","2952622067.47","2690014697.94","9","7","7","70","D","RSG","3","1.3.3","2020","3","2020","2","04","30"
"2020-04-30","41384488","41384495","Excise Taxes","353458811.95","40327601486.46","56492041356.94","9","8","8","80","D","RSG","2","1.4","2020","3","2020","2","04","30"
"2020-04-30","41384488","41384496","Estate and Gift Taxes","12990064.74","9801887209.46","10559927633.55","9","9","9","90","D","RSG","2","1.5","2020","3","2020","2","04","30"
"2020-04-30","41384488","41384497","Customs Duties","4113560502.16","43278813762.63","39931461491.54","9","10","10","100","D","RSG","2","1.6","2020","3","2020","2","04","30"
"2020-04-30","41384488","41384498","Miscellaneous Receipts","18738749105.98","61135150755.64","44583023305.91","9","11","11","110","D","RSG","2","1.7","2020","3","2020","2","04","30"
"2020-04-30","41384488","41384499","Total","241863008315.92","1845379492369.54","2042837857532.09","9","12","12","120","T","SL","2","1.8","2020","3","2020","2","04","30"
"2020-04-30","null","41384500","Net Outlays","null","null","null","9","13","13","130","S","SL","1","2","2020","3","2020","2","04","30"
"2020-04-30","41384500","41384501","National Defense","58092233873.50","424318212958.61","396812865977.03","9","14","14","140","D","F","2","2.1","2020","3","2020","2","04","30"
"2020-04-30","41384500","41384502","International Affairs","15387783520.30","44405874698.41","25648443636.78","9","15","15","150","D","F","2","2.2","2020","3","2020","2","04","30"
"2020-04-30","41384500","41384503","General Science, Space, and Technology","2527117522.61","19215729334.97","18079775480.43","9","16","16","160","D","F","2","2.3","2020","3","2020","2","04","30"
"2020-04-30","41384500","41384504","Energy","487928023.04","3833043451.39","832990761.25","9","17","17","170","D","F","2","2.4","2020","3","2020","2","04","30"
"2020-04-30","41384500","41384505","Natural Resources and Environment","3014191254.41","24394764926.19","20555041274.12","9","18","18","180","D","F","2","2.5","2020","3","2020","2","04","30"
"2020-04-30","41384500","41384506","Agriculture","182165197.31","31028664652.51","30688137058.15","9","19","19","190","D","F","2","2.6","2020","3","2020","2","04","30"
"2020-04-30","41384500","41384507","Commerce and Housing Credit","15544151431.24","22864311398.91","-11901261145.84","9","20","20","200","D","F","2","2.7","2020","3","2020","2","04","30"
"2020-04-30","41384500","41384508","Transportation","21623961887.98","68803170464.57","49195350446.40","9","21","21","210","D","F","2","2.8","2020","3","2020","2","04","30"
"2020-04-30","41384500","41384509","Community and Regional Development","3578337238.02","17343375976.79","18211227059.35","9","22","22","220","D","F","2","2.9","2020","3","2020","2","04","30"
"2020-04-30","41384500","41384510","Education, Training, Employment, and Social Services","9058877015.80","69105323608.53","65759287571.52","9","23","23","230","D","F","2","2.10","2020","3","2020","2","04","30"
"2020-04-30","41384500","41384511","Health","99781690877.46","400186692557.76","334239143579.69","9","24","24","240","D","F","2","2.11","2020","3","2020","2","04","30"
"2020-04-30","41384500","41384512","Medicare","152292336670.13","482025462023.77","364395736938.46","9","25","25","250","D","F","2","2.12","2020","3","2020","2","04","30"
"2020-04-30","41384500","41384513","Income Security","307227628967.70","601101825780.53","336161811945.16","9","26","26","260","D","F","2","2.13","2020","3","2020","2","04","30"
"2020-04-30","41384500","41384514","Social Security","91756020327.50","630866540518.81","599416135460.85","9","27","27","270","D","F","2","2.14","2020","3","2020","2","04","30"
"2020-04-30","41384500","41384515","Veterans Benefits and Services","18648961230.57","123614260155.28","113903768933.65","9","28","28","280","D","F","2","2.15","2020","3","2020","2","04","30"
"2020-04-30","41384500","41384516","Administration of Justice","6689048180.71","41535037025.91","38065189228.03","9","29","29","290","D","F","2","2.16","2020","3","2020","2","04","30"
"2020-04-30","41384500","41384517","General Government","144883181601.28","153273740204.27","8969261738.86","9","30","30","300","D","F","2","2.17","2020","3","2020","2","04","30"
"2020-04-30","41384500","41384518","Net Interest","35935955094.58","235410858976.36","228298933742.71","9","31","31","320","D","F","2","2.18","2020","3","2020","2","04","30"
"2020-04-30","41384500","41384520","Undistributed Offsetting Receipts","-6997940518.57","-66644071009.48","-63623904414.28","9","32","32","330","D","F","2","2.19","2020","3","2020","2","04","30"
"2020-04-30","41384500","41384521","Total","979713629395.57","3326682817704.09","2573707935272.32","9","33","33","340","T","SL","2","2.20","2020","3","2020","2","04","30"
"2020-03-31","null","40852887","Receipts","null","null","null","9","1","1","10","S","SL","1","1","2020","2","2020","1","03","31"
"2020-03-31","40852887","40852888","Individual Income Taxes","98315617516.33","769460073585.60","723827819679.93","9","2","2","20","D","RSG","2","1.1","2020","2","2020","1","03","31"
"2020-03-31","40852887","40852889","Corporation Income Taxes","10389710968.14","84253821698.04","67987356337.26","9","3","3","30","D","RSG","2","1.2","2020","2","2020","1","03","31"
"2020-03-31","40852887","40852890","Social Insurance and Retirement Receipts:","null","null","null","9","4","4","40","S","RSG","2","1.3","2020","2","2020","1","03","31"
"2020-03-31","40852890","40852891","Employment and General Retirement","107164855666.26","604732061975.52","572901671500.52","9","5","5","50","D","RSG","3","1.3.1","2020","2","2020","1","03","31"
"2020-03-31","40852890","40852892","Unemployment Insurance","296026483.84","11195179680.97","11617035242.85","9","6","6","60","D","RSG","3","1.3.2","2020","2","2020","1","03","31"
"2020-03-31","40852890","40852893","Other Retirement","404994603.68","2550652384.13","2311557638.72","9","7","7","70","D","RSG","3","1.3.3","2020","2","2020","1","03","31"
"2020-03-31","40852887","40852894","Excise Taxes","6414800981.76","39974142674.51","49399123545.21","9","8","8","80","D","RSG","2","1.4","2020","2","2020","1","03","31"
"2020-03-31","40852887","40852895","Estate and Gift Taxes","1216903601.53","9788897144.72","8290332285.42","9","9","9","90","D","RSG","2","1.5","2020","2","2020","1","03","31"
"2020-03-31","40852887","40852896","Customs Duties","4814749992.11","39165253260.47","34694019187.85","9","10","10","100","D","RSG","2","1.6","2020","2","2020","1","03","31"
"2020-03-31","40852887","40852897","Miscellaneous Receipts","7748571718.15","42396401649.66","36264411738.74","9","11","11","110","D","RSG","2","1.7","2020","2","2020","1","03","31"
"2020-03-31","40852887","40852898","Total","236766231531.80","1603516484053.62","1507293327156.50","9","12","12","120","T","SL","2","1.8","2020","2","2020","1","03","31"
"2020-03-31","null","40852899","Net Outlays","null","null","null","9","13","13","130","S","SL","1","2","2020","2","2020","1","03","31"
"2020-03-31","40852899","40852900","National Defense","61607236500.31","366225979085.11","341963588933.46","9","14","14","140","D","F","2","2.1","2020","2","2020","1","03","31"
"2020-03-31","40852899","40852901","International Affairs","8248645528.27","29018091178.11","21420821194.40","9","15","15","150","D","F","2","2.2","2020","2","2020","1","03","31"
"2020-03-31","40852899","40852902","General Science, Space, and Technology","2781989853.82","16688611812.36","15604924490.69","9","16","16","160","D","F","2","2.3","2020","2","2020","1","03","31"
"2020-03-31","40852899","40852903","Energy","1258591091.64","3345115428.35","316823174.44","9","17","17","170","D","F","2","2.4","2020","2","2020","1","03","31"
"2020-03-31","40852899","40852904","Natural Resources and Environment","3705360394.18","21380573671.78","18049850235.97","9","18","18","180","D","F","2","2.5","2020","2","2020","1","03","31"
"2020-03-31","40852899","40852905","Agriculture","1325960529.27","30846499455.20","30044138921.40","9","19","19","190","D","F","2","2.6","2020","2","2020","1","03","31"
"2020-03-31","40852899","40852906","Commerce and Housing Credit","-3563755586.74","7320159967.67","-11788143307.13","9","20","20","200","D","F","2","2.7","2020","2","2020","1","03","31"
"2020-03-31","40852899","40852907","Transportation","7175229895.96","47179208576.59","42954065871.56","9","21","21","210","D","F","2","2.8","2020","2","2020","1","03","31"
"2020-03-31","40852899","40852908","Community and Regional Development","3169148947.35","13901584817.87","15912839915.59","9","22","22","220","D","F","2","2.9","2020","2","2020","1","03","31"
"2020-03-31","40852899","40852909","Education, Training, Employment, and Social Services","9606524418.33","60046446592.73","56280813840.64","9","23","23","230","D","F","2","2.10","2020","2","2020","1","03","31"
"2020-03-31","40852899","40852910","Health","50047804170.73","300405001680.30","285496887834.70","9","24","24","240","D","F","2","2.11","2020","2","2020","1","03","31"
"2020-03-31","40852899","40852911","Medicare","25131219864.83","329733125353.64","309478894972.61","9","25","25","250","D","F","2","2.12","2020","2","2020","1","03","31"
"2020-03-31","40852899","40852912","Income Security","46532922476.19","293874196812.83","289949299064.74","9","26","26","260","D","F","2","2.13","2020","2","2020","1","03","31"
"2020-03-31","40852899","40852913","Social Security","91484997811.96","539110520191.31","511952025377.14","9","27","27","270","D","F","2","2.14","2020","2","2020","1","03","31"
"2020-03-31","40852899","40852914","Veterans Benefits and Services","7184862938.43","104965298924.71","96793468815.87","9","28","28","280","D","F","2","2.15","2020","2","2020","1","03","31"
"2020-03-31","40852899","40852915","Administration of Justice","6012958824.80","34845988845.20","32680225235.31","9","29","29","290","D","F","2","2.16","2020","2","2020","1","03","31"
"2020-03-31","40852899","40852916","General Government","3792859956.02","8390558812.19","7845189387.48","9","30","30","300","D","F","2","2.17","2020","2","2020","1","03","31"
"2020-03-31","40852899","40852917","Net Interest","37780224460.06","199475690605.79","190291632134.85","9","31","31","320","D","F","2","2.18","2020","2","2020","1","03","31"
"2020-03-31","40852899","40852919","Undistributed Offsetting Receipts","-7391385825.59","-59646130490.91","-56779785661.05","9","32","32","330","D","F","2","2.19","2020","2","2020","1","03","31"
"2020-03-31","40852899","40852920","Total","355891396249.82","2347106521320.83","2198467560432.67","9","33","33","340","T","SL","2","2.20","2020","2","2020","1","03","31"
"2020-02-29","null","40472265","Receipts","null","null","null","9","1","1","10","S","SL","1","1","2020","2","2020","1","02","29"
"2020-02-29","40472265","40472266","Individual Income Taxes","69626288725.69","671144456069.27","626591734220.43","9","2","2","20","D","RSG","2","1.1","2020","2","2020","1","02","29"
"2020-02-29","40472265","40472267","Corporation Income Taxes","-2041301783.06","73864110729.90","59194253468.41","9","3","3","30","D","RSG","2","1.2","2020","2","2020","1","02","29"
"2020-02-29","40472265","40472268","Social Insurance and Retirement Receipts:","null","null","null","9","4","4","40","S","RSG","2","1.3","2020","2","2020","1","02","29"
"2020-02-29","40472268","40472269","Employment and General Retirement","97238987286.52","497567206309.26","471111032389.64","9","5","5","50","D","RSG","3","1.3.1","2020","2","2020","1","02","29"
"2020-02-29","40472268","40472270","Unemployment Insurance","2279302563.28","10899153197.13","11342440975.75","9","6","6","60","D","RSG","3","1.3.2","2020","2","2020","1","02","29"
"2020-02-29","40472268","40472271","Other Retirement","400113144.06","2145657780.45","1952364890.56","9","7","7","70","D","RSG","3","1.3.3","2020","2","2020","1","02","29"
"2020-02-29","40472265","40472272","Excise Taxes","6684551175.55","33559341692.75","41557689577.92","9","8","8","80","D","RSG","2","1.4","2020","2","2020","1","02","29"
"2020-02-29","40472265","40472273","Estate and Gift Taxes","1584326830.71","8571993543.19","7355163440.53","9","9","9","90","D","RSG","2","1.5","2020","2","2020","1","02","29"
"2020-02-29","40472265","40472274","Customs Duties","6286242573.35","34350503268.36","29531344976.60","9","10","10","100","D","RSG","2","1.6","2020","2","2020","1","02","29"
"2020-02-29","40472265","40472275","Miscellaneous Receipts","5892029133.95","34647829931.51","29846072727.70","9","11","11","110","D","RSG","2","1.7","2020","2","2020","1","02","29"
"2020-02-29","40472265","40472276","Total","187950539650.05","1366750252521.82","1278482096667.54","9","12","12","120","T","SL","2","1.8","2020","2","2020","1","02","29"
"2020-02-29","null","40472277","Net Outlays","null","null","null","9","13","13","130","S","SL","1","2","2020","2","2020","1","02","29"
"2020-02-29","40472277","40472278","National Defense","54846154255.83","304618742584.80","283860300760.28","9","14","14","140","D","F","2","2.1","2020","2","2020","1","02","29"
"2020-02-29","40472277","40472279","International Affairs","3786740435.27","20769445649.84","18689327909.68","9","15","15","150","D","F","2","2.2","2020","2","2020","1","02","29"
"2020-02-29","40472277","40472280","General Science, Space, and Technology","2389036384.07","13906621958.54","13223692757.44","9","16","16","160","D","F","2","2.3","2020","2","2020","1","02","29"
"2020-02-29","40472277","40472281","Energy","342441721.19","2086524336.71","-18134167.44","9","17","17","170","D","F","2","2.4","2020","2","2020","1","02","29"
"2020-02-29","40472277","40472282","Natural Resources and Environment","3018553873.24","17675257220.59","15238051831.81","9","18","18","180","D","F","2","2.5","2020","2","2020","1","02","29"
"2020-02-29","40472277","40472283","Agriculture","4495683055.68","29520538925.93","28792577410.10","9","19","19","190","D","F","2","2.6","2020","2","2020","1","02","29"
"2020-02-29","40472277","40472284","Commerce and Housing Credit","1015141323.62","10883915554.41","-3120851394.88","9","20","20","200","D","F","2","2.7","2020","2","2020","1","02","29"
"2020-02-29","40472277","40472285","Transportation","8376901081.49","40003978680.63","36809408597.07","9","21","21","210","D","F","2","2.8","2020","2","2020","1","02","29"
"2020-02-29","40472277","40472286","Community and Regional Development","1747534756.90","10788892246.42","13177739950.60","9","22","22","220","D","F","2","2.9","2020","2","2020","1","02","29"
"2020-02-29","40472277","40472287","Education, Training, Employment, and Social Services","12904601138.85","50439922174.40","47141257790.65","9","23","23","230","D","F","2","2.10","2020","2","2020","1","02","29"
"2020-02-29","40472277","40472288","Health","51224825426.01","250357197509.57","237257376399.25","9","24","24","240","D","F","2","2.11","2020","2","2020","1","02","29"
"2020-02-29","40472277","40472289","Medicare","51959785052.31","304601905488.81","256510031283.89","9","25","25","250","D","F","2","2.12","2020","2","2020","1","02","29"
"2020-02-29","40472277","40472290","Income Security","91210793473.85","247341274336.64","232927853930.31","9","26","26","260","D","F","2","2.13","2020","2","2020","1","02","29"
"2020-02-29","40472277","40472291","Social Security","90721195874.72","447625522379.35","424587326552.20","9","27","27","270","D","F","2","2.14","2020","2","2020","1","02","29"
"2020-02-29","40472277","40472292","Veterans Benefits and Services","17849246908.62","97780435986.28","83315269921.21","9","28","28","280","D","F","2","2.15","2020","2","2020","1","02","29"
"2020-02-29","40472277","40472293","Administration of Justice","5503886758.06","28833293702.94","27615726179.96","9","29","29","290","D","F","2","2.16","2020","2","2020","1","02","29"
"2020-02-29","40472277","40472294","General Government","-1868749086.36","4597434957.13","3388967678.14","9","30","30","300","D","F","2","2.17","2020","2","2020","1","02","29"
"2020-02-29","40472277","40472295","Net Interest","30617365223.52","161695814344.47","153612420302.47","9","31","31","320","D","F","2","2.18","2020","2","2020","1","02","29"
"2020-02-29","40472277","40472297","Undistributed Offsetting Receipts","-6855384132.25","-52254744665.32","-50296779402.89","9","32","32","330","D","F","2","2.19","2020","2","2020","1","02","29"
"2020-02-29","40472277","40472298","Total","423285753524.62","1991271973372.14","1822711564289.85","9","33","33","340","T","SL","2","2.20","2020","2","2020","1","02","29"
"2020-01-31","null","40185453","Receipts","null","null","null","9","1","1","10","S","SL","1","1","2020","2","2020","1","01","31"
"2020-01-31","40185453","40185454","Individual Income Taxes","216659704210.38","601518167343.58","569930520956.27","9","2","2","20","D","RSG","2","1.1","2020","2","2020","1","01","31"
"2020-01-31","40185453","40185455","Corporation Income Taxes","10491646726.92","75905412512.96","59862787456.01","9","3","3","30","D","RSG","2","1.2","2020","2","2020","1","01","31"
"2020-01-31","40185453","40185456","Social Insurance and Retirement Receipts:","null","null","null","9","4","4","40","S","RSG","2","1.3","2020","2","2020","1","01","31"
