Record Date,Parent ID,Classification ID,Classification Description,Current Month Receipt or Outlay Amount,Current FYTD Receipt or Outlay Amount,Prior FYTD Receipt or Outlay Amount,Current Year Budget Estimate Amount,Table Number,Source Line Number,Print Order Sequence Number,Line Code Number,Data Type Code,Record Type Code,Sequence Level Number,Sequence Number Code,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
"2020-07-31","42657474","42657486","Other Retirement","435898254.19","4364405003.49","3970663440.77","5236000000.00","3","8","8","80","D","RSG","3","1.3.4","2020","4","2020","3","07","31"
"2020-07-31","42657466","42657488","Excise Taxes","6226009170.85","52932517897.30","79063064291.37","94593000000.00","3","9","9","90","D","RSG","2","1.4","2020","4","2020","3","07","31"
"2020-07-31","42657466","42657492","Estate and Gift Taxes","2871010479.62","14038698758.00","13592965324.90","20389000000.00","3","10","10","100","D","RSG","2","1.5","2020","4","2020","3","07","31"
"2020-07-31","42657466","42657494","Customs Duties","5012827681.79","56604782491.09","56944935469.18","92304000000.00","3","11","11","110","D","RSG","2","1.6","2020","4","2020","3","07","31"
"2020-07-31","42657466","42657498","Miscellaneous Receipts","9752243987.20","87716881933.81","66740098707.83","111333000000.00","3","12","12","120","D","RSG","2","1.7","2020","4","2020","3","07","31"
"2020-07-31","42657466","42657503","Total Receipts","563495663140.69","2823564380801.51","2860202475201.56","3706327000000.00","3","13","13","130","T","SLB","2","1.8","2020","4","2020","3","07","31"
"2020-07-31","42657503","42657506","(On-Budget)","491020663140.69","2018304029848.55","2094070216015.03","2739254000000.00","3","14","14","140","T","SLB","3","1.8.1","2020","4","2020","3","07","31"
"2020-07-31","42657503","42657509","(Off-Budget)","72475000000.00","805260350952.96","766132259186.53","967073000000.00","3","15","15","150","T","SLB","3","1.8.2","2020","4","2020","3","07","31"
"2020-07-31","null","42657512","Budget Outlays","null","null","null","null","3","16","16","160","S","SLB","1","2","2020","4","2020","3","07","31"
"2020-07-31","42657512","42657515","Legislative Branch","451468094.82","4493701460.37","4136826638.68","6048000000.00","3","17","17","170","D","C","2","2.1","2020","4","2020","3","07","31"
"2020-07-31","42657512","42657519","Judicial Branch","681599332.77","6998415866.20","6643542550.53","8580000000.00","3","18","18","180","D","C","2","2.2","2020","4","2020","3","07","31"
"2020-07-31","42657512","42657521","Department of Agriculture","17198349998.76","149452606291.68","125068075332.91","154617000000.00","3","19","19","210","D","C","2","2.3","2020","4","2020","3","07","31"
"2020-07-31","42657512","42657525","Department of Commerce","1107663425.50","12915631959.09","9619795924.53","17124000000.00","3","20","20","220","D","C","2","2.4","2020","4","2020","3","07","31"
"2020-07-31","42657512","42657527","Department of Defense--Military Programs","61876846543.00","578791450226.34","540441720503.29","689589000000.00","3","21","21","230","D","C","2","2.5","2020","4","2020","3","07","31"
"2020-07-31","42657512","42657531","Department of Education","5879737781.62","141736790263.08","91391649877.53","159297000000.00","3","22","22","250","D","C","2","2.6","2020","4","2020","3","07","31"
"2020-07-31","42657512","42657533","Department of Energy","2612555657.81","26546334527.95","23192069473.78","34351000000.00","3","23","23","260","D","C","2","2.7","2020","4","2020","3","07","31"
"2020-07-31","42657512","42657537","Department of Health and Human Services","170293648125.95","1298062073063.45","1005897294855.41","1322128000000.00","3","24","24","275","D","C","2","2.8","2020","4","2020","3","07","31"
"2020-07-31","42657512","42657539","Department of Homeland Security","5848755569.32","52990745575.70","47823660984.94","62152000000.00","3","25","25","280","D","C","2","2.9","2020","4","2020","3","07","31"
"2020-07-31","42657512","42657543","Department of Housing and Urban Development","3968974594.85","26556661990.14","20932171424.92","36049000000.00","3","26","26","290","D","C","2","2.10","2020","4","2020","3","07","31"
"2020-07-31","42657512","42657545","Department of the Interior","1387798198.16","13759443541.67","11334610768.71","17458000000.00","3","27","27","300","D","C","2","2.11","2020","4","2020","3","07","31"
"2020-07-31","42657512","42657548","Department of Justice","2331978213.56","31014616875.08","29115129115.31","45277000000.00","3","28","28","310","D","C","2","2.12","2020","4","2020","3","07","31"
"2020-07-31","42657512","42657550","Department of Labor","109718060016.42","388813434171.87","30805645971.33","36390000000.00","3","29","29","320","D","C","2","2.13","2020","4","2020","3","07","31"
"2020-07-31","42657512","42657553","Department of State","3286207529.80","26255887371.09","22552497899.62","32169000000.00","3","30","30","330","D","C","2","2.14","2020","4","2020","3","07","31"
"2020-07-31","42657512","42657555","Department of Transportation","10890775455.65","77042122570.55","62984259977.52","84659000000.00","3","31","31","340","D","C","2","2.15","2020","4","2020","3","07","31"
"2020-07-31","42657512","42657557","Department of the Treasury:","null","null","null","null","3","32","32","350","S","C","2","2.16","2020","4","2020","3","07","31"
"2020-07-31","42657557","42657559","Interest on Treasury Debt Securities (Gross)","31302742794.03","436725339232.32","497209660409.72","576465000000.00","3","33","33","360","D","P","3","2.16.1","2020","4","2020","3","07","31"
"2020-07-31","42657557","42657561","Other","24526107935.98","630902942547.41","136798916354.39","124576000000.00","3","34","34","370","D","P","3","2.16.2","2020","4","2020","3","07","31"
"2020-07-31","42657512","42657563","Department of Veterans Affairs","27162090762.49","187743214665.51","165576978895.84","214336000000.00","3","35","35","375","D","C","2","2.17","2020","4","2020","3","07","31"
"2020-07-31","42657512","42657565","Corps of Engineers","814046971.44","7068076991.60","5252680746.52","5543000000.00","3","36","36","377","D","C","2","2.18","2020","4","2020","3","07","31"
"2020-07-31","42657512","42657567","Other Defense Civil Programs","10881826524.17","61526645581.09","50747877921.64","64521000000.00","3","37","37","378","D","C","2","2.19","2020","4","2020","3","07","31"
"2020-07-31","42657512","42657569","Environmental Protection Agency","665395463.20","7465693083.13","6866902722.01","7498000000.00","3","38","38","380","D","C","2","2.20","2020","4","2020","3","07","31"
"2020-07-31","42657512","42657571","Executive Office of the President","38605210.99","343354432.45","354647051.07","440000000.00","3","39","39","385","D","C","2","2.21","2020","4","2020","3","07","31"
"2020-07-31","42657512","42657573","General Services Administration","-1138061.49","47375653.89","-706648675.27","1222000000.00","3","40","40","390","D","C","2","2.22","2020","4","2020","3","07","31"
"2020-07-31","42657512","42657575","International Assistance Programs","1033414250.98","17994409470.69","20351907479.81","25670000000.00","3","41","41","395","D","C","2","2.23","2020","4","2020","3","07","31"
"2020-07-31","42657512","42657577","National Aeronautics and Space Administration","1835239057.73","17809792348.41","16397253233.60","21545000000.00","3","42","42","400","D","C","2","2.24","2020","4","2020","3","07","31"
"2020-07-31","42657512","42657579","National Science Foundation","676559984.80","5814394396.89","5774904183.71","7504000000.00","3","43","43","405","D","C","2","2.25","2020","4","2020","3","07","31"
"2020-07-31","42657512","42657581","Office of Personnel Management","9443362628.92","87832412814.56","85813217149.69","106405000000.00","3","44","44","410","D","C","2","2.26","2020","4","2020","3","07","31"
"2020-07-31","42657512","42657583","Small Business Administration","26137418603.47","563100841212.59","272527244.65","-158000000.00","3","45","45","420","D","C","2","2.27","2020","4","2020","3","07","31"
"2020-07-31","42657512","42657585","Social Security Administration","101220577405.85","964523446035.10","915775027380.23","1155231000000.00","3","46","46","423","D","C","2","2.28","2020","4","2020","3","07","31"
"2020-07-31","42657512","42657587","Independent Agencies","1647721274.87","19359490343.24","17518765107.28","27498000000.00","3","47","47","440","D","C","2","2.29","2020","4","2020","3","07","31"
"2020-07-31","42657587","42657589","400 Years of African-American History Commission","311268.34","534268.34","null","null","3","48","48","14469","D","A","3","2.29.1","2020","4","2020","3","07","31"
"2020-07-31","42657512","42657593","Allowances","null","null","null","364000000.00","3","49","49","450","D","SL","2","2.30","2020","4","2020","3","07","31"
"2020-07-31","42657512","42657598","Undistributed Offsetting Receipts:","null","null","null","null","3","50","50","460","S","SL","2","2.31","2020","4","2020","3","07","31"
"2020-07-31","42657598","42657603","Interest","-1585857978.39","-123789510744.42","-143921144298.83","-145570000000.00","3","51","51","470","D","UORG","3","2.31.1","2020","4","2020","3","07","31"
"2020-07-31","42657598","42657605","Other","-6845453100.14","-89039439941.05","-85008613141.62","-109232000000.00","3","52","52","480","D","UORG","3","2.31.2","2020","4","2020","3","07","31"
"2020-07-31","42657512","42657609","Total Outlays","626487389535.23","5630858928146.01","3727013811063.45","4789746000000.00","3","53","53","490","T","SLB","2","2.32","2020","4","2020","3","07","31"
"2020-07-31","42657609","42657614","(On-Budget)","547234288081.77","4855074943286.86","2992637399734.10","3829949000000.00","3","54","54","500","T","SLB","3","2.32.1","2020","4","2020","3","07","31"
"2020-07-31","42657609","42657619","(Off-Budget)","79253101453.46","775783984859.15","734376411329.35","959797000000.00","3","55","55","510","T","SLB","3","2.32.2","2020","4","2020","3","07","31"
"2020-07-31","42657512","42657624","Surplus (+) or Deficit (-)","-62991726394.54","-2807294547344.50","-866811335861.89","-1083419000000.00","3","56","56","520","T","SLB","2","2.33","2020","4","2020","3","07","31"
"2020-07-31","42657624","42657629","(On-Budget)","-56213624941.08","-2836770913438.31","-898567183719.07","-1090695000000.00","3","57","57","530","T","SLB","3","2.33.1","2020","4","2020","3","07","31"
"2020-07-31","42657624","42657634","(Off-Budget)","-6778101453.46","29476366093.81","31755847857.18","7276000000.00","3","58","58","540","T","SLB","3","2.33.2","2020","4","2020","3","07","31"
"2020-06-30","null","42248708","Budget Receipts","null","null","null","null","3","1","1","10","S","SLB","1","1","2020","3","2020","2","06","30"
"2020-06-30","42248708","42248713","Individual Income Taxes","92115922736.31","984592828864.55","1301476765259.89","1812040000000.00","3","2","2","20","D","RSG","2","1.1","2020","3","2020","2","06","30"
"2020-06-30","42248708","42248715","Corporation Income Taxes","5706996531.80","92106175672.48","164355228090.26","263642000000.00","3","3","3","30","D","RSG","2","1.2","2020","3","2020","2","06","30"
"2020-06-30","42248708","42248719","Social Insurance and Retirement Receipts:","null","null","null","null","3","4","4","40","S","RSG","2","1.3","2020","3","2020","2","06","30"
"2020-06-30","42248719","42248721","Employment and General Retirement (Off-Budget)","95188493941.43","732785350952.96","697303259186.53","967073000000.00","3","5","5","50","D","SL","3","1.3.1","2020","3","2020","2","06","30"
"2020-06-30","42248719","42248724","Employment and General Retirement (On-Budget)","28820040982.08","225466437891.37","215683390323.44","297713000000.00","3","6","6","60","D","SL","3","1.3.2","2020","3","2020","2","06","30"
"2020-06-30","42248719","42248727","Unemployment Insurance","1779927647.30","33758627769.42","33257974063.38","42004000000.00","3","7","7","70","D","RSG","3","1.3.3","2020","3","2020","2","06","30"
"2020-06-30","42248719","42248731","Other Retirement","470646720.60","3928506749.30","3542539347.70","5236000000.00","3","8","8","80","D","RSG","3","1.3.4","2020","3","2020","2","06","30"
"2020-06-30","42248708","42248733","Excise Taxes","3678334824.13","46706508726.45","71194766284.95","94593000000.00","3","9","9","90","D","RSG","2","1.4","2020","3","2020","2","06","30"
"2020-06-30","42248708","42248737","Estate and Gift Taxes","630066486.77","11167688278.38","12435137304.81","20389000000.00","3","10","10","100","D","RSG","2","1.5","2020","3","2020","2","06","30"
"2020-06-30","42248708","42248739","Customs Duties","4480241632.31","51591954809.30","50471671335.86","92304000000.00","3","11","11","110","D","RSG","2","1.6","2020","3","2020","2","06","30"
"2020-06-30","42248708","42248743","Miscellaneous Receipts","7957996849.98","77964637946.61","59133956872.80","111333000000.00","3","12","12","120","D","RSG","2","1.7","2020","3","2020","2","06","30"
"2020-06-30","42248708","42248747","Total Receipts","240828668352.71","2260068717660.82","2608854688069.62","3706327000000.00","3","13","13","130","T","SLB","2","1.8","2020","3","2020","2","06","30"
"2020-06-30","42248747","42248749","(On-Budget)","145640174411.28","1527283366707.86","1911551428883.09","2739254000000.00","3","14","14","140","T","SLB","3","1.8.1","2020","3","2020","2","06","30"
"2020-06-30","42248747","42248751","(Off-Budget)","95188493941.43","732785350952.96","697303259186.53","967073000000.00","3","15","15","150","T","SLB","3","1.8.2","2020","3","2020","2","06","30"
"2020-06-30","null","42248753","Budget Outlays","null","null","null","null","3","16","16","160","S","SLB","1","2","2020","3","2020","2","06","30"
"2020-06-30","42248753","42248758","Legislative Branch","520941191.48","4042233365.55","3636305475.69","6048000000.00","3","17","17","170","D","C","2","2.1","2020","3","2020","2","06","30"
"2020-06-30","42248753","42248760","Judicial Branch","685125803.72","6316816533.43","5957366686.13","8580000000.00","3","18","18","180","D","C","2","2.2","2020","3","2020","2","06","30"
"2020-06-30","42248753","42248764","Department of Agriculture","20788407573.19","132254256292.92","115092867255.22","154617000000.00","3","19","19","210","D","C","2","2.3","2020","3","2020","2","06","30"
"2020-06-30","42248753","42248766","Department of Commerce","1310211621.17","11807968533.59","8574043175.48","17124000000.00","3","20","20","220","D","C","2","2.4","2020","3","2020","2","06","30"
"2020-06-30","42248753","42248770","Department of Defense--Military Programs","55002782995.10","516914603683.34","487777110867.39","689589000000.00","3","21","21","230","D","C","2","2.5","2020","3","2020","2","06","30"
"2020-06-30","42248753","42248774","Department of Education","78038236293.21","135857052481.46","86429682253.52","159297000000.00","3","22","22","250","D","C","2","2.6","2020","3","2020","2","06","30"
"2020-06-30","42248753","42248778","Department of Energy","2554793167.40","23933778870.14","20744647366.60","34351000000.00","3","23","23","260","D","C","2","2.7","2020","3","2020","2","06","30"
"2020-06-30","42248753","42248782","Department of Health and Human Services","129787805933.42","1127768424937.50","901867179667.84","1322128000000.00","3","24","24","275","D","C","2","2.8","2020","3","2020","2","06","30"
"2020-06-30","42248753","42248786","Department of Homeland Security","6598870097.76","47141990006.38","42619427286.48","62152000000.00","3","25","25","280","D","C","2","2.9","2020","3","2020","2","06","30"
"2020-06-30","42248753","42248790","Department of Housing and Urban Development","-9864286579.84","22587687395.29","17323701633.47","36049000000.00","3","26","26","290","D","C","2","2.10","2020","3","2020","2","06","30"
"2020-06-30","42248753","42248794","Department of the Interior","1865672653.62","12371645343.51","10052642261.56","17458000000.00","3","27","27","300","D","C","2","2.11","2020","3","2020","2","06","30"
"2020-06-30","42248753","42248798","Department of Justice","3714277173.40","28682638661.52","25991990052.15","45277000000.00","3","28","28","310","D","C","2","2.12","2020","3","2020","2","06","30"
"2020-06-30","42248753","42248802","Department of Labor","116684211256.84","279095374155.45","26936049318.11","36390000000.00","3","29","29","320","D","C","2","2.13","2020","3","2020","2","06","30"
"2020-06-30","42248753","42248806","Department of State","2707809591.18","22969679841.29","20539684266.71","32169000000.00","3","30","30","330","D","C","2","2.14","2020","3","2020","2","06","30"
"2020-06-30","42248753","42248810","Department of Transportation","9614761890.46","66151347114.90","54976851521.92","84659000000.00","3","31","31","340","D","C","2","2.15","2020","3","2020","2","06","30"
"2020-06-30","42248753","42248814","Department of the Treasury:","null","null","null","null","3","32","32","350","S","C","2","2.16","2020","3","2020","2","06","30"
"2020-06-30","42248814","42248818","Interest on Treasury Debt Securities (Gross)","68463136507.73","405422596438.29","456867933595.03","576465000000.00","3","33","33","360","D","P","3","2.16.1","2020","3","2020","2","06","30"
"2020-06-30","42248814","42248822","Other","28139445865.68","606376834611.43","128938684482.32","124576000000.00","3","34","34","370","D","P","3","2.16.2","2020","3","2020","2","06","30"
"2020-06-30","42248753","42248826","Department of Veterans Affairs","17636530715.01","160581123903.02","148947547941.65","214336000000.00","3","35","35","375","D","C","2","2.17","2020","3","2020","2","06","30"
"2020-06-30","42248753","42248830","Corps of Engineers","471620625.55","6254030020.16","4795629630.74","5543000000.00","3","36","36","377","D","C","2","2.18","2020","3","2020","2","06","30"
"2020-06-30","42248753","42248834","Other Defense Civil Programs","7188802928.41","50644819056.92","45410876949.69","64521000000.00","3","37","37","378","D","C","2","2.19","2020","3","2020","2","06","30"
"2020-06-30","42248753","42248838","Environmental Protection Agency","749229171.52","6800297619.93","6264856156.14","7498000000.00","3","38","38","380","D","C","2","2.20","2020","3","2020","2","06","30"
"2020-06-30","42248753","42248842","Executive Office of the President","33661120.79","304749221.46","298252984.26","440000000.00","3","39","39","385","D","C","2","2.21","2020","3","2020","2","06","30"
"2020-06-30","42248753","42248846","General Services Administration","56982065.69","48513715.38","-689699543.30","1222000000.00","3","40","40","390","D","C","2","2.22","2020","3","2020","2","06","30"
"2020-06-30","42248753","42248850","International Assistance Programs","882570937.75","16960995219.71","19589151926.31","25670000000.00","3","41","41","395","D","C","2","2.23","2020","3","2020","2","06","30"
"2020-06-30","42248753","42248854","National Aeronautics and Space Administration","1962608348.04","15974553290.68","14743526727.68","21545000000.00","3","42","42","400","D","C","2","2.24","2020","3","2020","2","06","30"
"2020-06-30","42248753","42248858","National Science Foundation","600800193.56","5137834412.09","5081412942.70","7504000000.00","3","43","43","405","D","C","2","2.25","2020","3","2020","2","06","30"
"2020-06-30","42248753","42248862","Office of Personnel Management","7635180230.77","78389050185.64","76875824316.70","106405000000.00","3","44","44","410","D","C","2","2.26","2020","3","2020","2","06","30"
"2020-06-30","42248753","42248866","Small Business Administration","511355431290.10","536963422609.12","169718538.20","-158000000.00","3","45","45","420","D","C","2","2.27","2020","3","2020","2","06","30"
"2020-06-30","42248753","42248870","Social Security Administration","101464713374.03","863302868629.25","822993013530.46","1155231000000.00","3","46","46","423","D","C","2","2.28","2020","3","2020","2","06","30"
"2020-06-30","42248753","42248872","Independent Agencies","-3448877501.29","17711769068.37","14891577367.61","27498000000.00","3","47","47","440","D","C","2","2.29","2020","3","2020","2","06","30"
"2020-06-30","42248872","42248876","400 Years of African-American History Commission","223000.00","223000.00","null","null","3","48","48","14469","D","A","3","2.29.1","2020","3","2020","2","06","30"
"2020-06-30","42248753","42248882","Allowances","null","null","null","364000000.00","3","49","49","450","D","SL","2","2.30","2020","3","2020","2","06","30"
"2020-06-30","42248753","42248884","Undistributed Offsetting Receipts:","null","null","null","null","3","50","50","460","S","SL","2","2.31","2020","3","2020","2","06","30"
"2020-06-30","42248884","42248887","Interest","-50151092848.20","-122203652766.03","-140223739270.12","-145570000000.00","3","51","51","470","D","UORG","3","2.31.1","2020","3","2020","2","06","30"
"2020-06-30","42248884","42248891","Other","-8147849842.83","-82193986840.91","-77503562321.65","-109232000000.00","3","52","52","480","D","UORG","3","2.31.2","2020","3","2020","2","06","30"
"2020-06-30","42248753","42248893","Total Outlays","1104902736844.42","5004371538610.78","3355970555042.69","4789746000000.00","3","53","53","490","T","SLB","2","2.32","2020","3","2020","2","06","30"
"2020-06-30","42248893","42248895","(On-Budget)","1049283690519.70","4307840655205.09","2699176472432.78","3829949000000.00","3","54","54","500","T","SLB","3","2.32.1","2020","3","2020","2","06","30"
"2020-06-30","42248893","42248899","(Off-Budget)","55619046324.72","696530883405.69","656794082609.91","959797000000.00","3","55","55","510","T","SLB","3","2.32.2","2020","3","2020","2","06","30"
"2020-06-30","42248753","42248902","Surplus (+) or Deficit (-)","-864074068491.71","-2744302820949.96","-747115866973.07","-1083419000000.00","3","56","56","520","T","SLB","2","2.33","2020","3","2020","2","06","30"
"2020-06-30","42248902","42248904","(On-Budget)","-903643516108.42","-2780557288497.23","-787625043549.69","-1090695000000.00","3","57","57","530","T","SLB","3","2.33.1","2020","3","2020","2","06","30"
"2020-06-30","42248902","42248907","(Off-Budget)","39569447616.71","36254467547.27","40509176576.62","7276000000.00","3","58","58","540","T","SLB","3","2.33.2","2020","3","2020","2","06","30"
"2020-05-31","null","41816903","Budget Receipts","null","null","null","null","3","1","1","10","S","SLB","1","1","2020","3","2020","2","05","31"
"2020-05-31","41816903","41816908","Individual Income Taxes","47759907050.62","892476906128.24","1160328191816.76","1812040000000.00","3","2","2","20","D","RSG","2","1.1","2020","3","2020","2","05","31"
"2020-05-31","41816903","41816910","Corporation Income Taxes","-1795033697.74","86399179140.68","113086334152.84","263642000000.00","3","3","3","30","D","RSG","2","1.2","2020","3","2020","2","05","31"
"2020-05-31","41816903","41816914","Social Insurance and Retirement Receipts:","null","null","null","null","3","4","4","40","S","RSG","2","1.3","2020","3","2020","2","05","31"
"2020-05-31","41816914","41816916","Employment and General Retirement (Off-Budget)","77433000000.00","637596857011.53","605045847704.53","967073000000.00","3","5","5","50","D","SL","3","1.3.1","2020","3","2020","2","05","31"
"2020-05-31","41816914","41816919","Employment and General Retirement (On-Budget)","22096390565.83","196646396909.29","187828840315.86","297713000000.00","3","6","6","60","D","SL","3","1.3.2","2020","3","2020","2","05","31"
"2020-05-31","41816914","41816922","Unemployment Insurance","11720358305.27","31978700122.12","33008540638.50","42004000000.00","3","7","7","70","D","RSG","3","1.3.3","2020","3","2020","2","05","31"
"2020-05-31","41816914","41816926","Other Retirement","505237961.23","3457860028.70","3157895574.82","5236000000.00","3","8","8","80","D","RSG","3","1.3.4","2020","3","2020","2","05","31"
"2020-05-31","41816903","41816928","Excise Taxes","2700572415.86","43028173902.32","64084652882.79","94593000000.00","3","9","9","90","D","RSG","2","1.4","2020","3","2020","2","05","31"
"2020-05-31","41816903","41816932","Estate and Gift Taxes","735734582.15","10537621791.61","11347779511.87","20389000000.00","3","10","10","100","D","RSG","2","1.5","2020","3","2020","2","05","31"
"2020-05-31","41816903","41816934","Customs Duties","3832899414.36","47111713176.99","44865678659.57","92304000000.00","3","11","11","110","D","RSG","2","1.6","2020","3","2020","2","05","31"
"2020-05-31","41816903","41816938","Miscellaneous Receipts","8871490340.99","70006641096.63","52148594298.32","111333000000.00","3","12","12","120","D","RSG","2","1.7","2020","3","2020","2","05","31"
"2020-05-31","41816903","41816943","Total Receipts","173860556938.57","2019240049308.11","2274902355555.86","3706327000000.00","3","13","13","130","T","SLB","2","1.8","2020","3","2020","2","05","31"
"2020-05-31","41816943","41816946","(On-Budget)","96427556938.57","1381643192296.58","1669856507851.33","2739254000000.00","3","14","14","140","T","SLB","3","1.8.1","2020","3","2020","2","05","31"
"2020-05-31","41816943","41816949","(Off-Budget)","77433000000.00","637596857011.53","605045847704.53","967073000000.00","3","15","15","150","T","SLB","3","1.8.2","2020","3","2020","2","05","31"
"2020-05-31","null","41816952","Budget Outlays","null","null","null","null","3","16","16","160","S","SLB","1","2","2020","3","2020","2","05","31"
"2020-05-31","41816952","41816955","Legislative Branch","443249069.17","3521292174.07","3253749569.73","6048000000.00","3","17","17","170","D","C","2","2.1","2020","3","2020","2","05","31"
"2020-05-31","41816952","41816959","Judicial Branch","776053570.77","5631690729.71","5373609399.51","8580000000.00","3","18","18","180","D","C","2","2.2","2020","3","2020","2","05","31"
"2020-05-31","41816952","41816961","Department of Agriculture","12511826973.74","111465848719.73","105182028445.95","154617000000.00","3","19","19","210","D","C","2","2.3","2020","3","2020","2","05","31"
"2020-05-31","41816952","41816965","Department of Commerce","1201766519.86","10497756912.42","7752926954.41","17124000000.00","3","20","20","220","D","C","2","2.4","2020","3","2020","2","05","31"
"2020-05-31","41816952","41816967","Department of Defense--Military Programs","58453314579.46","461911820688.24","439296048636.95","689589000000.00","3","21","21","230","D","C","2","2.5","2020","3","2020","2","05","31"
"2020-05-31","41816952","41816972","Department of Education","8929167525.80","57886362058.25","52322638482.23","159297000000.00","3","22","22","250","D","C","2","2.6","2020","3","2020","2","05","31"
"2020-05-31","41816952","41816974","Department of Energy","2689653867.77","21378985702.74","18752584343.15","34351000000.00","3","23","23","260","D","C","2","2.7","2020","3","2020","2","05","31"
"2020-05-31","41816952","41816980","Department of Health and Human Services","128707926242.15","997980619004.08","834345718666.17","1322128000000.00","3","24","24","275","D","C","2","2.8","2020","3","2020","2","05","31"
"2020-05-31","41816952","41816982","Department of Homeland Security","6031243231.76","40543119908.62","38649691217.37","62152000000.00","3","25","25","280","D","C","2","2.9","2020","3","2020","2","05","31"
"2020-05-31","41816952","41816988","Department of Housing and Urban Development","4797208345.89","32451973975.13","13335398765.23","36049000000.00","3","26","26","290","D","C","2","2.10","2020","3","2020","2","05","31"
"2020-05-31","41816952","41816990","Department of the Interior","1161971098.03","10505972689.89","8619714631.76","17458000000.00","3","27","27","300","D","C","2","2.11","2020","3","2020","2","05","31"
"2020-05-31","41816952","41816996","Department of Justice","2816596388.19","24968361488.12","23162890757.41","45277000000.00","3","28","28","310","D","C","2","2.12","2020","3","2020","2","05","31"
"2020-05-31","41816952","41816998","Department of Labor","93868942152.07","162411162898.61","23641710528.73","36390000000.00","3","29","29","320","D","C","2","2.13","2020","3","2020","2","05","31"
"2020-05-31","41816952","41817004","Department of State","1658485609.16","20261870250.11","19054954020.40","32169000000.00","3","30","30","330","D","C","2","2.14","2020","3","2020","2","05","31"
"2020-05-31","41816952","41817006","Department of Transportation","9838830445.56","56536585224.44","46454775510.98","84659000000.00","3","31","31","340","D","C","2","2.15","2020","3","2020","2","05","31"
"2020-05-31","41816952","41817012","Department of the Treasury:","null","null","null","null","3","32","32","350","S","C","2","2.16","2020","3","2020","2","05","31"
"2020-05-31","41817012","41817014","Interest on Treasury Debt Securities (Gross)","26503040410.30","336959459930.56","354068410959.40","576465000000.00","3","33","33","360","D","P","3","2.16.1","2020","3","2020","2","05","31"
"2020-05-31","41817012","41817020","Other","71967463162.96","578237388745.75","122950008169.06","124576000000.00","3","34","34","370","D","P","3","2.16.2","2020","3","2020","2","05","31"
"2020-05-31","41816952","41817022","Department of Veterans Affairs","19491145907.03","142944593188.01","140928369397.60","214336000000.00","3","35","35","375","D","C","2","2.17","2020","3","2020","2","05","31"
"2020-05-31","41816952","41817028","Corps of Engineers","326133021.15","5782409394.61","4272043150.15","5543000000.00","3","36","36","377","D","C","2","2.18","2020","3","2020","2","05","31"
"2020-05-31","41816952","41817030","Other Defense Civil Programs","5874826413.84","43456016128.51","45238160022.21","64521000000.00","3","37","37","378","D","C","2","2.19","2020","3","2020","2","05","31"
"2020-05-31","41816952","41817036","Environmental Protection Agency","752733606.16","6051068448.41","5620807296.82","7498000000.00","3","38","38","380","D","C","2","2.20","2020","3","2020","2","05","31"
"2020-05-31","41816952","41817038","Executive Office of the President","44116208.84","271088100.67","272170066.46","440000000.00","3","39","39","385","D","C","2","2.21","2020","3","2020","2","05","31"
"2020-05-31","41816952","41817044","General Services Administration","-225670268.23","-8468350.31","-514286075.22","1222000000.00","3","40","40","390","D","C","2","2.22","2020","3","2020","2","05","31"
"2020-05-31","41816952","41817046","International Assistance Programs","1205038920.54","16078424281.96","16477138925.03","25670000000.00","3","41","41","395","D","C","2","2.23","2020","3","2020","2","05","31"
"2020-05-31","41816952","41817052","National Aeronautics and Space Administration","1862224981.99","14011944942.64","13132424755.71","21545000000.00","3","42","42","400","D","C","2","2.24","2020","3","2020","2","05","31"
"2020-05-31","41816952","41817054","National Science Foundation","541378824.37","4537034218.53","4465616013.99","7504000000.00","3","43","43","405","D","C","2","2.25","2020","3","2020","2","05","31"
"2020-05-31","41816952","41817060","Office of Personnel Management","7814700027.82","70753869954.87","68613050580.77","106405000000.00","3","44","44","410","D","C","2","2.26","2020","3","2020","2","05","31"
"2020-05-31","41816952","41817062","Small Business Administration","10843954978.27","25607991319.02","89744850.74","-158000000.00","3","45","45","420","D","C","2","2.27","2020","3","2020","2","05","31"
"2020-05-31","41816952","41817068","Social Security Administration","97130446619.26","761838155255.22","730000194260.46","1155231000000.00","3","46","46","423","D","C","2","2.28","2020","3","2020","2","05","31"
"2020-05-31","41816952","41817070","Independent Agencies","1530507143.74","21160646569.66","17631525516.98","27498000000.00","3","47","47","440","D","C","2","2.29","2020","3","2020","2","05","31"
"2020-05-31","41816952","41817082","Allowances","null","null","null","364000000.00","3","48","48","450","D","SL","2","2.30","2020","3","2020","2","05","31"
"2020-05-31","41816952","41817087","Undistributed Offsetting Receipts:","null","null","null","null","3","49","49","460","S","SL","2","2.31","2020","3","2020","2","05","31"
"2020-05-31","41817087","41817092","Interest","534710981.52","-72052559917.83","-77863472032.43","-145570000000.00","3","50","50","470","D","UORG","3","2.31.1","2020","3","2020","2","05","31"
"2020-05-31","41817087","41817094","Other","-7401015960.69","-74046136998.08","-71039520144.79","-109232000000.00","3","51","51","480","D","UORG","3","2.31.2","2020","3","2020","2","05","31"
