dataset,data_table_name,field_name,display_name,description,data_type,is_required
Monthly Treasury Statement (MTS),Means of Financing the Deficit or Disposition of Surplus by the U.S. Government,record_calendar_year,Calendar Year,The calendar year associated with record_date.,YEAR,1
Monthly Treasury Statement (MTS),Means of Financing the Deficit or Disposition of Surplus by the U.S. Government,record_calendar_quarter,Calendar Quarter Number,The calendar quarter associated with record_date.,QUARTER,1
Monthly Treasury Statement (MTS),Means of Financing the Deficit or Disposition of Surplus by the U.S. Government,record_calendar_month,Calendar Month Number,The calendar month associated with record_date.,MONTH,1
Monthly Treasury Statement (MTS),Means of Financing the Deficit or Disposition of Surplus by the U.S. Government,record_calendar_day,Calendar Day Number,The calendar day associated with record_date.,DAY,1
Monthly Treasury Statement (MTS),Analysis of Change in Excess of Liabilities of the U.S. Government,record_date,Record Date,The date that data was published.,DATE,1
Monthly Treasury Statement (MTS),Analysis of Change in Excess of Liabilities of the U.S. Government,parent_id,Parent ID,Identifies which record the classification_id belongs to in the hierarchy.,STRING,0
Monthly Treasury Statement (MTS),Analysis of Change in Excess of Liabilities of the U.S. Government,classification_id,Classification ID,Unique identifier for a particular data point. This ID changes each time the MTS is published. The value is never repeated or reused.,STRING,1
Monthly Treasury Statement (MTS),Analysis of Change in Excess of Liabilities of the U.S. Government,classification_desc,Classification Description,A more detailed description for the recorded data point.,STRING,1
Monthly Treasury Statement (MTS),Analysis of Change in Excess of Liabilities of the U.S. Government,current_month_excess_amt,Current Month Excess Amount,Change in excess of liabilities this month.,CURRENCY,0
Monthly Treasury Statement (MTS),Analysis of Change in Excess of Liabilities of the U.S. Government,fytd_excess_amt,Fiscal Year to Date Excess Amount,Change in excess of liabilities fiscal year to date.,CURRENCY,0
Monthly Treasury Statement (MTS),Analysis of Change in Excess of Liabilities of the U.S. Government,prior_fytd_excess_amt,Prior FYTD Excess Amount,Change in excess of liabilities prior fiscal year to date.,CURRENCY,0
Monthly Treasury Statement (MTS),Analysis of Change in Excess of Liabilities of the U.S. Government,table_nbr,Table Number,The corresponding table number in the Monthly Treasury Statement.,STRING,1
Monthly Treasury Statement (MTS),Analysis of Change in Excess of Liabilities of the U.S. Government,src_line_nbr,Source Line Number,Indicates the row of the corresponding table on the Monthly Treasury Statement where a data point can be found.  This can assist in structuring the data in a similar format to the Monthly Treasury Statement and in understanding potential hierarchies within the table.,NUMBER,1
Monthly Treasury Statement (MTS),Analysis of Change in Excess of Liabilities of the U.S. Government,print_order_nbr,Print Order Sequence Number,A sequence for recreating the table structure as seen on the Monthly Treasury Statement.,STRING,1
Monthly Treasury Statement (MTS),Analysis of Change in Excess of Liabilities of the U.S. Government,line_code_nbr,Line Code Number,"Similar to print_order_nbr, line_code_nbr is a sequence for recreating the table structure as seen on the Monthly Treasury Statement.",STRING,1
Monthly Treasury Statement (MTS),Analysis of Change in Excess of Liabilities of the U.S. Government,data_type_cd,Data Type Code,"Identifier for the specificity of the underlying data point. D = Detail Record, S = Sub-header, T = Total.",STRING,1
Monthly Treasury Statement (MTS),Analysis of Change in Excess of Liabilities of the U.S. Government,record_type_cd,Record Type Code,Identifier for the type of data point recorded. GL = General Ledger.,STRING,1
Monthly Treasury Statement (MTS),Analysis of Change in Excess of Liabilities of the U.S. Government,sequence_level_nbr,Sequence Level Number,Sequence_level_nbr is an identifier used to represent hierarchies within data.,STRING,1
Monthly Treasury Statement (MTS),Analysis of Change in Excess of Liabilities of the U.S. Government,sequence_number_cd,Sequence Number Code,"A more detailed identifier used to represent hierarchies within data.  Similar to print_order_nbr, sequence_number_cd can be used to structure the data in a similar format to the Monthly Treasury Statement.",STRING,1
Monthly Treasury Statement (MTS),Analysis of Change in Excess of Liabilities of the U.S. Government,record_fiscal_year,Fiscal Year,The fiscal year associated with record_date.  The federal government's fiscal year runs from October 1 to September 30.,YEAR,1
Monthly Treasury Statement (MTS),Analysis of Change in Excess of Liabilities of the U.S. Government,record_fiscal_quarter,Fiscal Quarter Number,"The fiscal quarter associated with record_date.  For the federal government these quarters are: Q1 - October to December, Q2 - January to March, Q3 - April to June, Q4 - July to September.",QUARTER,1
Monthly Treasury Statement (MTS),Analysis of Change in Excess of Liabilities of the U.S. Government,record_calendar_year,Calendar Year,The calendar year associated with record_date.,YEAR,1
Monthly Treasury Statement (MTS),Analysis of Change in Excess of Liabilities of the U.S. Government,record_calendar_quarter,Calendar Quarter Number,The calendar quarter associated with record_date.,QUARTER,1
Monthly Treasury Statement (MTS),Analysis of Change in Excess of Liabilities of the U.S. Government,record_calendar_month,Calendar Month Number,The calendar month associated with record_date.,MONTH,1
Monthly Treasury Statement (MTS),Analysis of Change in Excess of Liabilities of the U.S. Government,record_calendar_day,Calendar Day Number,The calendar day associated with record_date.,DAY,1
Monthly Treasury Statement (MTS),Securities Issued by Federal Agencies Under Special Financing Authorities,record_date,Record Date,The date that data was published.,DATE,1
Monthly Treasury Statement (MTS),Securities Issued by Federal Agencies Under Special Financing Authorities,parent_id,Parent ID,Identifies which record the classification_id belongs to in the hierarchy.,STRING,0
Monthly Treasury Statement (MTS),Securities Issued by Federal Agencies Under Special Financing Authorities,classification_id,Classification ID,Unique identifier for a particular data point. This ID changes each time the MTS is published. The value is never repeated or reused.,STRING,1
Monthly Treasury Statement (MTS),Securities Issued by Federal Agencies Under Special Financing Authorities,classification_desc,Classification Description,A more detailed description for the recorded data point.,STRING,1
Monthly Treasury Statement (MTS),Securities Issued by Federal Agencies Under Special Financing Authorities,current_month_net_txn_amt,Current Month Net Transaction Amount,The total amount of transactional activity for the month for an account.,CURRENCY,0
Monthly Treasury Statement (MTS),Securities Issued by Federal Agencies Under Special Financing Authorities,fytd_net_txn_amt,Fiscal Year to Date Net Transaction Amount,The total amount of transactional activity for the fiscal year for an account.,CURRENCY,0
Monthly Treasury Statement (MTS),Securities Issued by Federal Agencies Under Special Financing Authorities,prior_fytd_net_txn_amt,Prior Fiscal Year to Date Net Transaction Amount,The total amount of transactional activity for the prior fiscal year for an account.,CURRENCY,0
Monthly Treasury Statement (MTS),Securities Issued by Federal Agencies Under Special Financing Authorities,begin_year_acct_bal_amt,Beginning Year Account Balance Amount,The opening balance for an account for the fiscal year.,CURRENCY,0
Monthly Treasury Statement (MTS),Securities Issued by Federal Agencies Under Special Financing Authorities,begin_month_acct_bal_amt,Beginning Month Account Balance Amount,The opening balance for an account for the current month.,CURRENCY,0
Monthly Treasury Statement (MTS),Securities Issued by Federal Agencies Under Special Financing Authorities,close_month_acct_bal_amt,Closing Month Account Balance Amount,The closing balance for an account for the current month.,CURRENCY,0
Monthly Treasury Statement (MTS),Securities Issued by Federal Agencies Under Special Financing Authorities,table_nbr,Table Number,The corresponding table number in the Monthly Treasury Statement.,STRING,1
Monthly Treasury Statement (MTS),Securities Issued by Federal Agencies Under Special Financing Authorities,src_line_nbr,Source Line Number,Indicates the row of the corresponding table on the Monthly Treasury Statement where a data point can be found.  This can assist in structuring the data in a similar format to the Monthly Treasury Statement and in understanding potential hierarchies within the table.,NUMBER,1
Monthly Treasury Statement (MTS),Securities Issued by Federal Agencies Under Special Financing Authorities,print_order_nbr,Print Order Sequence Number,A sequence for recreating the table structure as seen on the Monthly Treasury Statement.,STRING,1
Monthly Treasury Statement (MTS),Securities Issued by Federal Agencies Under Special Financing Authorities,line_code_nbr,Line Code Number,"Similar to print_order_nbr, line_code_nbr is a sequence for recreating the table structure as seen on the Monthly Treasury Statement.",STRING,1
Monthly Treasury Statement (MTS),Securities Issued by Federal Agencies Under Special Financing Authorities,data_type_cd,Data Type Code,"Identifier for the specificity of the underlying data point. D = Detail Record, S = Sub-header, T = Total.",STRING,1
Monthly Treasury Statement (MTS),Securities Issued by Federal Agencies Under Special Financing Authorities,record_type_cd,Record Type Code,"Identifier for the type of data point recorded. C = Chapter, SG = Schedule 3 Group, SL = Special Line.",STRING,1
Monthly Treasury Statement (MTS),Securities Issued by Federal Agencies Under Special Financing Authorities,sequence_level_nbr,Sequence Level Number,Sequence_level_nbr is an identifier used to represent hierarchies within data.,STRING,1
Monthly Treasury Statement (MTS),Securities Issued by Federal Agencies Under Special Financing Authorities,sequence_number_cd,Sequence Number Code,"A more detailed identifier used to represent hierarchies within data.  Similar to print_order_nbr, sequence_number_cd can be used to structure the data in a similar format to the Monthly Treasury Statement.",STRING,1
Monthly Treasury Statement (MTS),Securities Issued by Federal Agencies Under Special Financing Authorities,record_fiscal_year,Fiscal Year,The fiscal year associated with record_date.  The federal government's fiscal year runs from October 1 to September 30.,YEAR,1
Monthly Treasury Statement (MTS),Securities Issued by Federal Agencies Under Special Financing Authorities,record_fiscal_quarter,Fiscal Quarter Number,"The fiscal quarter associated with record_date.  For the federal government these quarters are: Q1 - October to December, Q2 - January to March, Q3 - April to June, Q4 - July to September.",QUARTER,1
Monthly Treasury Statement (MTS),Securities Issued by Federal Agencies Under Special Financing Authorities,record_calendar_year,Calendar Year,The calendar year associated with record_date.,YEAR,1
Monthly Treasury Statement (MTS),Securities Issued by Federal Agencies Under Special Financing Authorities,record_calendar_quarter,Calendar Quarter Number,The calendar quarter associated with record_date.,QUARTER,1
Monthly Treasury Statement (MTS),Securities Issued by Federal Agencies Under Special Financing Authorities,record_calendar_month,Calendar Month Number,The calendar month associated with record_date.,MONTH,1
Monthly Treasury Statement (MTS),Securities Issued by Federal Agencies Under Special Financing Authorities,record_calendar_day,Calendar Day Number,The calendar day associated with record_date.,DAY,1
Monthly Treasury Statement (MTS),Federal Agency Borrowing Financed Through the Issue of Treasury Securities,record_date,Record Date,The date that data was published.,DATE,1
Monthly Treasury Statement (MTS),Federal Agency Borrowing Financed Through the Issue of Treasury Securities,parent_id,Parent ID,Identifies which record the classification_id belongs to in the hierarchy.,STRING,1
Monthly Treasury Statement (MTS),Federal Agency Borrowing Financed Through the Issue of Treasury Securities,classification_id,Classification ID,Unique identifier for a particular data point. This ID changes each time the MTS is published. The value is never repeated or reused.,STRING,1
Monthly Treasury Statement (MTS),Federal Agency Borrowing Financed Through the Issue of Treasury Securities,classification_desc,Classification Description,A more detailed description for the recorded data point.,STRING,1
Monthly Treasury Statement (MTS),Federal Agency Borrowing Financed Through the Issue of Treasury Securities,current_month_net_txn_amt,Current Month Net Transaction Amount,The total amount of transactional activity for the month for an account.,CURRENCY,1
Monthly Treasury Statement (MTS),Federal Agency Borrowing Financed Through the Issue of Treasury Securities,fytd_net_txn_amt,Fiscal Year to Date Net Transaction Amount,The total amount of transactional activity for the fiscal year for an account.,CURRENCY,1
Monthly Treasury Statement (MTS),Federal Agency Borrowing Financed Through the Issue of Treasury Securities,prior_fytd_net_txn_amt,Prior Fiscal Year to Date Net Transaction Amount,The total amount of transactional activity for the prior fiscal year for an account.,CURRENCY,1
Monthly Treasury Statement (MTS),Federal Agency Borrowing Financed Through the Issue of Treasury Securities,begin_year_acct_bal_amt,Beginning Year Account Balance Amount,The opening balance for an account for the fiscal year.,CURRENCY,1
Monthly Treasury Statement (MTS),Federal Agency Borrowing Financed Through the Issue of Treasury Securities,begin_month_acct_bal_amt,Beginning Month Account Balance Amount,The opening balance for an account for the current month.,CURRENCY,1
Monthly Treasury Statement (MTS),Federal Agency Borrowing Financed Through the Issue of Treasury Securities,close_month_acct_bal_amt,Closing Month Account Balance Amount,The closing balance for an account for the current month.,CURRENCY,1
Monthly Treasury Statement (MTS),Federal Agency Borrowing Financed Through the Issue of Treasury Securities,table_nbr,Table Number,The corresponding table number in the Monthly Treasury Statement.,STRING,1
Monthly Treasury Statement (MTS),Federal Agency Borrowing Financed Through the Issue of Treasury Securities,src_line_nbr,Source Line Number,Indicates the row of the corresponding table on the Monthly Treasury Statement where a data point can be found.  This can assist in structuring the data in a similar format to the Monthly Treasury Statement and in understanding potential hierarchies within the table.,NUMBER,1
Monthly Treasury Statement (MTS),Federal Agency Borrowing Financed Through the Issue of Treasury Securities,print_order_nbr,Print Order Sequence Number,A sequence for recreating the table structure as seen on the Monthly Treasury Statement.,STRING,1
Monthly Treasury Statement (MTS),Federal Agency Borrowing Financed Through the Issue of Treasury Securities,line_code_nbr,Line Code Number,"Similar to print_order_nbr, line_code_nbr is a sequence for recreating the table structure as seen on the Monthly Treasury Statement.",STRING,1
Monthly Treasury Statement (MTS),Federal Agency Borrowing Financed Through the Issue of Treasury Securities,data_type_cd,Data Type Code,"Identifier for the specificity of the underlying data point. D = Detail Record, S = Sub-header, T = Total.",STRING,1
Monthly Treasury Statement (MTS),Federal Agency Borrowing Financed Through the Issue of Treasury Securities,record_type_cd,Record Type Code,"Identifier for the type of data point recorded. A = Agency, B = Bureau, BL = Business Line, C = Chapter, P = Program.",STRING,1
Monthly Treasury Statement (MTS),Federal Agency Borrowing Financed Through the Issue of Treasury Securities,sequence_level_nbr,Sequence Level Number,Sequence_level_nbr is an identifier used to represent hierarchies within data.,STRING,1
Monthly Treasury Statement (MTS),Federal Agency Borrowing Financed Through the Issue of Treasury Securities,sequence_number_cd,Sequence Number Code,"A more detailed identifier used to represent hierarchies within data.  Similar to print_order_nbr, sequence_number_cd can be used to structure the data in a similar format to the Monthly Treasury Statement.",STRING,1
Monthly Treasury Statement (MTS),Federal Agency Borrowing Financed Through the Issue of Treasury Securities,record_fiscal_year,Fiscal Year,The fiscal year associated with record_date.  The federal government's fiscal year runs from October 1 to September 30.,YEAR,1
Monthly Treasury Statement (MTS),Federal Agency Borrowing Financed Through the Issue of Treasury Securities,record_fiscal_quarter,Fiscal Quarter Number,"The fiscal quarter associated with record_date.  For the federal government these quarters are: Q1 - October to December, Q2 - January to March, Q3 - April to June, Q4 - July to September.",QUARTER,1
Monthly Treasury Statement (MTS),Federal Agency Borrowing Financed Through the Issue of Treasury Securities,record_calendar_year,Calendar Year,The calendar year associated with record_date.,YEAR,1
Monthly Treasury Statement (MTS),Federal Agency Borrowing Financed Through the Issue of Treasury Securities,record_calendar_quarter,Calendar Quarter Number,The calendar quarter associated with record_date.,QUARTER,1
Monthly Treasury Statement (MTS),Federal Agency Borrowing Financed Through the Issue of Treasury Securities,record_calendar_month,Calendar Month Number,The calendar month associated with record_date.,MONTH,1
Monthly Treasury Statement (MTS),Federal Agency Borrowing Financed Through the Issue of Treasury Securities,record_calendar_day,Calendar Day Number,The calendar day associated with record_date.,DAY,1
Monthly Treasury Statement (MTS),Investments of Federal Government Accounts in Federal Securities,record_date,Record Date,The date that data was published.,DATE,1
Monthly Treasury Statement (MTS),Investments of Federal Government Accounts in Federal Securities,parent_id,Parent ID,Identifies which record the classification_id belongs to in the hierarchy.,STRING,0
Monthly Treasury Statement (MTS),Investments of Federal Government Accounts in Federal Securities,classification_id,Classification ID,Unique identifier for a particular data point. This ID changes each time the MTS is published. The value is never repeated or reused.,STRING,1
Monthly Treasury Statement (MTS),Investments of Federal Government Accounts in Federal Securities,classification_desc,Classification Description,A more detailed description for the recorded data point.,STRING,1
Monthly Treasury Statement (MTS),Investments of Federal Government Accounts in Federal Securities,current_month_net_txn_amt,Current Month Net Transaction Amount,The total amount of transactional activity for the month for an account.,CURRENCY,0
Monthly Treasury Statement (MTS),Investments of Federal Government Accounts in Federal Securities,fytd_net_txn_amt,Fiscal Year to Date Net Transaction Amount,The total amount of transactional activity for the fiscal year for an account.,CURRENCY,0
Monthly Treasury Statement (MTS),Investments of Federal Government Accounts in Federal Securities,prior_fytd_net_txn_amt,Prior Fiscal Year to Date Net Transaction Amount,The total amount of transactional activity for the prior fiscal year for an account.,CURRENCY,0
Monthly Treasury Statement (MTS),Investments of Federal Government Accounts in Federal Securities,begin_year_acct_bal_amt,Beginning Year Account Balance Amount,The opening balance for an account for the fiscal year.,CURRENCY,0
Monthly Treasury Statement (MTS),Investments of Federal Government Accounts in Federal Securities,begin_month_acct_bal_amt,Beginning Month Account Balance Amount,The opening balance for an account for the current month.,CURRENCY,0
Monthly Treasury Statement (MTS),Investments of Federal Government Accounts in Federal Securities,close_month_acct_bal_amt,Closing Month Account Balance Amount,The closing balance for an account for the current month.,CURRENCY,0
Monthly Treasury Statement (MTS),Investments of Federal Government Accounts in Federal Securities,table_nbr,Table Number,The corresponding table number in the Monthly Treasury Statement.,STRING,1
Monthly Treasury Statement (MTS),Investments of Federal Government Accounts in Federal Securities,src_line_nbr,Source Line Number,Indicates the row of the corresponding table on the Monthly Treasury Statement where a data point can be found.  This can assist in structuring the data in a similar format to the Monthly Treasury Statement and in understanding potential hierarchies within the table.,NUMBER,1
Monthly Treasury Statement (MTS),Investments of Federal Government Accounts in Federal Securities,print_order_nbr,Print Order Sequence Number,A sequence for recreating the table structure as seen on the Monthly Treasury Statement.,STRING,1
Monthly Treasury Statement (MTS),Investments of Federal Government Accounts in Federal Securities,line_code_nbr,Line Code Number,"Similar to print_order_nbr, line_code_nbr is a sequence for recreating the table structure as seen on the Monthly Treasury Statement.",STRING,1
Monthly Treasury Statement (MTS),Investments of Federal Government Accounts in Federal Securities,data_type_cd,Data Type Code,"Identifier for the specificity of the underlying data point. D = Detail Record, S = Sub-header, T = Total.",STRING,1
Monthly Treasury Statement (MTS),Investments of Federal Government Accounts in Federal Securities,record_type_cd,Record Type Code,"Identifier for the type of data point recorded. A = Agency, B = Bureau, C = Chapter, FT = Fund Type, P = Program, SL = Special Line.",STRING,1
Monthly Treasury Statement (MTS),Investments of Federal Government Accounts in Federal Securities,sequence_level_nbr,Sequence Level Number,Sequence_level_nbr is an identifier used to represent hierarchies within data.,STRING,1
Monthly Treasury Statement (MTS),Investments of Federal Government Accounts in Federal Securities,sequence_number_cd,Sequence Number Code,"A more detailed identifier used to represent hierarchies within data.  Similar to print_order_nbr, sequence_number_cd can be used to structure the data in a similar format to the Monthly Treasury Statement.",STRING,1
Monthly Treasury Statement (MTS),Investments of Federal Government Accounts in Federal Securities,record_fiscal_year,Fiscal Year,The fiscal year associated with record_date.  The federal government's fiscal year runs from October 1 to September 30.,YEAR,1
Monthly Treasury Statement (MTS),Investments of Federal Government Accounts in Federal Securities,record_fiscal_quarter,Fiscal Quarter Number,"The fiscal quarter associated with record_date.  For the federal government these quarters are: Q1 - October to December, Q2 - January to March, Q3 - April to June, Q4 - July to September.",QUARTER,1
Monthly Treasury Statement (MTS),Investments of Federal Government Accounts in Federal Securities,record_calendar_year,Calendar Year,The calendar year associated with record_date.,YEAR,1
Monthly Treasury Statement (MTS),Investments of Federal Government Accounts in Federal Securities,record_calendar_quarter,Calendar Quarter Number,The calendar quarter associated with record_date.,QUARTER,1
Monthly Treasury Statement (MTS),Investments of Federal Government Accounts in Federal Securities,record_calendar_month,Calendar Month Number,The calendar month associated with record_date.,MONTH,1
Monthly Treasury Statement (MTS),Investments of Federal Government Accounts in Federal Securities,record_calendar_day,Calendar Day Number,The calendar day associated with record_date.,DAY,1
Monthly Treasury Statement (MTS),"Guaranteed and Direct Loan Financing, Net Activity",record_date,Record Date,The date that data was published.,DATE,1
Monthly Treasury Statement (MTS),"Guaranteed and Direct Loan Financing, Net Activity",parent_id,Parent ID,Identifies which record the classification_id belongs to in the hierarchy.,STRING,0
Monthly Treasury Statement (MTS),"Guaranteed and Direct Loan Financing, Net Activity",classification_id,Classification ID,Unique identifier for a particular data point. This ID changes each time the MTS is published. The value is never repeated or reused.,STRING,1
Monthly Treasury Statement (MTS),"Guaranteed and Direct Loan Financing, Net Activity",classification_desc,Classification Description,A more detailed description for the recorded data point.,STRING,1
Monthly Treasury Statement (MTS),"Guaranteed and Direct Loan Financing, Net Activity",current_month_net_txn_amt,Current Month Net Transaction Amount,The total amount of transactional activity for the month for an account.,CURRENCY,0
Monthly Treasury Statement (MTS),"Guaranteed and Direct Loan Financing, Net Activity",fytd_net_txn_amt,Fiscal Year to Date Net Transaction Amount,The total amount of transactional activity for the fiscal year for an account.,CURRENCY,0
Monthly Treasury Statement (MTS),"Guaranteed and Direct Loan Financing, Net Activity",prior_fytd_net_txn_amt,Prior Fiscal Year to Date Net Transaction Amount,The total amount of transactional activity for the prior fiscal year for an account.,CURRENCY,0
Monthly Treasury Statement (MTS),"Guaranteed and Direct Loan Financing, Net Activity",begin_year_acct_bal_amt,Beginning Year Account Balance Amount,The opening balance for an account for the fiscal year.,CURRENCY,0
Monthly Treasury Statement (MTS),"Guaranteed and Direct Loan Financing, Net Activity",begin_month_acct_bal_amt,Beginning Month Account Balance Amount,The opening balance for an account for the current month.,CURRENCY,0
Monthly Treasury Statement (MTS),"Guaranteed and Direct Loan Financing, Net Activity",close_month_acct_bal_amt,Closing Month Account Balance Amount,The closing balance for an account for the current month.,CURRENCY,0
Monthly Treasury Statement (MTS),"Guaranteed and Direct Loan Financing, Net Activity",table_nbr,Table Number,The corresponding table number in the Monthly Treasury Statement.,STRING,1
Monthly Treasury Statement (MTS),"Guaranteed and Direct Loan Financing, Net Activity",src_line_nbr,Source Line Number,Indicates the row of the corresponding table on the Monthly Treasury Statement where a data point can be found.  This can assist in structuring the data in a similar format to the Monthly Treasury Statement and in understanding potential hierarchies within the table.,NUMBER,1
Monthly Treasury Statement (MTS),"Guaranteed and Direct Loan Financing, Net Activity",print_order_nbr,Print Order Sequence Number,A sequence for recreating the table structure as seen on the Monthly Treasury Statement.,STRING,1
Monthly Treasury Statement (MTS),"Guaranteed and Direct Loan Financing, Net Activity",line_code_nbr,Line Code Number,"Similar to print_order_nbr, line_code_nbr is a sequence for recreating the table structure as seen on the Monthly Treasury Statement.",STRING,1
Monthly Treasury Statement (MTS),"Guaranteed and Direct Loan Financing, Net Activity",data_type_cd,Data Type Code,"Identifier for the specificity of the underlying data point. D = Detail Record, S = Sub-header, T = Total.",STRING,1
Monthly Treasury Statement (MTS),"Guaranteed and Direct Loan Financing, Net Activity",record_type_cd,Record Type Code,"Identifier for the type of data point recorded. A = Agency, B = Bureau, C = Chapter, FI = Financial Indicator, P = Program.",STRING,1
Monthly Treasury Statement (MTS),"Guaranteed and Direct Loan Financing, Net Activity",sequence_level_nbr,Sequence Level Number,Sequence_level_nbr is an identifier used to represent hierarchies within data.,STRING,1
Monthly Treasury Statement (MTS),"Guaranteed and Direct Loan Financing, Net Activity",sequence_number_cd,Sequence Number Code,"A more detailed identifier used to represent hierarchies within data.  Similar to print_order_nbr, sequence_number_cd can be used to structure the data in a similar format to the Monthly Treasury Statement.",STRING,1
Monthly Treasury Statement (MTS),"Guaranteed and Direct Loan Financing, Net Activity",record_fiscal_year,Fiscal Year,The fiscal year associated with record_date.  The federal government's fiscal year runs from October 1 to September 30.,YEAR,1
Monthly Treasury Statement (MTS),"Guaranteed and Direct Loan Financing, Net Activity",record_fiscal_quarter,Fiscal Quarter Number,"The fiscal quarter associated with record_date.  For the federal government these quarters are: Q1 - October to December, Q2 - January to March, Q3 - April to June, Q4 - July to September.",QUARTER,1
Monthly Treasury Statement (MTS),"Guaranteed and Direct Loan Financing, Net Activity",record_calendar_year,Calendar Year,The calendar year associated with record_date.,YEAR,1
Monthly Treasury Statement (MTS),"Guaranteed and Direct Loan Financing, Net Activity",record_calendar_quarter,Calendar Quarter Number,The calendar quarter associated with record_date.,QUARTER,1
Monthly Treasury Statement (MTS),"Guaranteed and Direct Loan Financing, Net Activity",record_calendar_month,Calendar Month Number,The calendar month associated with record_date.,MONTH,1
Monthly Treasury Statement (MTS),"Guaranteed and Direct Loan Financing, Net Activity",record_calendar_day,Calendar Day Number,The calendar day associated with record_date.,DAY,1
Monthly Treasury Statement (MTS),Receipts and Outlays of the U.S. Government by Month,record_date,Record Date,The date that data was published.,DATE,0
Monthly Treasury Statement (MTS),Receipts and Outlays of the U.S. Government by Month,parent_id,Parent ID,Identifies which record the classification_id belongs to in the hierarchy.,STRING,1
Monthly Treasury Statement (MTS),Receipts and Outlays of the U.S. Government by Month,classification_id,Classification ID,Unique identifier for a particular data point. This ID changes each time the MTS is published. The value is never repeated or reused.,STRING,1
Monthly Treasury Statement (MTS),Receipts and Outlays of the U.S. Government by Month,classification_desc,Classification Description,A more detailed description for the recorded data point.,STRING,1
Monthly Treasury Statement (MTS),Receipts and Outlays of the U.S. Government by Month,oct_rcpt_outly_amt,October Receipts and Outlays Amount,Amount of receipts or outlays for October.,CURRENCY,0
Monthly Treasury Statement (MTS),Receipts and Outlays of the U.S. Government by Month,nov_rcpt_outly_amt,November Receipts and Outlays Amount,Amount of receipts or outlays for November.,CURRENCY,0
Monthly Treasury Statement (MTS),Receipts and Outlays of the U.S. Government by Month,dec_rcpt_outly_amt,December Receipts and Outlays Amount,Amount of receipts or outlays for December.,CURRENCY,0
Monthly Treasury Statement (MTS),Receipts and Outlays of the U.S. Government by Month,jan_rcpt_outly_amt,January Receipts and Outlays Amount,Amount of receipts or outlays for January.,CURRENCY,0
Monthly Treasury Statement (MTS),Receipts and Outlays of the U.S. Government by Month,feb_rcpt_outly_amt,February Receipts and Outlays Amount,Amount of receipts or outlays for February.,CURRENCY,0
Monthly Treasury Statement (MTS),Receipts and Outlays of the U.S. Government by Month,mar_rcpt_outly_amt,March Receipts and Outlays Amount,Amount of receipts or outlays for March.,CURRENCY,0
Monthly Treasury Statement (MTS),Receipts and Outlays of the U.S. Government by Month,apr_rcpt_outly_amt,April Receipts and Outlays Amount,Amount of receipts or outlays for April.,CURRENCY,0
Monthly Treasury Statement (MTS),Receipts and Outlays of the U.S. Government by Month,may_rcpt_outly_amt,May Receipts and Outlays Amount,Amount of receipts or outlays for May.,CURRENCY,0
Monthly Treasury Statement (MTS),Receipts and Outlays of the U.S. Government by Month,jun_rcpt_outly_amt,June Receipts and Outlays Amount,Amount of receipts or outlays for June.,CURRENCY,0
Monthly Treasury Statement (MTS),Receipts and Outlays of the U.S. Government by Month,jul_rcpt_outly_amt,July Receipts and Outlays Amount,Amount of receipts or outlays for July.,CURRENCY,0
Monthly Treasury Statement (MTS),Receipts and Outlays of the U.S. Government by Month,aug_rcpt_outly_amt,August Receipts and Outlays Amount,Amount of receipts or outlays for August.,CURRENCY,0
Monthly Treasury Statement (MTS),Receipts and Outlays of the U.S. Government by Month,sep_rcpt_outly_amt,September Receipts and Outlays Amount,Amount of receipts or outlays for September.,CURRENCY,0
Monthly Treasury Statement (MTS),Receipts and Outlays of the U.S. Government by Month,current_fytd_rcpt_outly_amt,Current FYTD Receipt or Outlay Amount,Amount of receipts or outlays for the fiscal year to date.,CURRENCY,1
Monthly Treasury Statement (MTS),Receipts and Outlays of the U.S. Government by Month,prior_fytd_rcpt_outly_amt,Prior FYTD Receipt or Outlay Amount,Amount of receipts or outlays for the prior fiscal year to date.,CURRENCY,1
Monthly Treasury Statement (MTS),Receipts and Outlays of the U.S. Government by Month,table_nbr,Table Number,The corresponding table number in the Monthly Treasury Statement.,STRING,1
Monthly Treasury Statement (MTS),Receipts and Outlays of the U.S. Government by Month,src_line_nbr,Source Line Number,Indicates the row of the corresponding table on the Monthly Treasury Statement where a data point can be found.  This can assist in structuring the data in a similar format to the Monthly Treasury Statement and in understanding potential hierarchies within the table.,NUMBER,1
Monthly Treasury Statement (MTS),Receipts and Outlays of the U.S. Government by Month,print_order_nbr,Print Order Sequence Number,A sequence for recreating the table structure as seen on the Monthly Treasury Statement.,STRING,1
Monthly Treasury Statement (MTS),Receipts and Outlays of the U.S. Government by Month,line_code_nbr,Line Code Number,"Similar to print_order_nbr, line_code_nbr is a sequence for recreating the table structure as seen on the Monthly Treasury Statement.",STRING,1
Monthly Treasury Statement (MTS),Receipts and Outlays of the U.S. Government by Month,data_type_cd,Data Type Code,"Identifier for the specificity of the underlying data point. D = Detail Record, S = Sub-header, T = Total.",STRING,1
Monthly Treasury Statement (MTS),Receipts and Outlays of the U.S. Government by Month,record_type_cd,Record Type Code,"Identifier for the type of data point recorded. A = Agency, B = Bureau, C = Chapter, P = Program, RSG = Receipt Source Group, SL = Special Line, SLI = Special Line - Italics, UORG = Undistributed Offsetting Receipts Group.",STRING,1
