index,Index,Label,unit,start,last,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
CUURA421SATCLTB  ,CUURA421SATCLTB  ,"Transportation commodities less motor fuel in Los Angeles-Riverside-Orange County, CA, all urban consumers, not seasonally adjusted",Index base: 2009.12=100,2009-M12,2017-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.698,102.839,104.56,103.98899999999999,103.09,102.698,100.91,99.26100000000001
CUURA421SEFV     ,CUURA421SEFV     ,"Food away from home in Los Angeles-Riverside-Orange County, CA, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1952-M12,2017-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.2,21.8,22.5,23.6,24.4,25.5,26.4,27.8,28.4,28.9,29.7,30.2,31.2,32.0,33.4,34.9,36.3,38.0,39.4,41.0,44.3,49.9,54.6,58.7,63.4,69.8,77.2,82.6,89.3,95.0,100.7,104.4,107.9,111.3,113.2,116.6,123.6,129.1,133.1,136.9,139.3,141.0,143.6,146.2,150.4,153.8,156.1,159.4,165.6,170.6,174.9,178.7,185.2,191.4,195.12400000000002,201.138,207.05599999999998,209.64700000000002,215.15400000000002,220.62599999999998,222.293,228.34599999999998,234.68900000000002,243.517,252.99200000000002
CUURA421SEHA     ,CUURA421SEHA     ,"Rent of primary residence in Los Angeles-Riverside-Orange County, CA, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1914-M12,2017-M13,,17.4,17.2,17.4,18.0,19.9,26.0,32.4,34.3,34.9,35.1,32.2,29.5,28.1,27.0,25.7,24.6,23.0,20.2,16.7,15.3,15.2,15.9,17.7,18.5,18.5,18.3,18.4,18.9,19.0,19.1,19.2,19.5,20.4,22.3,23.7,25.2,27.7,28.9,29.9,30.7,30.8,31.3,31.8,32.3,32.5,32.9,33.5,33.9,34.4,35.0,35.5,35.8,36.2,37.0,38.4,40.6,42.2,43.0,44.2,46.4,48.9,52.3,57.0,62.2,68.3,76.6,85.3,93.5,99.6,106.9,115.6,123.8,130.5,136.8,143.2,149.6,153.9,155.8,156.1,156.4,155.7,157.3,159.6,164.0,169.9,176.8,186.4,197.0,207.4,220.7,234.9,248.5,263.758,275.67900000000003,280.255,279.752,283.445,289.52,296.56,304.959,316.749,331.606,348.371
CUURA421SEHC     ,CUURA421SEHC     ,"Owners' equivalent rent of residences in Los Angeles-Riverside-Orange County, CA, all urban consumers, not seasonally adjusted",Index base: 1982.12=100,1982-M12,2017-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.1,110.1,117.1,125.5,133.5,140.6,148.4,158.8,163.2,167.5,169.5,170.0,171.2,173.1,175.7,180.6,186.2,192.2,200.8,211.5,221.7,232.3,246.5,259.9,274.86,284.897,287.63,285.512,287.124,292.556,297.996,304.621,314.619,328.4240000000001,343.319
CUURA421SEHC01   ,CUURA421SEHC01   ,"Owners' equivalent rent of primary residence in Los Angeles-Riverside-Orange County, CA, all urban consumers, not seasonally adjusted",Index base: 1982.12=100,1982-M12,2017-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.1,110.1,117.1,125.5,133.5,140.6,148.4,158.8,163.2,167.5,169.5,170.0,171.2,173.1,175.7,180.6,186.2,192.2,200.8,211.5,221.7,232.3,246.5,259.9,274.86,284.897,287.63,285.512,287.124,292.5540000000001,297.994,304.616,314.6020000000001,328.405,343.3
CUURA421SEHF     ,CUURA421SEHF     ,"Energy services in Los Angeles-Riverside-Orange County, CA, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1935-M03,2017-M13,,,,,,,,,,,,,,,,,,,,,,18.8,17.9,17.6,17.6,17.2,16.8,16.6,16.6,16.4,16.2,16.2,16.2,15.9,15.9,15.9,16.5,16.6,16.9,17.4,17.5,18.3,18.5,19.1,20.9,21.2,22.9,23.6,23.6,23.4,23.1,22.8,22.7,22.7,23.0,23.6,25.1,27.7,29.5,31.6,36.8,40.9,42.3,44.2,47.0,55.4,73.1,78.0,90.5,102.9,106.5,108.9,110.2,110.5,114.1,120.8,126.6,138.4,137.2,142.4,144.4,149.4,145.5,150.5,140.1,138.1,150.3,179.0,189.7,187.7,181.9,202.3,238.3,234.972,242.71099999999998,222.463,238.391,241.294,239.507,260.254,267.589,259.704,263.975,262.785
CUURA421SEHF01   ,CUURA421SEHF01   ,"Electricity in Los Angeles-Riverside-Orange County, CA, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1971-M05,2017-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.3,41.8,50.9,53.8,55.6,58.7,61.9,66.8,87.0,92.4,100.4,97.8,101.8,105.5,110.1,109.2,119.8,132.0,139.9,151.9,156.9,158.7,161.5,168.7,163.7,167.9,155.0,154.1,154.1,200.8,230.9,210.6,186.7,199.4,267.2,260.927,254.78400000000002,264.181,278.048,280.478,286.282,305.905,303.615,299.1620000000001,302.3040000000001,299.702
CUURA421SEHF02   ,CUURA421SEHF02   ,"Utility (piped) gas service in Los Angeles-Riverside-Orange County, CA, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1971-M05,2017-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.4,23.8,26.6,30.9,31.9,33.1,35.4,46.6,62.3,66.8,82.9,106.9,110.2,111.4,110.3,124.7,116.2,113.7,116.4,129.1,116.5,128.7,129.4,130.8,128.4,135.5,128.8,124.9,159.3,159.8,140.2,173.7,193.4,226.6,210.8,212.322,248.52900000000002,169.707,192.44099999999997,196.864,177.81099999999995,202.127,228.025,213.142,221.753,223.54
CUURA421SETB     ,CUURA421SETB     ,"Motor fuel in Los Angeles-Riverside-Orange County, CA, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2017-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5,71.3,96.8,108.3,104.2,98.3,97.5,98.0,78.0,78.3,80.1,86.8,98.9,93.5,106.3,107.1,105.0,103.0,104.4,105.4,91.5,104.7,124.7,125.0,120.2,145.1,169.1,195.1,221.3,237.576,273.976,208.845,240.89700000000002,298.503,315.841,306.21,293.025,250.916,213.393,232.955
CUURA421SETB01   ,CUURA421SETB01   ,"Gasoline (all types) in Los Angeles-Riverside-Orange County, CA, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2017-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5,71.3,96.7,108.3,104.2,98.3,97.6,97.9,77.9,78.3,79.8,86.4,98.7,92.8,106.5,107.0,104.4,102.3,102.8,103.2,89.4,102.3,121.9,122.2,117.6,142.1,165.6,191.0,216.7,232.69400000000002,267.868,205.00099999999998,236.206,292.347,309.405,299.965,286.654,245.60299999999998,208.825,227.797
CUURA421SS47014  ,CUURA421SS47014  ,"Gasoline, unleaded regular in Los Angeles-Riverside-Orange County, CA, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1976-M01,2017-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.1,49.2,52.9,72.0,97.1,108.4,103.9,98.1,98.0,98.2,77.4,76.9,78.0,84.7,97.6,91.7,105.1,104.6,102.2,100.9,100.9,101.2,87.0,99.8,120.2,121.0,115.8,140.9,164.5,190.1,216.3,232.407,268.796,204.658,236.623,293.7,311.14799999999997,301.635,288.192,246.454,209.00099999999998,228.03900000000002
CUURA421SS47015  ,CUURA421SS47015  ,"Gasoline, unleaded midgrade in Los Angeles-Riverside-Orange County, CA, all urban consumers, not seasonally adjusted",Index base: 1993.12=100,1993-M12,2017-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.0,98.3,100.7,100.8,87.2,100.3,118.9,118.7,113.7,136.6,158.6,182.6,205.8,220.761,252.845,194.588,223.55200000000002,275.351,291.438,282.767,271.607,234.47799999999998,200.77200000000002,219.00400000000002
CUURA421SS47016  ,CUURA421SS47016  ,"Gasoline, unleaded premium in Los Angeles-Riverside-Orange County, CA, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1981-M08,2017-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.4,98.7,98.7,81.7,81.6,83.0,89.5,100.5,94.6,108.1,110.1,108.3,105.5,103.9,103.7,91.4,104.1,121.6,120.9,117.4,139.4,161.5,184.9,208.8,223.87400000000002,255.049,197.545,225.516,276.67400000000004,291.666,282.736,269.722,232.75900000000001,200.453,218.482
CUURA425AA0      ,CUURA425AA0      ,"All items - old base in Portland-Salem, OR-WA, all urban consumers, not seasonally adjusted",Index base: 1967=100,1914-M12,1986-M13,30.6,29.9,30.7,36.0,44.1,51.7,58.5,50.7,48.0,48.5,48.3,48.5,48.1,47.5,46.7,46.3,45.3,40.9,37.3,35.4,36.6,37.9,38.7,40.6,40.2,39.8,39.8,42.3,48.2,51.2,51.8,53.4,57.2,64.6,70.5,69.7,71.0,76.7,78.4,78.8,78.7,78.6,80.5,83.1,84.9,85.9,87.1,88.1,88.5,90.2,92.2,94.6,97.5,100.0,103.5,108.6,113.2,116.1,119.5,127.3,142.8,156.5,167.0,180.2,198.4,225.4,255.4,278.2,287.0,290.1,301.0,312.4,316.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA425SA0      ,CUURA425SA0      ,"All items in Portland-Salem, OR-WA, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1914-M12,1986-M13,10.5,10.2,10.5,12.3,15.1,17.7,20.0,17.3,16.4,16.6,16.5,16.6,16.4,16.2,16.0,15.8,15.5,14.0,12.7,12.1,12.5,12.9,13.2,13.9,13.7,13.6,13.6,14.4,16.5,17.5,17.7,18.2,19.5,22.1,24.1,23.8,24.3,26.2,26.8,26.9,26.9,26.8,27.5,28.4,29.0,29.3,29.8,30.1,30.2,30.8,31.5,32.3,33.3,34.2,35.4,37.1,38.7,39.7,40.8,43.5,48.8,53.5,57.0,61.6,67.8,77.0,87.2,95.0,98.0,99.1,102.8,106.7,108.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA425SA0E     ,CUURA425SA0E     ,"Energy in Portland-Salem, OR-WA, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1978-M01,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.1,68.5,92.5,103.9,102.0,97.9,100.0,103.2,86.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA425SA0L1E   ,CUURA425SA0L1E   ,"All items less food and energy in Portland-Salem, OR-WA, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1982-M01,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.6,99.2,103.2,107.6,111.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA425SA0L2    ,CUURA425SA0L2    ,"All items less shelter in Portland-Salem, OR-WA, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1976-M01,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.3,62.4,67.1,74.6,83.1,91.2,96.6,99.6,103.8,107.6,108.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA425SA0L5    ,CUURA425SA0L5    ,"All items  less medical care in Portland-Salem, OR-WA, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1976-M01,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.5,61.9,68.2,77.6,88.0,95.7,98.3,99.0,102.6,106.4,107.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA425SA0LE    ,CUURA425SA0LE    ,"All items less energy in Portland-Salem, OR-WA, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1978-M01,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.1,77.7,86.6,94.0,97.5,99.3,103.2,107.2,111.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA425SAA      ,CUURA425SAA      ,"Apparel in Portland-Salem, OR-WA, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1914-M12,1986-M13,16.5,16.8,18.2,21.7,28.6,36.3,40.5,30.8,25.7,26.6,26.6,26.1,25.9,25.2,24.9,24.5,23.8,21.7,19.2,18.8,20.5,20.5,20.6,21.5,21.4,21.3,21.7,22.5,26.0,27.6,29.4,30.0,32.1,37.9,41.2,39.8,39.5,42.3,41.9,41.6,41.9,42.2,43.2,44.1,44.2,44.5,45.5,45.8,45.5,46.3,46.8,48.2,49.8,51.0,53.2,56.2,58.8,59.5,61.1,65.0,68.9,72.9,76.7,82.1,84.5,85.7,87.8,92.6,95.5,99.6,104.9,107.5,100.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA425SAC      ,CUURA425SAC      ,"Commodities in Portland-Salem, OR-WA, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1976-M01,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.7,63.9,69.4,78.4,87.2,93.7,97.6,99.4,102.9,105.2,102.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA425SACL1    ,CUURA425SACL1    ,"Commodities less food in Portland-Salem, OR-WA, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1976-M01,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.4,63.7,68.9,77.9,87.8,94.2,97.8,99.4,102.8,105.0,100.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA425SACL11   ,CUURA425SACL11   ,"Commodities less food and beverages in Portland-Salem, OR-WA, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1976-M01,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.3,63.7,68.8,77.9,87.8,94.2,97.8,99.3,102.9,105.1,99.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA425SAD      ,CUURA425SAD      ,"Durables in Portland-Salem, OR-WA, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1976-M01,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.2,63.2,69.8,78.2,85.8,91.0,95.1,99.3,105.5,106.7,105.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA425SAF      ,CUURA425SAF      ,"Food and beverages in Portland-Salem, OR-WA, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1976-M01,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.8,64.6,71.1,79.8,85.5,92.3,97.2,99.7,103.2,105.6,108.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA425SAF1     ,CUURA425SAF1     ,"Food in Portland-Salem, OR-WA, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1914-M12,1986-M13,9.8,9.5,10.1,12.8,15.3,17.3,19.7,14.5,13.9,14.0,14.2,14.9,14.8,14.6,14.5,14.8,14.0,11.2,9.8,9.3,10.1,11.1,11.5,12.2,11.4,11.3,11.4,12.8,15.6,16.9,16.7,17.2,19.4,23.4,26.1,24.8,25.5,28.7,28.7,28.0,27.8,27.4,28.2,29.0,29.9,29.9,30.0,30.5,30.7,31.2,31.7,32.4,34.0,34.2,35.3,36.7,37.9,38.7,40.3,45.7,52.8,57.5,60.6,64.5,70.9,79.8,85.5,92.2,97.1,99.6,103.3,105.8,108.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA425SAF11    ,CUURA425SAF11    ,"Food at home in Portland-Salem, OR-WA, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1953-M01,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,30.8,30.1,30.8,31.6,32.8,32.4,32.4,32.7,32.9,33.4,34.2,34.9,36.3,36.0,37.0,38.2,39.5,40.0,41.7,48.0,55.9,60.9,63.3,67.6,74.1,82.7,88.1,94.9,98.3,99.2,102.5,104.6,106.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA425SAF116   ,CUURA425SAF116   ,"Alcoholic beverages in Portland-Salem, OR-WA, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1976-M01,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.9,65.8,73.3,79.4,85.7,94.0,98.5,100.6,100.9,102.6,107.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA425SAG      ,CUURA425SAG      ,"Other goods and services in Portland-Salem, OR-WA, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1976-M01,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.2,56.3,60.3,65.5,73.6,82.1,92.5,101.5,106.0,111.6,121.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA425SAH      ,CUURA425SAH      ,"Housing in Portland-Salem, OR-WA, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1976-M01,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.3,61.2,69.1,79.7,92.4,100.0,100.1,98.6,101.2,104.8,106.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA425SAH1     ,CUURA425SAH1     ,"Shelter in Portland-Salem, OR-WA, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1976-M01,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.5,59.5,69.2,81.1,94.2,101.5,100.8,98.5,100.6,104.9,109.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA425SAH2     ,CUURA425SAH2     ,"Fuels and utilities in Portland-Salem, OR-WA, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1976-M01,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.5,55.1,59.8,68.2,84.3,94.4,96.6,98.5,104.9,108.7,102.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA425SAH21    ,CUURA425SAH21    ,"Household energy in Portland-Salem, OR-WA, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1976-M01,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.8,51.1,55.2,66.5,88.6,98.8,98.7,98.6,102.7,106.8,94.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA425SAH3     ,CUURA425SAH3     ,"Household furnishings and operations in Portland-Salem, OR-WA, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1976-M01,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.0,72.7,77.1,81.6,88.4,96.2,98.5,100.5,100.9,102.2,102.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA425SAM      ,CUURA425SAM      ,"Medical care in Portland-Salem, OR-WA, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1947-M03,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.2,14.7,15.0,15.4,16.3,17.1,17.5,17.9,18.6,19.2,20.3,20.6,20.8,21.8,22.4,22.5,23.0,24.4,25.2,26.0,27.7,29.2,30.9,32.9,34.2,35.3,37.6,41.4,46.0,50.1,55.2,60.2,65.9,74.3,83.3,93.6,100.6,105.8,111.2,119.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA425SAN      ,CUURA425SAN      ,"Nondurables in Portland-Salem, OR-WA, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1976-M01,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.5,63.3,67.9,77.3,87.0,94.6,98.2,99.6,102.2,104.9,101.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA425SANL1    ,CUURA425SANL1    ,"Nondurables less food in Portland-Salem, OR-WA, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1976-M01,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.6,62.3,65.3,75.1,88.3,96.6,99.2,99.6,101.2,104.0,96.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA425SANL11   ,CUURA425SANL11   ,"Nondurables less food and beverages in Portland-Salem, OR-WA, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1976-M01,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.2,62.1,64.8,74.8,88.5,96.8,99.3,99.5,101.2,104.1,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA425SAS      ,CUURA425SAS      ,"Services in Portland-Salem, OR-WA, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1976-M01,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.2,58.3,65.6,75.1,87.3,96.8,98.7,98.6,102.6,108.4,114.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA425SASL2RS  ,CUURA425SASL2RS  ,"Services less rent of shelter in Portland-Salem, OR-WA, all urban consumers, not seasonally adjusted",Index base: 1982.11=100,1982-M11,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.4,108.2,115.2,122.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA425SASL5    ,CUURA425SASL5    ,"Services less medical care services in Portland-Salem, OR-WA, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1976-M01,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.7,58.6,66.4,76.2,88.9,98.4,99.2,98.4,102.3,108.2,114.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA425SAT      ,CUURA425SAT      ,"Transportation in Portland-Salem, OR-WA, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1947-M03,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.8,21.9,23.6,24.0,25.1,26.8,27.6,26.8,26.9,26.9,28.2,29.8,31.1,30.8,30.9,31.2,31.5,32.0,32.4,32.7,34.1,34.9,36.1,37.1,37.3,37.6,38.6,42.4,46.8,51.3,56.2,60.4,70.6,81.7,91.8,97.8,98.5,103.6,108.3,107.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA425SAT1     ,CUURA425SAT1     ,"Private transportation in Portland-Salem, OR-WA, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1947-M03,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.8,23.0,24.7,24.8,25.9,27.6,28.4,27.5,27.2,27.2,28.4,29.8,31.2,30.8,30.9,30.9,31.3,31.2,31.7,32.1,33.1,33.9,34.5,35.6,35.8,36.4,37.7,42.0,46.9,51.5,56.8,61.2,71.6,82.4,92.0,97.8,98.3,103.9,108.5,106.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA425SEFV     ,CUURA425SEFV     ,"Food away from home in Portland-Salem, OR-WA, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1976-M01,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0,58.9,65.0,74.2,80.5,86.8,94.8,100.3,104.9,108.5,110.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA425SEHA     ,CUURA425SEHA     ,"Rent of primary residence in Portland-Salem, OR-WA, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1914-M12,1986-M13,26.6,25.0,22.5,21.1,25.7,32.1,35.4,37.8,38.2,38.0,38.1,37.6,36.5,34.6,32.1,29.6,28.0,26.1,23.0,20.3,19.2,19.6,20.8,22.8,23.6,23.6,23.5,24.1,25.8,26.1,26.2,26.1,26.1,26.9,28.7,29.7,30.8,33.4,35.3,36.2,36.7,37.1,37.6,38.5,38.7,39.2,39.4,39.9,40.3,40.9,41.4,42.1,42.8,44.0,44.9,46.1,48.1,50.2,51.7,53.5,56.3,59.8,63.9,69.5,76.0,83.0,89.2,95.6,98.0,100.0,102.0,106.5,110.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA425SEHC     ,CUURA425SEHC     ,"Owners' equivalent rent of residences in Portland-Salem, OR-WA, all urban consumers, not seasonally adjusted",Index base: 1982.11=100,1982-M11,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.2,103.1,107.5,112.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA425SEHC01   ,CUURA425SEHC01   ,"Owners' equivalent rent of primary residence in Portland-Salem, OR-WA, all urban consumers, not seasonally adjusted",Index base: 1982.11=100,1982-M11,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.2,103.1,107.5,112.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
