index,Index,Label,unit,start,last,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
CWURA210SEFV     ,CWURA210SEFV     ,"Food away from home in Cleveland-Akron, OH, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1952-M12,2017-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.3,21.8,22.2,23.0,23.9,24.4,24.7,25.4,25.9,26.1,26.5,27.0,27.7,29.0,30.4,32.3,34.2,36.2,37.9,38.8,41.9,47.5,52.5,56.3,60.6,65.8,75.7,84.1,91.1,94.0,99.7,106.4,108.7,111.3,114.9,124.6,131.0,136.7,141.4,144.9,148.7,154.2,160.1,164.7,168.6,174.5,178.6,181.3,188.3,192.7,196.6,201.5,206.7,213.6,221.852,231.375,236.53,236.642,243.314,251.471,255.789,260.752,268.346,273.228,277.079
CWURA210SEHA     ,CWURA210SEHA     ,"Rent of primary residence in Cleveland-Akron, OH, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1914-M12,2017-M13,21.4,21.5,22.8,24.4,27.0,33.2,39.4,36.8,37.4,38.2,37.8,36.9,36.0,34.8,34.1,33.5,31.6,27.6,22.9,21.4,21.6,22.1,24.1,25.5,25.5,25.6,26.4,27.7,27.6,27.8,28.0,28.2,29.3,30.9,32.0,33.0,34.4,36.3,39.7,43.2,44.3,46.3,48.2,49.1,49.1,49.4,49.6,49.5,49.4,49.3,49.3,49.6,50.2,51.0,52.2,53.9,55.9,56.7,57.7,59.5,62.1,65.6,70.1,75.1,79.7,85.7,90.2,95.6,100.2,104.2,109.7,115.1,117.8,122.0,125.2,129.6,137.8,142.3,146.0,148.5,152.8,157.2,162.5,170.2,173.2,178.8,184.8,190.4,194.7,199.2,201.0,203.1,207.6,207.899,212.354,214.942,217.637,221.293,225.6,228.63,232.91,237.455,244.214
CWURA210SEHC     ,CWURA210SEHC     ,"Owners' equivalent rent of residences in Cleveland-Akron, OH, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1984.12=100,1984-M12,2017-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.2,107.9,111.8,117.5,120.7,125.3,131.0,135.6,139.2,142.8,147.1,152.7,157.7,165.3,169.7,174.5,177.5,184.6,186.8,188.9,190.1,192.3,195.757,194.852,195.933,196.546,198.478,200.992,204.523,208.745,212.219,217.318,223.214
CWURA210SEHC01   ,CWURA210SEHC01   ,"Owners' equivalent rent of primary residence in Cleveland-Akron, OH, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1984.12=100,1984-M12,2017-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.2,107.9,111.8,117.5,120.7,125.3,131.0,135.6,139.2,142.8,147.1,152.7,157.7,165.3,169.7,174.5,177.5,184.6,186.8,188.9,190.1,192.3,195.757,194.852,195.933,196.546,198.478,200.992,204.523,208.745,212.219,217.318,223.214
CWURA210SEHF     ,CWURA210SEHF     ,"Energy services in Cleveland-Akron, OH, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1935-M03,2017-M13,,,,,,,,,,,,,,,,,,,,,14.8,14.8,14.6,14.5,17.2,17.2,16.9,16.9,16.9,16.6,15.9,15.9,15.4,16.0,16.0,16.0,16.0,16.1,16.7,16.9,17.2,17.6,18.2,18.2,18.3,19.6,19.6,19.6,19.6,19.8,21.3,21.3,21.3,21.1,21.1,22.7,25.4,26.2,26.6,31.5,36.0,40.4,49.4,51.7,58.6,68.0,76.4,90.8,105.8,103.4,104.4,104.4,100.5,100.4,106.8,109.0,110.0,107.5,113.2,117.0,113.6,119.8,128.5,127.4,124.5,135.4,154.7,129.7,153.9,162.1,187.1,191.7,181.898,208.329,175.103,177.557,171.534,157.609,162.776,169.693,161.676,151.971,161.808
CWURA210SEHF01   ,CWURA210SEHF01   ,"Electricity in Cleveland-Akron, OH, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1971-M05,2017-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.2,33.7,43.5,46.3,47.9,56.5,60.6,66.9,72.4,85.4,95.1,102.9,102.0,103.9,108.1,107.1,106.0,116.0,124.3,130.2,130.1,131.8,135.4,136.0,139.7,140.8,141.0,141.6,141.1,135.5,134.4,133.3,133.6,134.2,141.5,142.264,149.13,154.196,161.103,159.61,162.388,163.506,168.243,177.863,168.514,173.133
CWURA210SEHF02   ,CWURA210SEHF02   ,"Utility (piped) gas service in Cleveland-Akron, OH, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1971-M05,2017-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.8,22.1,25.2,29.8,34.6,42.9,45.3,52.7,65.0,70.1,87.8,107.9,104.3,104.8,101.8,95.7,96.2,99.8,97.4,94.4,90.2,98.9,102.9,96.3,104.4,119.1,115.2,108.4,132.2,179.9,128.2,179.7,196.3,247.9,247.3,225.364,275.101,187.319,183.516,170.267,133.171,142.864,153.664,118.121,106.845,122.031
CWURA210SETB     ,CWURA210SETB     ,"Motor fuel in Cleveland-Akron, OH, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1978-M02,2017-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.1,93.3,106.1,102.3,100.1,97.6,97.4,76.1,81.7,83.2,92.0,106.2,104.9,103.8,102.0,103.8,105.0,114.7,112.4,100.0,109.6,139.1,137.8,134.3,154.6,183.6,224.9,250.0,275.781,319.742,232.585,275.293,348.583,359.49,354.743,341.24,240.655,215.119,236.236
CWURA210SETB01   ,CWURA210SETB01   ,"Gasoline (all types) in Cleveland-Akron, OH, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1978-M02,2017-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.2,93.5,106.3,102.5,100.2,97.3,97.2,75.8,81.4,83.0,91.7,105.8,104.5,103.4,101.3,103.2,104.6,114.1,111.7,99.1,108.7,137.9,136.7,133.3,153.5,182.3,223.1,248.0,273.669,316.337,231.202,273.798,346.432,356.843,351.88,337.487,238.009,212.754,233.639
CWURA210SS47014  ,CWURA210SS47014  ,"Gasoline, unleaded regular in Cleveland-Akron, OH, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1976-M01,2017-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.9,48.7,51.2,68.6,93.1,107.0,102.5,100.1,97.4,97.2,74.9,80.3,81.3,89.7,103.9,103.5,102.7,100.1,101.9,103.1,113.3,110.8,97.4,107.0,137.1,134.9,129.2,148.5,176.5,215.3,239.6,265.028,307.66,224.757,266.514,337.725,347.901,342.617,327.426,227.451,200.301,220.025
CWURA210SS47015  ,CWURA210SS47015  ,"Gasoline, unleaded midgrade in Cleveland-Akron, OH, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1993.12=100,1993-M12,2017-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.8,108.0,116.8,114.4,102.2,112.0,141.0,139.4,137.0,156.1,186.0,230.3,255.8,280.653,322.272,236.41,278.915,351.428,361.733,357.443,345.261,250.342,229.462,249.865
CWURA210SS47016  ,CWURA210SS47016  ,"Gasoline, unleaded premium in Cleveland-Akron, OH, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1981-M08,2017-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.5,99.0,100.2,82.5,85.9,88.5,97.6,111.4,107.3,105.7,104.8,107.3,108.1,116.0,113.8,102.9,112.0,139.2,139.2,134.6,151.6,178.8,220.0,242.8,266.006,305.09,226.086,265.071,331.475,340.798,337.176,327.975,246.331,234.398,255.565
CWURA212AA0      ,CWURA212AA0      ,"All items - old base in Milwaukee-Racine, WI, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1967=100,1935-M03,1986-M13,,,,,,,,,,,,,,,,,,,,,41.3,42.1,43.8,42.7,41.6,41.7,43.9,48.4,51.3,52.1,53.3,57.5,66.9,72.4,71.5,73.8,80.9,83.4,83.7,83.7,83.6,84.9,87.8,89.0,89.0,90.2,90.8,92.0,92.9,93.9,95.8,98.0,100.0,103.5,109.5,115.8,120.1,123.7,131.5,144.1,157.0,167.1,177.9,193.3,221.1,256.4,285.1,299.8,319.8,339.5,349.6,350.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA212SA0      ,CWURA212SA0      ,"All items in Milwaukee-Racine, WI, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1935-M03,1986-M13,,,,,,,,,,,,,,,,,,,,,12.9,13.2,13.7,13.4,13.0,13.0,13.7,15.1,16.0,16.3,16.7,18.0,20.9,22.6,22.4,23.1,25.3,26.1,26.2,26.2,26.2,26.6,27.5,27.8,27.8,28.2,28.4,28.8,29.1,29.4,30.0,30.7,31.3,32.4,34.3,36.2,37.6,38.7,41.1,45.1,49.1,52.3,55.6,60.5,69.2,80.2,89.2,93.8,100.0,106.2,109.4,109.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA212SA0E     ,CWURA212SA0E     ,"Energy in Milwaukee-Racine, WI, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1977-M11,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.9,62.8,82.3,94.8,99.1,100.2,100.7,99.9,85.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA212SA0L1E   ,CWURA212SA0L1E   ,"All items less food and energy in Milwaukee-Racine, WI, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1982-M01,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.8,100.1,108.1,111.7,114.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA212SA0L2    ,CWURA212SA0L2    ,"All items less shelter in Milwaukee-Racine, WI, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1975-M11,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.5,62.2,66.8,74.3,83.1,91.7,96.9,99.9,103.2,105.8,105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA212SA0L5    ,CWURA212SA0L5    ,"All items  less medical care in Milwaukee-Racine, WI, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1966-M11,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.5,32.5,34.4,36.3,37.7,38.8,41.3,45.3,49.3,52.3,55.6,60.3,69.1,80.2,89.3,93.7,100.0,106.2,109.4,109.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA212SA0LE    ,CWURA212SA0LE    ,"All items less energy in Milwaukee-Racine, WI, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1977-M11,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.8,69.9,79.9,88.5,93.1,100.0,106.9,110.6,113.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA212SAA      ,CWURA212SAA      ,"Apparel in Milwaukee-Racine, WI, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1952-M11,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.5,40.4,40.2,41.2,41.8,41.8,42.2,42.7,43.0,43.1,43.1,43.8,44.5,45.2,46.8,48.8,52.9,57.2,58.2,59.4,62.3,66.3,71.5,75.9,79.2,80.2,84.6,89.8,95.1,97.8,101.6,100.6,103.0,105.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA212SAC      ,CWURA212SAC      ,"Commodities in Milwaukee-Racine, WI, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1966-M11,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.4,36.3,38.3,39.9,41.1,42.2,45.5,50.7,55.0,58.0,61.3,66.2,75.7,86.3,93.1,96.8,100.7,102.5,104.2,102.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA212SACL1    ,CWURA212SACL1    ,"Commodities less food in Milwaukee-Racine, WI, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1966-M11,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.3,37.1,39.1,40.8,42.3,43.1,44.7,49.3,53.5,56.6,59.8,63.7,73.3,85.7,92.3,96.2,101.2,102.7,103.3,99.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA212SACL11   ,CWURA212SACL11   ,"Commodities less food and beverages in Milwaukee-Racine, WI, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1975-M11,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,59.3,63.4,73.1,85.6,92.2,96.0,101.2,102.8,103.3,98.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA212SAD      ,CWURA212SAD      ,"Durables in Milwaukee-Racine, WI, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1966-M11,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.5,40.6,41.9,43.2,44.9,45.2,45.9,48.3,52.5,55.5,58.6,64.1,73.5,84.6,89.7,94.1,102.2,103.7,103.1,102.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA212SAF      ,CWURA212SAF      ,"Food and beverages in Milwaukee-Racine, WI, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1975-M11,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.9,65.3,72.0,81.1,87.8,95.1,98.5,99.7,101.9,105.6,107.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA212SAF1     ,CWURA212SAF1     ,"Food in Milwaukee-Racine, WI, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1935-M03,1986-M13,,,,,,,,,,,,,,,,,,,,,12.6,13.1,13.7,12.8,12.1,12.2,13.4,15.5,17.3,17.2,17.7,20.1,24.6,27.1,25.9,26.6,29.3,30.0,29.1,28.8,28.3,28.4,29.3,30.3,29.5,30.2,30.6,30.9,31.2,31.2,32.0,33.9,34.0,35.1,37.2,38.5,39.3,41.0,47.1,53.8,58.5,61.2,64.6,72.0,81.3,87.6,95.0,98.4,99.6,102.0,105.8,107.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA212SAF11    ,CWURA212SAF11    ,"Food at home in Milwaukee-Racine, WI, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1952-M12,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.5,31.1,30.4,30.4,31.3,32.5,31.4,32.2,32.6,32.8,33.0,32.9,33.9,35.9,35.8,36.9,39.1,40.0,40.8,42.5,49.6,56.8,61.8,64.1,67.1,73.7,83.2,89.1,96.6,99.0,99.5,101.6,104.6,108.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA212SAF116   ,CWURA212SAF116   ,"Alcoholic beverages in Milwaukee-Racine, WI, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1975-M11,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.7,72.4,72.1,78.8,90.7,95.9,100.2,100.5,99.3,102.7,110.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA212SAG      ,CWURA212SAG      ,"Other goods and services in Milwaukee-Racine, WI, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1975-M11,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.4,60.4,64.9,68.9,75.1,82.3,92.1,101.0,106.9,112.9,121.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA212SAH      ,CWURA212SAH      ,"Housing in Milwaukee-Racine, WI, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1975-M11,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.7,46.9,51.8,61.3,74.7,84.7,89.7,100.3,110.0,113.3,114.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA212SAH1     ,CWURA212SAH1     ,"Shelter in Milwaukee-Racine, WI, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1952-M12,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.2,20.4,20.8,21.5,22.3,22.0,21.9,22.2,22.2,22.2,22.0,22.4,23.2,23.4,24.1,25.4,27.1,29.1,30.4,31.2,31.9,33.5,36.6,38.9,41.9,47.2,58.4,74.1,83.8,87.2,100.2,112.6,117.7,122.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA212SAH2     ,CWURA212SAH2     ,"Fuels and utilities in Milwaukee-Racine, WI, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1952-M12,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.8,20.7,20.7,20.9,21.6,22.1,22.5,22.9,23.4,23.7,24.1,24.4,24.6,24.3,24.4,24.5,25.5,27.4,28.2,30.1,32.0,36.0,40.5,45.3,49.9,53.0,60.2,71.0,84.4,94.5,100.3,105.2,105.0,98.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA212SAH21    ,CWURA212SAH21    ,"Household energy in Milwaukee-Racine, WI, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1976-M01,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,47.1,50.0,58.1,71.3,85.5,96.3,101.4,102.3,100.8,94.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA212SAH3     ,CWURA212SAH3     ,"Household furnishings and operations in Milwaukee-Racine, WI, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1975-M11,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.5,69.4,74.5,77.7,82.7,89.5,96.6,100.8,102.6,103.8,104.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA212SAM      ,CWURA212SAM      ,"Medical care in Milwaukee-Racine, WI, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1946-M12,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,13.8,14.4,15.0,16.6,17.5,18.1,19.2,19.7,20.1,21.6,22.3,22.8,23.3,23.5,23.7,24.2,24.6,25.6,27.0,29.1,30.8,32.9,34.7,36.7,37.3,39.0,42.9,47.6,53.2,58.0,63.6,69.9,79.1,87.6,93.9,100.2,105.9,110.0,115.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA212SAN      ,CWURA212SAN      ,"Nondurables in Milwaukee-Racine, WI, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1966-M11,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.5,35.3,37.6,39.3,40.5,41.8,45.9,52.1,56.5,59.5,62.9,67.5,77.1,87.3,95.3,98.5,99.8,101.7,104.5,102.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA212SANL1    ,CWURA212SANL1    ,"Nondurables less food in Milwaukee-Racine, WI, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1966-M11,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.9,35.5,37.9,39.9,41.3,42.3,44.6,50.5,54.8,57.9,61.2,63.2,73.1,87.0,95.6,98.7,99.9,101.4,103.3,96.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA212SANL11   ,CWURA212SANL11   ,"Nondurables less food and beverages in Milwaukee-Racine, WI, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1975-M11,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.9,60.3,62.5,72.7,86.8,95.6,98.6,99.9,101.6,103.3,95.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA212SAS      ,CWURA212SAS      ,"Services in Milwaukee-Racine, WI, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1966-M11,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.6,26.9,28.7,31.1,32.7,33.8,35.1,37.2,40.9,44.3,47.8,52.6,60.1,71.8,83.7,89.6,99.1,111.3,116.5,119.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA212SASL2RS  ,CWURA212SASL2RS  ,"Services less rent of shelter in Milwaukee-Racine, WI, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1984.11=100,1985-M01,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.7,103.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA212SASL5    ,CWURA212SASL5    ,"Services less medical care services in Milwaukee-Racine, WI, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1966-M11,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.8,27.0,28.7,31.3,32.7,34.0,35.2,37.1,40.6,43.7,47.2,51.8,59.4,71.2,83.4,89.2,99.0,111.8,117.1,120.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA212SAT      ,CWURA212SAT      ,"Transportation in Milwaukee-Racine, WI, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1946-M11,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.5,22.1,23.1,23.5,25.1,26.5,27.4,27.1,26.8,27.5,28.7,29.2,30.1,29.9,30.1,31.1,31.3,31.4,32.6,32.8,33.2,33.6,35.4,36.8,38.9,39.7,41.9,46.5,50.4,54.1,57.6,61.3,70.9,83.3,93.5,98.0,99.1,102.9,104.5,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA212SAT1     ,CWURA212SAT1     ,"Private transportation in Milwaukee-Racine, WI, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1946-M12,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.1,23.1,24.6,24.1,25.3,27.3,28.4,27.8,27.2,28.0,29.3,29.7,30.7,30.4,30.6,31.6,31.8,31.9,33.2,33.4,33.8,34.0,35.7,36.5,38.6,39.0,40.9,45.8,49.8,54.1,58.0,61.8,71.8,84.2,94.0,98.2,99.0,102.8,104.5,98.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA212SEFV     ,CWURA212SEFV     ,"Food away from home in Milwaukee-Racine, WI, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1952-M12,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.3,21.5,22.0,22.5,23.4,23.6,24.1,24.6,24.9,26.1,26.5,26.7,27.0,28.6,29.8,30.7,32.7,35.1,36.6,38.0,41.3,46.4,50.4,54.6,59.5,68.5,77.6,84.3,92.0,97.3,99.5,103.2,108.2,107.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA212SEHA     ,CWURA212SEHA     ,"Rent of primary residence in Milwaukee-Racine, WI, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1935-M03,1986-M13,,,,,,,,,,,,,,,,,,,,,20.7,21.1,21.7,22.1,22.2,22.0,22.4,23.4,23.3,23.4,23.5,23.6,24.2,25.6,27.2,30.9,35.2,37.9,40.0,41.1,41.5,42.1,42.9,43.2,43.2,43.4,43.7,43.8,43.8,43.8,44.2,44.9,45.4,46.3,47.9,49.8,51.8,53.5,55.7,58.5,62.1,65.4,69.2,72.4,76.6,81.5,87.5,94.8,100.3,104.9,110.6,115.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA212SEHC     ,CWURA212SEHC     ,"Owners' equivalent rent of residences in Milwaukee-Racine, WI, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1984.11=100,1985-M01,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.4,107.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA212SEHC01   ,CWURA212SEHC01   ,"Owners' equivalent rent of primary residence in Milwaukee-Racine, WI, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1984.11=100,1985-M01,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.4,107.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
