index,Index,Label,unit,start,last,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
CWURS200SAF112   ,CWURS200SAF112   ,"Meats, poultry, fish, and eggs in Midwest - Size Class A, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,2017-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247.339,251.14,252.081,267.448,280.751
CWURS200SAF113   ,CWURS200SAF113   ,"Fruits and vegetables in Midwest - Size Class A, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,2017-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287.855,285.932,288.916,294.16,303.23
CWURS200SAF114   ,CWURS200SAF114   ,"Nonalcoholic beverages and beverage materials in Midwest - Size Class A, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1977.12=100,2017-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.809,196.189,201.204,210.288,218.476
CWURS200SAF115   ,CWURS200SAF115   ,"Other food at home in Midwest - Size Class A, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,2017-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.487,198.695,200.294,208.316,215.109
CWURS200SAF116   ,CWURS200SAF116   ,"Alcoholic beverages in Midwest - Size Class A, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.8,82.2,88.2,94.6,97.6,99.9,102.5,105.9,111.3,113.9,117.7,122.1,127.0,140.0,145.6,148.9,152.5,155.9,160.2,163.4,165.3,170.8,175.2,179.8,183.0,185.4,190.2,191.7,195.2,199.906,207.101,214.012,219.475,227.595,233.592,236.304,241.232,242.521,245.575,248.066,252.39,253.956,263.139,270.238
CWURS200SAG      ,CWURS200SAG      ,"Other goods and services in Midwest - Size Class A, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.5,69.9,76.2,83.3,91.5,101.2,107.3,113.7,120.6,127.4,136.6,147.0,157.2,170.9,182.4,191.5,197.2,204.7,210.6,221.1,237.0,258.6,270.5,281.8,295.2,296.7,303.8,314.2,322.3,329.275,340.405,366.281,376.735,382.043,392.595,406.181,413.319,415.412,421.948,427.711,439.736,454.808,463.66,474.248
CWURS200SAGC     ,CWURS200SAGC     ,"Other goods in Midwest - Size Class A, urban wage earners and clerical workers, not seasonally adjusted",Index base: 2009.12=100,2009-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.225,99.915,102.942,107.459,109.652,109.362,110.77,112.177,113.123,117.232,120.923,123.438
CWURS200SAGS     ,CWURS200SAGS     ,"Other personal services in Midwest - Size Class A, urban wage earners and clerical workers, not seasonally adjusted",Index base: 2009.12=100,2009-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.025,104.569,107.047,109.052,110.444,112.35,114.435,116.13,122.338,126.222,126.906,130.223
CWURS200SAH      ,CWURS200SAH      ,"Housing in Midwest - Size Class A, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.1,68.3,80.6,88.8,96.5,101.8,101.8,104.1,106.8,109.3,112.6,117.0,121.3,125.2,128.4,131.6,134.1,137.7,141.8,145.7,149.5,152.4,158.5,163.9,167.0,171.3,174.9,179.8,183.2,187.566,192.563,191.199,192.099,194.484,196.767,200.924,206.277,208.368,212.454,218.268,223.834,229.353,234.874,244.226
CWURS200SAH1     ,CWURS200SAH1     ,"Shelter in Midwest - Size Class A, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,66.7,81.3,89.3,96.9,101.9,101.2,103.8,108.9,113.8,119.0,124.1,130.3,135.2,139.3,143.1,147.9,153.7,158.4,163.2,169.0,173.9,180.2,186.2,193.4,197.4,201.3,204.5,208.2,212.932,215.785,217.367,217.739,220.54,224.735,229.729,234.871,240.15,246.78,253.713,262.111,270.514,277.215,285.644
CWURS200SAH2     ,CWURS200SAH2     ,"Fuels and utilities in Midwest - Size Class A, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.4,63.3,72.3,82.9,93.2,102.0,104.8,106.1,104.9,103.4,102.8,107.0,108.2,110.4,113.2,117.6,115.3,114.9,120.6,124.5,123.2,122.8,134.1,141.3,132.1,147.4,155.9,173.2,179.5,187.62,207.42,189.549,198.459,202.457,198.764,205.756,220.052,212.363,212.337,222.461,222.032,222.215,226.337,246.834
CWURS200SAH21    ,CWURS200SAH21    ,"Household energy in Midwest - Size Class A, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.4,61.5,71.9,82.9,93.4,102.8,103.8,105.1,101.8,99.5,97.9,101.1,99.6,101.1,102.8,107.9,103.2,102.8,109.5,111.4,109.0,108.1,119.1,126.0,115.2,130.5,138.3,155.6,161.4,168.916,187.968,167.129,174.23,176.058,169.144,174.481,187.398,175.626,172.464,180.897,179.145,177.19,179.944,199.275
CWURS200SAH3     ,CWURS200SAH3     ,"Household furnishings and operations in Midwest - Size Class A, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.0,81.2,86.6,92.7,98.0,100.7,101.3,103.4,104.1,104.5,106.5,109.0,110.6,113.1,114.2,114.0,114.6,115.6,116.1,116.5,118.3,116.7,116.8,118.4,117.5,114.3,112.1,113.1,112.9,113.059,114.688,115.697,112.106,111.804,111.814,110.503,109.266,107.197,105.366,104.025,104.057,103.568,106.155,112.002
CWURS200SAH31    ,CWURS200SAH31    ,"Household furnishings and supplies in Midwest - Size Class A, urban wage earners and clerical workers, not seasonally adjusted",Index base: 2009.12=100,2009-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.192,97.781,97.735,96.105,94.415,92.286,90.449,88.905,88.388,87.737,90.092,95.299
CWURS200SAM      ,CWURS200SAM      ,"Medical care in Midwest - Size Class A, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.5,68.7,76.5,83.8,92.3,100.4,107.4,113.0,120.8,128.6,137.1,147.2,160.0,173.4,184.9,196.4,206.6,215.8,222.2,226.2,235.2,246.3,256.1,268.7,279.1,289.6,301.6,316.6,332.2,348.418,359.722,374.475,389.263,400.115,418.125,430.261,439.77,449.663,468.151,482.707,488.418,498.339,520.664,524.358
CWURS200SAN      ,CWURS200SAN      ,"Nondurables in Midwest - Size Class A, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.1,79.0,89.2,95.9,98.2,99.8,102.0,104.4,102.9,107.0,111.6,117.9,125.9,130.1,132.1,134.8,137.6,139.8,143.8,146.8,147.8,152.3,159.8,162.1,161.8,164.8,171.1,179.4,185.3,192.022,203.723,197.661,204.814,220.417,227.205,227.606,228.52,216.913,213.293,218.3,223.573,225.029,221.074,237.907
CWURS200SANL1    ,CWURS200SANL1    ,"Nondurables less food in Midwest - Size Class A, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.3,76.0,89.1,96.6,98.2,100.2,101.6,104.4,97.9,102.1,106.9,113.2,121.6,125.6,127.8,130.4,132.5,132.9,136.0,137.8,136.5,141.4,151.4,151.6,148.6,151.8,159.0,170.0,177.4,184.237,196.952,182.598,193.699,214.394,221.463,220.432,217.445,193.309,186.779,194.639,201.398,200.478,187.098,207.056
CWURS200SANL11   ,CWURS200SANL11   ,"Nondurables less food and beverages in Midwest - Size Class A, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.7,75.5,89.2,96.7,98.3,100.2,101.5,104.2,97.0,101.4,106.3,112.9,121.5,124.8,126.7,129.3,131.2,131.3,134.3,136.0,134.4,139.3,149.5,149.5,146.2,149.4,156.8,168.5,176.1,183.056,196.151,180.103,191.613,213.002,219.91,218.723,215.516,189.936,182.855,191.012,197.841,196.804,182.245,202.884
CWURS200SAR      ,CWURS200SAR      ,"Recreation in Midwest - Size Class A, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1997.12=100,1997-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.1,102.5,103.2,105.1,107.9,108.8,109.2,109.6,111.0,111.796,113.516,113.682,111.951,112.314,114.65,115.142,114.475,114.453,115.284,116.818,114.989,114.716,116.494,118.876
CWURS200SAS      ,CWURS200SAS      ,"Services in Midwest - Size Class A, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.0,65.6,77.1,86.9,96.2,100.3,103.5,107.4,111.8,115.9,120.6,126.4,132.4,138.3,143.1,147.9,152.4,158.0,163.4,168.8,174.2,179.2,186.2,193.6,199.9,206.1,211.9,217.9,223.1,229.144,235.875,237.245,240.35,243.946,248.385,254.335,260.271,263.98,270.076,276.543,282.919,288.853,295.702,304.3
CWURS200SASL2RS  ,CWURS200SASL2RS  ,"Services less rent of shelter in Midwest - Size Class A, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1984.12=100,1984-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.6,106.4,109.6,113.4,119.5,124.8,131.3,136.3,141.6,145.6,150.7,156.2,161.7,166.3,170.9,178.1,186.3,191.4,200.0,207.2,216.1,222.4,229.382,240.288,241.416,247.734,251.989,256.373,262.984,269.244,270.796,275.685,281.017,284.426,286.987,293.423,301.442
CWURS200SASL5    ,CWURS200SASL5    ,"Services less medical care services in Midwest - Size Class A, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.7,65.3,77.2,87.2,96.5,100.3,103.2,106.8,110.9,114.7,119.1,124.6,130.1,135.5,139.7,143.9,148.0,153.1,158.3,163.8,168.9,173.5,180.2,187.3,193.3,199.2,204.4,209.8,214.4,219.772,226.074,226.777,229.199,232.349,235.978,241.383,247.097,250.441,255.73,261.781,268.263,273.749,278.989,287.61
CWURS200SAT      ,CWURS200SAT      ,"Transportation in Midwest - Size Class A, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.5,71.8,84.2,94.1,98.0,99.0,103.0,105.5,100.4,103.8,106.7,112.6,118.3,121.3,123.2,126.3,131.4,136.8,141.2,142.0,140.0,143.1,152.3,154.6,153.1,156.3,161.8,172.0,179.4,184.876,195.594,177.462,192.458,213.266,218.345,217.249,213.726,194.598,188.128,192.593,199.287,198.829,191.416,220.42
CWURS200SAT1     ,CWURS200SAT1     ,"Private transportation in Midwest - Size Class A, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.4,73.1,85.6,94.7,98.1,98.9,102.9,105.5,99.6,102.9,106.1,112.2,117.8,120.6,122.4,125.0,130.0,135.3,139.5,139.9,137.9,140.6,149.8,152.2,150.6,153.9,159.6,169.8,177.2,182.523,192.84,174.495,189.48,210.35,215.503,213.981,210.56,191.242,184.752,189.422,196.244,195.931,189.515,219.17
CWURS200SATCLTB  ,CWURS200SATCLTB  ,"Transportation commodities less motor fuel in Midwest - Size Class A, urban wage earners and clerical workers, not seasonally adjusted",Index base: 2009.12=100,2009-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.461,105.643,107.407,107.032,106.397,106.25,105.287,102.784,101.638,102.893,105.728,122.701
CWURS200SEEB     ,CWURS200SEEB     ,"Tuition, other school fees, and childcare in Midwest - Size Class A, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1977.12=100,2017-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1126.304,1146.646,1157.82,1175.267,1196.975
CWURS200SEFJ     ,CWURS200SEFJ     ,"Dairy and related products in Midwest - Size Class A, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,2017-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.631,201.281,203.432,212.494,216.291
CWURS200SEFV     ,CWURS200SEFV     ,"Food away from home in Midwest - Size Class A, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.2,79.7,88.1,93.4,96.6,100.1,103.3,107.0,109.7,113.1,117.5,121.9,128.0,132.6,136.1,139.1,142.3,146.6,150.9,155.2,159.3,163.7,167.9,172.6,176.6,179.0,183.7,189.2,194.3,200.721,210.115,218.123,221.035,226.909,234.019,238.887,245.586,252.448,259.188,264.013,272.302,280.24,285.03,304.926
CWURS200SEHA     ,CWURS200SEHA     ,"Rent of primary residence in Midwest - Size Class A, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.3,76.5,82.9,88.9,95.1,99.9,105.0,111.2,117.0,121.9,126.8,131.4,136.6,141.7,144.9,148.1,152.0,157.1,161.7,166.9,172.7,178.1,184.7,192.5,199.3,205.1,208.4,211.5,215.5,221.922,226.153,230.293,232.238,235.632,241.131,246.812,253.118,260.104,266.991,275.229,284.398,293.728,302.463,311.128
CWURS200SEHC     ,CWURS200SEHC     ,"Owners' equivalent rent of residences in Midwest - Size Class A, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1984.12=100,1984-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.7,107.7,112.6,117.9,123.1,129.8,134.7,138.9,142.9,148.0,153.9,158.5,163.5,169.2,174.0,180.1,186.4,194.6,197.8,200.2,203.1,206.6,210.195,212.62,215.094,215.948,218.493,222.411,227.265,231.388,235.966,242.731,249.638,258.36,266.984,275.011,283.218
CWURS200SEHC01   ,CWURS200SEHC01   ,"Owners' equivalent rent of primary residence in Midwest - Size Class A, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1984.12=100,1984-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.7,107.7,112.6,117.9,123.1,129.8,134.7,138.9,142.9,148.0,153.9,158.5,163.5,169.2,174.0,180.1,186.4,194.6,197.8,200.2,203.1,206.6,210.195,212.62,215.094,215.944,218.488,222.42,227.273,231.394,235.976,242.732,249.634,258.361,266.975,274.988,283.196
CWURS200SEHF     ,CWURS200SEHF     ,"Gas (piped) and electricity in Midwest - Size Class A, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.7,61.2,69.5,79.4,91.8,103.8,104.5,106.5,105.3,102.9,101.0,104.4,102.0,103.8,105.9,111.4,106.4,106.0,112.8,114.8,112.5,111.5,121.8,128.9,118.0,133.4,141.3,158.6,164.1,171.621,190.299,169.601,176.789,177.628,170.492,176.015,188.815,177.426,174.48,182.714,180.085,178.131,181.088,200.393
CWURS200SEHF01   ,CWURS200SEHF01   ,"Electricity in Midwest - Size Class A, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.6,66.9,75.4,84.3,93.9,101.4,104.7,108.7,115.2,115.1,114.4,117.8,116.0,119.4,119.7,120.9,114.4,125.2,125.6,126.1,124.2,121.1,120.7,119.7,117.7,117.3,118.2,119.7,128.5,141.901,148.894,157.366,166.439,172.521,175.434,175.626,180.722,187.147,185.842,190.707,189.343,191.027,196.532,199.959
CWURS200SEHF02   ,CWURS200SEHF02   ,"Utility (piped) gas service in Midwest - Size Class A, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.9,56.3,64.5,75.1,89.9,105.8,104.3,104.6,96.8,91.8,89.0,92.3,89.4,89.6,93.3,103.0,99.4,88.5,101.3,104.6,100.0,101.7,125.8,143.6,120.9,157.3,174.4,212.5,208.3,206.395,243.13,174.085,176.982,168.538,146.474,159.271,182.009,145.93,141.052,153.729,150.311,143.709,142.831,182.187
CWURS200SETA     ,CWURS200SETA     ,"New and used motor vehicles in Midwest - Size Class A, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1997.12=100,2017-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.713,96.214,97.514,100.583,114.209
CWURS200SETA01   ,CWURS200SETA01   ,"New vehicles in Midwest - Size Class A, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1977.12=100,2017-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.246,181.272,183.587,184.544,196.394
CWURS200SETA02   ,CWURS200SETA02   ,"Used cars and trucks in Midwest - Size Class A, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1977.12=100,2017-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288.741,287.761,290.996,300.64,381.625
CWURS200SETB     ,CWURS200SETB     ,"Motor fuel in Midwest - Size Class A, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.6,70.8,96.7,106.4,101.7,99.5,98.8,99.9,76.9,81.5,82.2,90.9,104.1,101.2,98.1,96.9,99.2,99.7,108.7,107.6,95.1,102.9,133.8,131.4,123.0,140.8,165.9,202.0,229.4,252.594,290.894,210.483,250.675,319.671,329.25,320.703,306.479,223.18,195.962,220.584,244.519,236.766,193.387,268.871
CWURS200SETB01   ,CWURS200SETB01   ,"Gasoline (all types) in Midwest - Size Class A, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.7,70.8,96.8,106.5,101.8,99.6,98.6,99.8,76.6,81.4,82.2,90.8,104.0,101.2,97.9,96.6,98.8,99.5,108.5,107.3,94.6,102.3,133.0,130.7,122.3,139.9,164.9,200.7,228.0,251.076,288.814,210.012,249.885,318.544,327.793,319.042,303.922,221.386,194.63,219.053,242.613,234.987,191.734,267.208
CWURS200SETE     ,CWURS200SETE     ,"Motor vehicle insurance in Midwest - Size Class A, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1977.12=100,2017-M12,2021-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,783.476,814.717,813.192,804.561,823.125
CWURS200SS47014  ,CWURS200SS47014  ,"Gasoline, unleaded regular in Midwest - Size Class A, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1978-M06,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.1,96.7,106.8,101.8,99.6,98.6,99.8,75.9,80.2,80.6,88.7,101.7,99.4,96.1,94.7,97.5,98.3,107.5,106.3,93.1,101.0,132.5,130.1,121.2,138.8,163.8,200.1,227.5,250.753,288.798,209.06,249.343,318.774,327.774,317.934,301.936,217.478,189.22,213.362,236.925,229.32,186.395,261.468
CWURS200SS47015  ,CWURS200SS47015  ,"Gasoline, unleaded midgrade in Midwest - Size Class A, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1993.12=100,1993-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.9,108.3,117.6,116.1,103.0,111.3,142.6,140.1,131.5,149.8,175.9,213.6,242.3,266.258,306.773,224.514,266.367,337.182,347.979,341.151,328.712,245.11,220.579,247.144,269.177,262.067,218.112,293.725
CWURS200SS47016  ,CWURS200SS47016  ,"Gasoline, unleaded premium in Midwest - Size Class A, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1981-M08,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.7,100.2,101.8,82.8,86.1,87.4,95.8,108.3,103.9,100.9,99.7,101.8,101.7,109.6,108.3,96.9,104.3,132.8,130.5,122.4,138.5,161.6,194.7,219.8,241.301,276.117,204.679,239.968,301.963,311.658,307.705,297.111,230.005,214.205,238.244,260.23,253.993,215.073,281.148
CWURS23AAA0      ,CWURS23AAA0      ,"All items - old base in Chicago-Naperville-Elgin, IL-IN-WI, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1967=100,1914-M12,2022-M04,,30.1,32.6,38.5,44.6,51.6,59.3,53.7,50.9,52.1,53.0,54.4,54.7,53.5,52.8,52.7,51.4,46.7,40.8,37.6,38.2,39.9,40.3,42.3,41.6,40.9,41.3,43.3,47.7,50.4,51.1,52.2,56.9,65.9,71.7,71.7,72.4,78.1,79.8,80.5,81.8,82.3,83.5,86.1,88.6,89.4,90.7,91.2,92.1,93.0,93.4,94.7,97.4,100.0,104.3,109.9,116.3,120.8,124.3,132.0,146.1,157.6,165.1,175.6,190.3,214.2,245.1,268.4,286.9,294.8,299.4,308.6,313.8,326.2,338.6,355.8,375.4,390.2,401.4,413.9,422.8,435.9,447.5,458.7,467.8,477.6,493.9,506.3,513.8,523.5,534.5,552.0,562.9,580.998,604.22,595.465,606.256,626.609,635.664,642.25,653.797,648.194,649.975,661.337,673.582,683.404,691.31,723.775
CWURS23ASA0      ,CWURS23ASA0      ,"All items in Chicago-Naperville-Elgin, IL-IN-WI, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1914-M12,2022-M04,,10.2,11.1,13.1,15.2,17.6,20.2,18.3,17.3,17.7,18.0,18.5,18.6,18.2,18.0,17.9,17.5,15.9,13.9,12.8,13.0,13.6,13.7,14.4,14.2,13.9,14.1,14.7,16.2,17.2,17.4,17.8,19.4,22.4,24.4,24.4,24.7,26.6,27.2,27.4,27.9,28.0,28.4,29.3,30.2,30.4,30.9,31.1,31.4,31.7,31.8,32.2,33.2,34.0,35.5,37.4,39.6,41.1,42.3,44.9,49.7,53.7,56.2,59.8,64.8,72.9,83.5,91.4,97.7,100.4,101.9,105.1,106.8,111.1,115.3,121.2,127.8,132.9,136.7,140.9,144.0,148.4,152.4,156.2,159.3,162.6,168.2,172.4,174.9,178.3,182.0,187.9,191.7,197.83,205.737,202.756,206.43,213.36,216.443,218.686,222.618,220.71,221.316,225.185,229.354,232.699,235.391,246.445
