index,Index,Label,unit,start,last,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
CWURA421SEFV     ,CWURA421SEFV     ,"Food away from home in Los Angeles-Riverside-Orange County, CA, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1952-M12,2017-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.9,20.4,21.1,22.1,22.8,23.8,24.8,26.1,26.6,27.1,27.9,28.3,29.3,30.0,31.3,32.7,34.0,35.6,36.9,38.4,41.5,46.8,51.1,55.0,59.4,64.4,73.5,80.6,87.7,94.9,100.7,104.4,107.9,111.3,113.2,116.6,123.6,129.1,133.3,137.1,139.5,141.2,143.7,146.4,150.6,154.0,156.4,159.6,165.7,171.1,175.7,179.9,186.3,192.0,196.275,202.129,207.608,210.407,216.397,222.343,223.918,230.145,236.713,245.693,255.233
CWURA421SEHA     ,CWURA421SEHA     ,"Rent of primary residence in Los Angeles-Riverside-Orange County, CA, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1914-M12,2017-M13,,17.4,17.2,17.4,18.0,19.9,26.0,32.4,34.3,34.9,35.1,32.2,29.5,28.1,27.0,25.7,24.6,23.0,20.2,16.7,15.3,15.2,15.9,17.7,18.5,18.5,18.3,18.4,18.9,19.0,19.1,19.2,19.5,20.4,22.3,23.7,25.2,27.7,28.9,29.9,30.7,30.8,31.3,31.8,32.3,32.5,32.9,33.5,33.9,34.4,35.0,35.5,35.8,36.2,37.0,38.4,40.6,42.2,43.0,44.2,46.4,48.9,52.3,57.0,62.2,68.3,76.6,85.3,93.5,99.6,106.9,115.6,123.8,130.5,136.8,143.1,149.6,153.9,155.9,156.2,156.5,155.8,157.3,159.7,164.1,170.1,177.1,186.8,197.4,207.8,221.1,235.4,249.0,264.373,276.442,281.165,280.856,284.615,290.748,297.823,306.265,318.282,332.982,349.834
CWURA421SEHC     ,CWURA421SEHC     ,"Owners' equivalent rent of residences in Los Angeles-Riverside-Orange County, CA, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1984.12=100,1985-M01,2017-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.1,111.6,118.8,125.0,132.0,141.2,145.2,149.1,150.8,151.3,152.4,154.0,156.4,160.7,165.7,171.1,178.8,188.3,197.4,206.8,219.4,231.3,244.618,253.192,255.284,253.281,254.791,259.506,264.344,270.266,279.159,291.381,304.42
CWURA421SEHC01   ,CWURA421SEHC01   ,"Owners' equivalent rent of primary residence in Los Angeles-Riverside-Orange County, CA, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1984.12=100,1985-M01,2017-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.1,111.6,118.8,125.0,132.0,141.2,145.2,149.1,150.8,151.3,152.4,154.0,156.4,160.7,165.7,171.1,178.8,188.3,197.4,206.8,219.4,231.3,244.618,253.192,255.284,253.285,254.799,259.493,264.326,270.235,279.119,291.339,304.375
CWURA421SEHF     ,CWURA421SEHF     ,"Energy services in Los Angeles-Riverside-Orange County, CA, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1935-M03,2017-M13,,,,,,,,,,,,,,,,,,,,,,18.9,18.0,17.8,17.7,17.4,17.0,16.7,16.7,16.6,16.4,16.4,16.4,16.1,16.1,16.1,16.7,16.7,17.0,17.5,17.6,18.5,18.7,19.3,21.1,21.4,23.1,23.8,23.8,23.6,23.3,23.0,22.9,22.9,23.2,23.8,25.4,28.0,29.8,32.0,37.1,41.3,42.7,44.7,47.4,55.8,73.5,78.4,90.8,102.8,106.4,108.8,110.2,111.1,114.6,121.2,127.0,138.8,137.4,142.9,144.9,149.8,145.9,150.9,140.6,138.6,151.1,179.6,190.0,188.5,182.9,203.5,238.4,235.212,242.46,221.931,237.949,240.816,239.209,260.017,267.734,259.753,263.995,262.617
CWURA421SEHF01   ,CWURA421SEHF01   ,"Electricity in Los Angeles-Riverside-Orange County, CA, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1971-M05,2017-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.3,41.8,50.9,53.8,55.6,58.7,61.9,66.8,87.0,92.4,100.4,97.8,101.8,105.5,110.1,109.2,119.8,132.0,140.0,151.9,156.9,158.8,161.6,168.8,163.8,168.0,155.1,154.2,154.2,200.9,230.9,210.6,186.7,199.3,266.8,260.578,253.644,262.977,277.141,279.554,285.163,304.644,302.631,298.2,301.266,298.361
CWURA421SEHF02   ,CWURA421SEHF02   ,"Utility (piped) gas service in Los Angeles-Riverside-Orange County, CA, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1971-M05,2017-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.4,23.8,26.6,30.9,31.9,33.1,35.4,46.7,62.4,66.8,82.8,106.9,110.2,111.4,110.3,124.6,116.2,113.7,116.3,129.1,116.4,128.6,129.4,130.8,128.3,135.4,128.7,124.8,159.1,159.7,140.1,173.6,193.3,226.6,210.7,212.188,248.51,169.684,192.372,196.793,177.816,202.139,228.029,213.142,221.649,223.39
CWURA421SETB     ,CWURA421SETB     ,"Motor fuel in Los Angeles-Riverside-Orange County, CA, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2017-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.7,72.3,97.7,108.6,104.2,98.2,97.6,97.9,78.0,78.3,80.1,86.8,98.9,93.4,106.3,107.0,104.9,102.9,104.2,105.3,91.4,104.6,124.6,124.9,120.1,145.0,168.9,194.9,221.1,237.453,273.911,208.766,240.845,298.445,315.865,306.233,293.077,250.99,213.42,232.958
CWURA421SETB01   ,CWURA421SETB01   ,"Gasoline (all types) in Los Angeles-Riverside-Orange County, CA, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2017-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.7,72.3,97.7,108.6,104.2,98.3,97.5,98.0,77.9,78.3,79.7,86.4,98.6,92.7,106.4,106.9,104.3,102.2,102.7,103.1,89.3,102.2,121.8,122.1,117.5,142.0,165.4,190.8,216.5,232.53,267.743,204.904,236.131,292.267,309.399,299.959,286.657,245.55,208.77,227.738
CWURA421SS47014  ,CWURA421SS47014  ,"Gasoline, unleaded regular in Los Angeles-Riverside-Orange County, CA, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1976-M01,2017-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.8,49.9,53.6,73.5,98.7,109.3,103.9,98.1,98.0,98.2,77.4,76.9,78.0,84.6,97.5,91.7,105.0,104.6,102.1,100.8,100.8,101.2,86.9,99.7,120.1,120.9,115.8,140.8,164.4,190.0,216.2,232.377,268.8,204.654,236.661,293.761,311.294,301.776,288.343,246.528,209.052,228.098
CWURA421SS47015  ,CWURA421SS47015  ,"Gasoline, unleaded midgrade in Los Angeles-Riverside-Orange County, CA, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1993.12=100,1993-M12,2017-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.0,98.3,100.7,100.8,87.2,100.3,118.9,118.6,113.7,136.6,158.6,182.6,205.9,220.799,253.015,194.72,223.701,275.552,291.699,283.016,271.83,234.622,200.893,219.14
CWURA421SS47016  ,CWURA421SS47016  ,"Gasoline, unleaded premium in Los Angeles-Riverside-Orange County, CA, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1981-M08,2017-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.3,98.7,98.8,81.8,81.6,83.0,89.4,100.5,94.5,108.1,110.1,108.3,105.4,103.9,103.7,91.4,104.1,121.6,120.9,117.5,139.4,161.5,184.9,208.8,223.93,255.183,197.651,225.682,276.896,291.96,283.02,269.994,232.946,200.606,218.652
CWURA425AA0      ,CWURA425AA0      ,"All items - old base in Portland-Salem, OR-WA, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1967=100,1914-M12,1986-M13,30.6,29.9,30.7,36.0,44.1,51.7,58.5,50.7,48.0,48.5,48.3,48.5,48.1,47.5,46.7,46.3,45.3,40.9,37.3,35.4,36.6,37.9,38.7,40.6,40.2,39.8,39.8,42.3,48.2,51.2,51.8,53.4,57.2,64.6,70.5,69.7,71.0,76.7,78.4,78.8,78.7,78.6,80.5,83.1,84.9,85.9,87.1,88.1,88.5,90.2,92.2,94.6,97.5,100.0,103.5,108.6,113.2,116.1,119.5,127.3,142.8,156.5,167.0,180.2,199.0,225.8,254.1,276.2,284.7,285.8,294.2,302.9,305.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA425SA0      ,CWURA425SA0      ,"All items in Portland-Salem, OR-WA, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1914-M12,1986-M13,10.6,10.4,10.7,12.5,15.3,17.9,20.3,17.6,16.7,16.8,16.8,16.8,16.7,16.5,16.2,16.1,15.7,14.2,12.9,12.3,12.7,13.2,13.4,14.1,13.9,13.8,13.8,14.7,16.7,17.8,18.0,18.5,19.8,22.4,24.5,24.2,24.6,26.6,27.2,27.3,27.3,27.3,27.9,28.8,29.5,29.8,30.2,30.6,30.7,31.3,32.0,32.8,33.8,34.7,35.9,37.7,39.3,40.3,41.5,44.2,49.5,54.3,57.9,62.5,69.0,78.3,88.2,95.8,98.8,99.2,102.1,105.1,106.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA425SA0E     ,CWURA425SA0E     ,"Energy in Portland-Salem, OR-WA, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1978-M01,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.7,68.7,92.5,103.9,102.3,97.9,99.8,102.8,86.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA425SA0L1E   ,CWURA425SA0L1E   ,"All items less food and energy in Portland-Salem, OR-WA, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1982-M01,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.7,99.2,102.1,105.3,108.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA425SA0L2    ,CWURA425SA0L2    ,"All items less shelter in Portland-Salem, OR-WA, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1976-M01,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.9,63.0,68.2,75.8,83.6,91.3,96.5,99.5,104.0,107.7,107.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA425SA0L5    ,CWURA425SA0L5    ,"All items  less medical care in Portland-Salem, OR-WA, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1976-M01,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.1,62.6,69.2,78.6,88.6,96.4,99.0,99.1,101.9,104.8,105.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA425SA0LE    ,CWURA425SA0LE    ,"All items less energy in Portland-Salem, OR-WA, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1978-M01,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.7,79.4,87.7,94.9,98.4,99.3,102.3,105.3,108.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA425SAA      ,CWURA425SAA      ,"Apparel in Portland-Salem, OR-WA, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1914-M12,1986-M13,16.6,16.9,18.3,21.9,28.8,36.5,40.7,31.0,25.9,26.8,26.7,26.3,26.0,25.4,25.0,24.7,23.9,21.9,19.3,18.9,20.6,20.6,20.7,21.6,21.6,21.4,21.8,22.6,26.2,27.8,29.6,30.2,32.3,38.2,41.5,40.1,39.8,42.6,42.2,41.8,42.1,42.5,43.5,44.3,44.4,44.7,45.8,46.1,45.8,46.6,47.1,48.5,50.1,51.3,53.6,56.6,59.2,59.9,61.5,65.4,69.4,73.4,77.2,82.6,85.3,86.9,88.8,93.2,95.3,98.9,105.8,108.8,100.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA425SAC      ,CWURA425SAC      ,"Commodities in Portland-Salem, OR-WA, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1976-M01,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.8,63.9,69.9,78.8,87.1,94.0,98.0,99.5,102.6,104.7,101.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA425SACL1    ,CWURA425SACL1    ,"Commodities less food in Portland-Salem, OR-WA, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1976-M01,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.5,63.8,69.2,78.1,87.6,94.6,98.3,99.4,102.3,104.3,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA425SACL11   ,CWURA425SACL11   ,"Commodities less food and beverages in Portland-Salem, OR-WA, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1976-M01,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.4,63.8,69.1,77.9,87.5,94.5,98.3,99.4,102.4,104.4,98.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA425SAD      ,CWURA425SAD      ,"Durables in Portland-Salem, OR-WA, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1976-M01,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.6,64.6,71.6,79.8,86.7,92.8,97.6,99.4,103.1,103.9,102.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA425SAF      ,CWURA425SAF      ,"Food and beverages in Portland-Salem, OR-WA, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1976-M01,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.6,64.4,71.8,81.0,86.3,92.5,97.1,99.7,103.2,105.6,108.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA425SAF1     ,CWURA425SAF1     ,"Food in Portland-Salem, OR-WA, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1914-M12,1986-M13,9.8,9.5,10.1,12.8,15.2,17.3,19.7,14.5,13.8,14.0,14.2,14.9,14.8,14.6,14.5,14.7,13.9,11.2,9.8,9.2,10.1,11.1,11.5,12.1,11.4,11.3,11.4,12.8,15.6,16.9,16.6,17.2,19.4,23.4,26.0,24.8,25.4,28.6,28.6,28.0,27.8,27.4,28.1,28.9,29.8,29.8,29.9,30.5,30.6,31.1,31.6,32.4,33.9,34.1,35.3,36.7,37.8,38.7,40.2,45.6,52.7,57.4,60.5,64.4,71.6,80.9,85.9,92.2,97.0,99.7,103.3,105.8,108.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA425SAF11    ,CWURA425SAF11    ,"Food at home in Portland-Salem, OR-WA, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1953-M01,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.7,30.6,29.9,30.6,31.4,32.5,32.1,32.1,32.5,32.6,33.1,33.9,34.6,36.1,35.8,36.7,37.9,39.2,39.7,41.4,47.7,55.5,60.4,62.8,67.1,74.0,83.0,87.6,94.4,98.3,99.3,102.4,104.5,106.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA425SAF116   ,CWURA425SAF116   ,"Alcoholic beverages in Portland-Salem, OR-WA, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1976-M01,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.6,64.4,74.7,82.6,90.8,96.7,98.2,100.4,101.4,103.3,107.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA425SAG      ,CWURA425SAG      ,"Other goods and services in Portland-Salem, OR-WA, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1976-M01,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.7,60.0,63.4,67.6,74.0,81.3,92.2,102.1,105.8,111.2,120.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA425SAH      ,CWURA425SAH      ,"Housing in Portland-Salem, OR-WA, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1976-M01,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.1,62.1,70.1,81.1,94.2,102.2,101.9,98.7,99.4,101.3,102.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA425SAH1     ,CWURA425SAH1     ,"Shelter in Portland-Salem, OR-WA, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1976-M01,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.7,60.8,70.8,83.7,97.7,105.2,103.5,98.4,98.1,100.1,104.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA425SAH2     ,CWURA425SAH2     ,"Fuels and utilities in Portland-Salem, OR-WA, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1976-M01,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.7,55.3,60.1,68.1,83.8,93.6,96.2,98.6,105.2,108.7,103.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA425SAH21    ,CWURA425SAH21    ,"Household energy in Portland-Salem, OR-WA, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1976-M01,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.9,51.3,55.5,66.3,88.2,97.9,98.4,98.7,102.9,106.8,95.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA425SAH3     ,CWURA425SAH3     ,"Household furnishings and operations in Portland-Salem, OR-WA, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1976-M01,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.2,70.8,75.2,79.8,85.9,94.9,98.6,100.5,100.9,102.1,102.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA425SAM      ,CWURA425SAM      ,"Medical care in Portland-Salem, OR-WA, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1947-M03,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.8,16.4,16.7,17.2,18.2,19.0,19.5,19.9,20.7,21.4,22.6,22.9,23.2,24.3,25.0,25.1,25.7,27.2,28.1,29.0,30.9,32.5,34.4,36.6,38.1,39.4,41.9,46.1,51.2,55.8,61.5,66.1,71.8,77.6,83.8,93.8,100.8,105.4,111.1,118.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA425SAN      ,CWURA425SAN      ,"Nondurables in Portland-Salem, OR-WA, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1976-M01,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.5,63.3,68.6,78.0,87.5,94.9,98.3,99.5,102.2,104.9,101.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA425SANL1    ,CWURA425SANL1    ,"Nondurables less food in Portland-Salem, OR-WA, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1976-M01,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.6,62.3,65.8,75.5,89.0,97.3,99.4,99.4,101.2,104.1,95.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA425SANL11   ,CWURA425SANL11   ,"Nondurables less food and beverages in Portland-Salem, OR-WA, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1976-M01,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.3,62.2,65.2,75.0,88.8,97.3,99.5,99.3,101.2,104.1,94.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA425SAS      ,CWURA425SAS      ,"Services in Portland-Salem, OR-WA, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1976-M01,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.9,60.2,67.8,77.6,89.8,98.8,100.0,98.7,101.3,105.5,111.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA425SASL2RS  ,CWURA425SASL2RS  ,"Services less rent of shelter in Portland-Salem, OR-WA, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1984.11=100,1985-M01,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.7,112.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA425SASL5    ,CWURA425SASL5    ,"Services less medical care services in Portland-Salem, OR-WA, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1976-M01,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.9,60.0,67.9,78.2,91.1,100.4,100.6,98.4,100.9,105.1,111.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA425SAT      ,CWURA425SAT      ,"Transportation in Portland-Salem, OR-WA, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1947-M03,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.7,21.9,23.6,24.0,25.1,26.8,27.6,26.8,26.9,26.9,28.2,29.8,31.0,30.8,30.9,31.1,31.5,31.9,32.4,32.7,34.1,34.9,36.0,37.0,37.3,37.6,38.5,42.3,46.8,51.2,56.2,61.3,70.7,80.6,91.3,97.0,98.5,104.4,109.0,107.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA425SAT1     ,CWURA425SAT1     ,"Private transportation in Portland-Salem, OR-WA, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1947-M03,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.7,22.9,24.5,24.6,25.8,27.5,28.2,27.3,27.0,27.0,28.2,29.6,31.0,30.6,30.7,30.7,31.1,31.0,31.6,31.9,32.9,33.7,34.3,35.4,35.6,36.2,37.5,41.7,46.7,51.2,56.4,61.8,71.3,81.0,91.5,96.9,98.4,104.7,109.1,107.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA425SEFV     ,CWURA425SEFV     ,"Food away from home in Portland-Salem, OR-WA, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1976-M01,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.3,59.2,66.7,76.8,82.2,87.6,94.6,100.3,105.1,108.5,110.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA425SEHA     ,CWURA425SEHA     ,"Rent of primary residence in Portland-Salem, OR-WA, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1914-M12,1986-M13,26.6,25.0,22.5,21.1,25.7,32.1,35.4,37.8,38.2,38.0,38.1,37.6,36.5,34.6,32.1,29.6,28.0,26.1,23.0,20.3,19.2,19.6,20.8,22.8,23.6,23.6,23.5,24.1,25.8,26.1,26.2,26.1,26.1,26.9,28.7,29.7,30.8,33.4,35.3,36.2,36.7,37.1,37.6,38.5,38.7,39.2,39.4,39.9,40.3,40.9,41.4,42.1,42.8,44.0,44.9,46.1,48.1,50.2,51.7,53.5,56.3,59.8,63.9,69.5,76.0,83.0,89.2,95.6,98.0,100.0,102.0,106.5,110.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA425SEHC     ,CWURA425SEHC     ,"Owners' equivalent rent of residences in Portland-Salem, OR-WA, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1984.11=100,1985-M01,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.3,107.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA425SEHC01   ,CWURA425SEHC01   ,"Owners' equivalent rent of primary residence in Portland-Salem, OR-WA, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1984.11=100,1985-M01,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.3,107.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
