index,Index,Label,unit,start,last,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
CWURN400SAT      ,CWURN400SAT      ,"Transportation in West - Size Class B/C, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1997.12=100,1997-M12,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.7,100.7,106.2,107.5,106.5,110.5,113.4,121.2,127.3,131.174,138.444,126.42,137.41,149.42,152.909,152.057,150.998,143.821,140.014,144.514,152.801,154.039,148.406,173.276
CWURN400SAT1     ,CWURN400SAT1     ,"Private transportation in West - Size Class B/C, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1997.12=100,1997-M12,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.3,100.1,105.2,106.6,105.8,109.9,112.9,120.8,126.9,130.746,137.778,125.801,136.968,148.973,152.539,151.749,150.573,142.879,139.175,143.974,152.277,153.567,148.534,174.508
CWURN400SATCLTB  ,CWURN400SATCLTB  ,"Transportation commodities less motor fuel in West - Size Class B/C, urban wage earners and clerical workers, not seasonally adjusted",Index base: 2009.12=100,2009-M12,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.198,104.717,106.302,107.267,107.44,108.219,107.067,104.998,104.784,106.205,108.969,128.545
CWURN400SEEB     ,CWURN400SEEB     ,"Tuition, other school fees, and childcare in West - Size Class B/C, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1997.12=100,2017-M12,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245.921,249.548,259.323,265.415,272.652
CWURN400SEFJ     ,CWURN400SEFJ     ,"Dairy and related products in West - Size Class B/C, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1997.12=100,2017-M12,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.013,141.207,143.771,152.007,153.863
CWURN400SEFV     ,CWURN400SEFV     ,"Food away from home in West - Size Class B/C, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1997.12=100,1997-M12,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.6,102.6,105.1,108.7,112.4,114.3,117.4,122.0,125.2,130.532,135.774,139.68,142.247,144.188,149.139,151.719,155.122,158.536,163.167,167.312,172.95,177.532,185.248,194.095
CWURN400SEHA     ,CWURN400SEHA     ,"Rent of primary residence in West - Size Class B/C, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1997.12=100,1997-M12,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.6,102.6,105.5,109.4,113.0,115.6,119.6,122.4,127.0,132.077,137.02,138.773,136.205,139.365,140.771,142.664,146.279,149.902,154.713,160.928,166.887,175.667,181.951,187.549
CWURN400SEHC     ,CWURN400SEHC     ,"Owners' equivalent rent of residences in West - Size Class B/C, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1997.12=100,1997-M12,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.6,102.6,104.6,108.2,111.4,113.4,116.3,119.2,123.5,127.687,131.66,132.915,129.929,130.936,132.124,134.129,136.55,139.371,143.241,149.75,155.396,162.287,166.912,172.14
CWURN400SEHC01   ,CWURN400SEHC01   ,"Owners' equivalent rent of primary residence in West - Size Class B/C, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1997.12=100,1997-M12,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.6,102.6,104.6,108.2,111.4,113.4,116.3,119.2,123.5,127.687,131.66,132.915,129.931,130.939,132.122,134.124,136.543,139.364,143.235,149.743,155.387,162.274,166.895,172.123
CWURN400SEHF     ,CWURN400SEHF     ,"Gas (piped) and electricity in West - Size Class B/C, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1997.12=100,1997-M12,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.6,100.0,103.4,123.0,120.3,121.5,123.5,134.2,147.4,152.05,161.253,161.973,165.191,166.029,168.173,175.304,181.771,183.764,186.858,188.576,189.899,191.291,194.31,204.24
CWURN400SEHF01   ,CWURN400SEHF01   ,"Electricity in West - Size Class B/C, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1997.12=100,1997-M12,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.5,101.2,102.3,118.3,122.3,119.7,117.8,121.6,131.3,137.465,147.835,153.812,160.227,162.117,166.423,176.254,178.83,180.674,186.748,189.644,191.918,194.201,196.392,204.618
CWURN400SEHF02   ,CWURN400SEHF02   ,"Utility (piped) gas service in West - Size Class B/C, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1997.12=100,1997-M12,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.0,95.1,107.7,141.2,115.9,128.8,142.8,172.7,192.4,191.797,196.277,177.898,169.394,166.505,161.166,158.903,178.072,180.421,174.041,172.005,167.477,164.674,171.411,187.711
CWURN400SETA     ,CWURN400SETA     ,"New and used motor vehicles in West - Size Class B/C, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1997.12=100,2017-M12,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.494,101.162,101.89,103.8,122.872
CWURN400SETA01   ,CWURN400SETA01   ,"New vehicles in West - Size Class B/C, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1997.12=100,2017-M12,2021-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.312,110.497,112.04,114.171,122.278
CWURN400SETA02   ,CWURN400SETA02   ,"Used cars and trucks in West - Size Class B/C, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1997.12=100,2017-M12,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.502,91.463,92.519,95.035,120.551
CWURN400SETB     ,CWURN400SETB     ,"Motor fuel in West - Size Class B/C, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1997.12=100,1997-M12,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.7,99.4,120.4,117.7,107.3,130.5,152.6,181.5,202.4,219.659,256.28,188.789,225.859,276.135,288.458,276.985,268.007,205.538,176.675,197.069,228.082,228.405,194.508,254.361
CWURN400SETB01   ,CWURN400SETB01   ,"Gasoline (all types) in West - Size Class B/C, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1997.12=100,1997-M12,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.6,99.3,120.3,117.7,107.7,131.3,153.7,182.6,203.7,221.167,256.969,190.882,228.257,278.377,290.579,278.872,269.601,207.117,177.891,198.278,229.491,229.999,195.671,256.252
CWURN400SETE     ,CWURN400SETE     ,"Motor vehicle insurance in West - Size Class B/C, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1997.12=100,2017-M12,2021-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.49,209.683,210.931,191.868,198.017
CWURN400SS47014  ,CWURN400SS47014  ,"Gasoline, unleaded regular in West - Size Class B/C, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1997.12=100,1997-M12,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.1,99.4,121.2,117.3,106.6,129.9,152.7,182.1,203.5,221.327,257.88,190.835,228.46,279.436,291.683,279.455,270.031,206.331,176.262,196.628,228.085,228.463,193.449,254.49
CWURN400SS47015  ,CWURN400SS47015  ,"Gasoline, unleaded midgrade in West - Size Class B/C, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1997.12=100,1997-M12,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.1,99.2,118.8,117.3,107.9,131.3,152.8,180.7,201.4,218.073,252.388,187.538,224.571,272.727,284.616,273.969,264.937,207.242,180.146,200.59,231.316,232.64,202.02,260.253
CWURN400SS47016  ,CWURN400SS47016  ,"Gasoline, unleaded premium in West - Size Class B/C, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1997.12=100,1997-M12,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.9,99.4,119.0,116.9,107.3,129.8,150.1,176.3,195.6,211.188,243.095,183.857,218.492,263.047,274.609,265.243,257.281,201.117,176.918,196.53,224.933,225.967,196.431,252.112
CWURS400AA0      ,CWURS400AA0      ,"All items - old base in West - Size Class A, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1977.12=100,1977-M12,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.9,116.7,135.2,149.9,159.3,160.3,166.0,172.4,176.7,183.0,190.6,199.8,210.5,219.2,226.8,232.8,237.2,242.1,247.7,253.3,258.0,265.6,275.5,286.1,292.4,299.1,305.8,315.9,326.9,337.294,350.219,348.213,353.347,364.332,372.46,378.124,384.89,388.28,395.563,407.339,423.255,435.272,443.426,464.388
CWURS400SA0      ,CWURS400SA0      ,"All items in West - Size Class A, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.8,72.1,83.5,92.6,98.4,99.0,102.5,106.5,109.2,113.0,117.7,123.5,130.1,135.4,140.1,143.8,146.5,149.6,153.0,156.5,159.4,164.1,170.2,176.7,180.6,184.8,188.9,195.1,202.0,208.36,216.344,215.105,218.276,225.062,230.083,233.582,237.762,239.856,244.355,251.629,261.461,268.885,273.922,286.87
CWURS400SA0E     ,CWURS400SA0E     ,"Energy in West - Size Class A, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.2,65.0,89.0,98.5,100.3,99.0,100.7,102.0,87.8,87.2,89.5,95.6,104.4,105.0,110.5,112.4,113.4,114.5,115.4,116.9,106.6,114.8,133.5,142.8,138.4,155.7,170.7,196.9,220.3,233.656,260.864,211.777,237.455,276.347,285.553,282.935,278.926,243.259,224.264,240.256,271.325,277.444,255.365,313.601
CWURS400SA0L1E   ,CWURS400SA0L1E   ,"All items less food and energy in West - Size Class A, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1982-M02,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.6,98.8,102.6,107.4,112.4,117.1,122.2,127.6,133.9,140.0,145.1,149.0,151.8,154.9,158.5,161.8,165.8,170.5,175.8,182.0,186.7,189.2,191.6,196.2,202.0,207.355,212.838,216.14,217.448,220.381,224.922,229.179,233.95,239.461,247.029,254.318,262.904,270.71,277.064,285.54
CWURS400SA0L2    ,CWURS400SA0L2    ,"All items less shelter in West - Size Class A, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.5,73.8,83.1,90.7,96.5,99.7,103.8,107.1,108.2,111.5,115.9,121.7,128.0,133.0,137.9,142.0,144.8,148.2,151.6,154.4,155.5,158.9,164.3,168.7,170.6,174.6,178.6,184.9,191.0,195.554,203.428,200.349,205.855,214.404,218.786,220.5,222.415,220.098,219.932,223.649,231.02,234.996,237.322,252.733
CWURS400SA0L5    ,CWURS400SA0L5    ,"All items less medical care in West - Size Class A, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,72.3,83.9,93.0,98.6,98.9,102.4,106.2,108.5,112.2,116.6,122.2,128.6,133.6,138.0,141.3,143.9,146.8,150.1,153.4,156.2,160.8,166.9,173.2,176.8,180.8,184.8,190.7,197.2,203.297,211.055,209.421,212.328,218.96,223.682,227.027,230.962,232.733,236.715,243.875,253.712,260.794,265.223,278.296
CWURS400SA0LE    ,CWURS400SA0LE    ,"All items less energy in West - Size Class A, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.3,72.8,83.0,92.0,98.2,99.0,102.7,107.0,111.6,116.2,121.1,126.9,133.3,139.2,143.8,147.7,150.6,153.8,157.5,161.2,165.3,169.7,174.8,181.1,185.7,188.6,191.8,196.2,201.7,207.544,213.872,216.945,218.09,221.973,226.617,230.715,235.715,241.244,247.905,254.467,262.381,269.979,277.346,286.652
CWURS400SAA      ,CWURS400SAA      ,"Apparel in West - Size Class A, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.0,88.4,94.2,98.5,98.7,99.4,102.0,104.6,105.5,109.0,111.9,113.9,119.5,123.8,126.8,126.6,125.6,123.6,124.3,121.8,122.7,120.3,119.6,116.6,114.4,112.1,112.5,111.6,114.6,114.45,115.138,114.925,115.089,117.583,121.98,122.114,120.608,119.53,121.02,119.897,121.7,119.761,116.469,121.347
CWURS400SAC      ,CWURS400SAC      ,"Commodities in West - Size Class A, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.1,76.9,86.4,93.4,97.4,99.9,102.7,104.4,103.3,106.1,109.5,115.2,121.2,124.9,129.2,131.8,133.5,136.0,139.2,141.0,141.5,144.7,149.4,151.8,151.5,154.0,157.3,162.3,166.5,170.45,177.101,170.781,175.501,184.966,188.983,188.399,188.153,183.144,179.868,182.644,189.131,191.942,192.347,207.906
CWURS400SACL1    ,CWURS400SACL1    ,"Commodities less food in West - Size Class A, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.9,76.6,87.0,94.1,97.7,99.9,102.5,104.1,100.4,102.2,105.3,110.2,115.5,118.6,123.8,125.9,126.8,128.4,131.0,131.2,129.5,132.7,137.8,137.9,135.3,136.6,138.1,143.4,147.8,149.765,154.683,145.571,151.805,161.438,164.894,162.715,159.805,150.976,145.767,148.355,155.311,156.603,152.105,168.676
CWURS400SACL11   ,CWURS400SACL11   ,"Commodities less food and beverages in West - Size Class A, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.7,76.5,87.0,94.1,97.7,99.8,102.5,103.9,99.9,101.7,104.7,109.5,114.7,117.1,122.2,124.3,125.2,126.9,129.4,129.3,127.4,130.5,135.5,135.5,132.7,133.9,135.3,140.5,144.9,146.7,151.467,142.122,148.421,158.213,161.655,159.335,156.301,147.152,141.638,144.146,151.064,152.329,147.412,163.961
CWURS400SAD      ,CWURS400SAD      ,"Durables in West - Size Class A, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.7,76.9,85.1,91.5,96.8,99.9,103.3,103.5,102.7,104.4,106.5,108.5,109.7,111.9,115.7,119.2,122.6,126.0,127.8,127.7,126.8,125.6,127.0,126.9,123.8,119.1,115.8,116.6,116.4,114.376,112.561,111.661,113.793,114.618,114.142,113.325,111.59,109.732,107.058,105.131,104.232,104.434,105.879,115.989
CWURS400SAE      ,CWURS400SAE      ,"Education and communication in West - Size Class A, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1997.12=100,1997-M12,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.4,101.0,102.1,104.0,105.7,108.2,110.8,113.5,115.6,117.807,122.136,125.495,127.991,129.087,130.71,132.514,133.47,133.386,131.799,128.21,128.757,129.253,130.946,132.42
CWURS400SAEC     ,CWURS400SAEC     ,"Education and communication commodities in West - Size Class A, urban wage earners and clerical workers, not seasonally adjusted",Index base: 2009.12=100,2009-M12,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.465,92.63,89.57,86.603,80.925,77.504,73.375,72.999,72.901,71.057,66.98,65.898
CWURS400SAES     ,CWURS400SAES     ,"Education and communication services in West - Size Class A, urban wage earners and clerical workers, not seasonally adjusted",Index base: 2009.12=100,2009-M12,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.683,103.123,104.786,106.664,108.132,108.468,107.575,104.41,104.919,105.622,107.643,109.053
CWURS400SAF      ,CWURS400SAF      ,"Food and beverages in West - Size Class A, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.1,78.0,84.9,92.0,96.8,100.1,103.2,105.5,108.7,113.0,117.3,124.5,131.7,137.5,140.5,144.0,147.0,150.7,155.2,160.2,164.8,168.2,172.0,178.9,183.0,188.2,194.6,198.3,202.3,210.533,221.065,223.092,223.411,231.528,236.489,239.804,245.838,251.253,253.644,256.878,261.477,267.757,279.63,292.698
CWURS400SAF1     ,CWURS400SAF1     ,"Food in West - Size Class A, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.7,77.8,84.8,91.9,96.8,100.0,103.2,105.4,108.6,112.9,117.1,124.4,131.6,136.3,138.9,142.5,145.9,149.9,154.4,159.4,164.1,167.5,171.1,178.0,182.1,187.3,193.8,197.4,201.4,209.646,220.237,222.132,222.358,230.901,235.989,239.276,245.567,251.204,253.379,256.519,261.099,267.635,279.474,292.556
CWURS400SAF11    ,CWURS400SAF11    ,"Food at home in West - Size Class A, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.5,80.2,87.4,94.2,98.0,99.6,102.4,103.9,106.7,111.5,115.5,123.4,131.1,135.9,138.2,142.5,146.9,151.9,157.7,163.1,168.2,171.4,175.2,183.1,186.4,192.6,199.7,201.6,204.4,213.757,226.683,224.91,223.567,233.919,237.793,240.059,246.538,250.628,248.069,247.373,248.75,251.467,261.573,272.85
CWURS400SAF111   ,CWURS400SAF111   ,"Cereals and bakery products in West - Size Class A, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,2017-M12,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271.862,276.949,285.643,293.931,301.66
CWURS400SAF112   ,CWURS400SAF112   ,"Meats, poultry, fish, and eggs in West - Size Class A, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,2017-M12,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256.785,260.061,262.77,279.24,299.457
CWURS400SAF113   ,CWURS400SAF113   ,"Fruits and vegetables in West - Size Class A, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,2017-M12,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318.352,316.408,319.847,330.787,344.697
CWURS400SAF114   ,CWURS400SAF114   ,"Nonalcoholic beverages and beverage materials in West - Size Class A, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1977.12=100,2017-M12,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.554,235.822,238.583,250.368,258.672
CWURS400SAF115   ,CWURS400SAF115   ,"Other food at home in West - Size Class A, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,2017-M12,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.015,209.543,208.435,212.507,220.63
CWURS400SAF116   ,CWURS400SAF116   ,"Alcoholic beverages in West - Size Class A, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.4,81.0,87.0,93.6,96.7,100.3,102.9,106.7,110.7,113.9,119.4,125.4,133.4,147.9,154.4,156.6,156.6,157.8,161.9,166.9,170.4,175.9,183.2,188.2,192.5,197.4,201.9,206.5,210.5,218.351,227.73,231.737,233.47,234.832,237.749,241.414,244.181,246.798,252.518,257.295,262.122,263.921,275.918,288.458
CWURS400SAG      ,CWURS400SAG      ,"Other goods and services in West - Size Class A, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.4,68.1,74.6,82.1,91.6,101.4,107.0,114.3,120.8,127.3,136.9,151.5,162.4,175.1,189.5,200.4,203.5,211.0,219.0,228.2,237.4,265.6,277.5,287.3,295.5,302.6,306.2,315.7,325.8,335.676,345.374,363.598,374.322,378.721,381.996,386.487,392.053,395.964,400.998,415.905,427.828,438.879,449.778,470.435
CWURS400SAGC     ,CWURS400SAGC     ,"Other goods in West - Size Class A, urban wage earners and clerical workers, not seasonally adjusted",Index base: 2009.12=100,2009-M12,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.188,103.936,103.618,104.352,106.227,106.676,106.867,111.311,113.852,115.52,117.285,122.444
CWURS400SAGS     ,CWURS400SAGS     ,"Other personal services in West - Size Class A, urban wage earners and clerical workers, not seasonally adjusted",Index base: 2009.12=100,2009-M12,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.365,102.042,104.048,105.772,106.95,108.582,111.317,114.858,118.402,122.684,126.888,132.991
CWURS400SAH      ,CWURS400SAH      ,"Housing in West - Size Class A, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.8,69.6,83.6,94.2,100.5,98.3,101.2,106.2,111.6,115.4,120.0,124.3,130.5,136.1,140.1,143.0,145.4,147.7,150.3,154.7,160.0,166.3,173.8,185.0,191.8,195.4,199.0,205.5,214.1,222.626,229.846,232.367,231.114,233.89,239.135,246.219,254.203,263.586,275.713,288.291,301.076,313.854,324.319,332.926
