index,Index,Label,unit,start,last,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
CWURD000SEHC01   ,CWURD000SEHC01   ,"Owners' equivalent rent of primary residence in Size Class D (under 50,000), urban wage earners and clerical workers, not seasonally adjusted",Index base: 1984.12=100,1984-M12,2017-M13,,,,,,,,102.4,107.0,110.1,114.4,119.1,125.4,129.7,133.1,138.7,144.8,152.7,159.5,163.5,167.3,170.9,174.5,178.7,183.6,185.5,187.3,191.1,197.4,203.11,209.231,212.989,212.577,214.12400000000002,219.428,222.67,228.56400000000002,235.99599999999998,243.757,251.299
CWURD000SEHF     ,CWURD000SEHF     ,"Energy services in Size Class D (under 50,000), urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2017-M13,60.0,65.4,72.1,81.7,91.9,102.8,105.3,106.3,104.5,104.8,105.5,104.8,106.7,108.6,110.9,112.5,114.5,113.7,116.6,117.9,118.2,117.9,124.9,135.3,133.5,140.9,146.2,159.6,175.2,179.574,195.671,191.669,189.454,194.997,194.812,199.287,206.075,205.713,202.266,205.547
CWURD000SEHF01   ,CWURD000SEHF01   ,"Electricity in Size Class D (under 50,000), urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1982-M01,2017-M13,,,,,,,104.6,107.5,109.5,111.9,111.7,112.4,114.7,117.0,119.0,121.1,122.9,123.3,125.2,124.6,124.3,123.6,125.9,131.2,134.5,138.0,141.7,149.6,165.7,173.321,186.888,194.125,193.575,201.1,202.72400000000002,207.80200000000002,213.83900000000003,216.085,213.75,216.736
CWURD000SEHF02   ,CWURD000SEHF02   ,"Utility (piped) gas service in Size Class D (under 50,000), urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1982-M01,2017-M13,,,,,,,106.2,104.8,98.1,94.2,97.0,93.2,94.0,95.4,98.4,98.8,101.6,98.0,103.3,109.0,110.3,111.1,130.9,155.5,139.0,160.3,172.1,205.2,217.0,209.44799999999998,237.1,181.077,170.611,166.018,156.701,158.161,169.22099999999998,154.578,145.751,150.29399999999995
CWURD000SEMC     ,CWURD000SEMC     ,"Professional services in Size Class D (under 50,000), urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2017-M13,63.3,69.7,79.1,86.6,93.4,100.1,106.4,111.7,119.5,129.6,137.1,146.5,159.1,166.5,176.6,185.6,196.3,207.1,214.1,222.5,229.5,234.2,238.5,249.6,258.3,265.3,273.5,284.2,291.7,304.676,316.245,324.978,333.861,341.7,348.314,359.541,365.19800000000004,368.719,385.63699999999994,384.67699999999996
CWURD000SETA     ,CWURD000SETA     ,"New and used motor vehicles in Size Class D (under 50,000), urban wage earners and clerical workers, not seasonally adjusted",Index base: 1997.12=100,1997-M12,2017-M13,,,,,,,,,,,,,,,,,,,,,100.7,100.7,102.2,101.6,98.5,95.2,91.8,94.6,93.9,92.478,91.037,89.579,94.7,97.92299999999999,99.34200000000001,100.85700000000001,101.499,101.931,100.883,98.88
CWURD000SETA01   ,CWURD000SETA01   ,"New vehicles in Size Class D (under 50,000), urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2017-M13,74.4,80.3,87.0,92.5,96.9,100.2,102.9,106.4,111.0,114.9,117.5,120.2,123.3,128.4,132.5,135.7,140.0,144.0,147.1,147.2,147.2,146.7,147.3,145.8,143.4,145.1,147.3,149.6,146.5,143.957,140.944,143.217,144.655,149.857,153.872,156.761,158.925,163.202,163.683,161.876
CWURD000SETA02   ,CWURD000SETA02   ,"Used cars and trucks in Size Class D (under 50,000), urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2017-M13,55.8,60.2,62.3,76.9,88.8,98.7,112.5,113.7,108.8,113.4,118.9,121.8,119.1,118.9,123.6,132.7,139.8,154.1,153.6,146.4,144.5,144.7,149.0,147.7,140.6,131.8,122.1,128.2,128.8,125.62899999999999,124.095,117.162,131.999,136.833,137.214,138.586,137.997,135.923,132.835,128.145
CWURD000SETB     ,CWURD000SETB     ,"Motor fuel in Size Class D (under 50,000), urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2017-M13,52.3,69.7,97.2,109.0,103.4,99.4,97.2,96.9,75.5,78.4,78.0,87.3,99.0,97.1,94.7,94.1,94.2,97.3,104.6,104.5,88.9,97.6,125.5,121.3,110.7,129.0,153.8,191.9,216.7,231.954,271.184,193.287,229.755,291.468,298.538,290.203,280.923,200.422,179.648,203.555
CWURD000SETB01   ,CWURD000SETB01   ,"Gasoline (all types) in Size Class D (under 50,000), urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2017-M13,52.3,69.8,97.2,109.1,103.4,99.5,97.1,96.9,75.5,78.4,78.0,87.4,98.6,96.5,94.2,93.5,93.7,97.0,104.1,104.1,88.3,97.0,124.7,120.4,110.0,128.1,152.7,190.4,215.1,230.273,267.878,192.485,228.601,289.665,296.243,287.87,278.28700000000003,198.551,178.19099999999997,201.81400000000002
CWURD000SS47014  ,CWURD000SS47014  ,"Gasoline, unleaded regular in Size Class D (under 50,000), urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1982-M01,2017-M13,,,,,,,97.1,97.5,75.2,77.6,76.7,84.9,95.6,93.6,91.1,89.9,89.8,93.3,100.3,100.4,84.5,92.9,120.1,116.2,105.2,122.8,146.6,183.4,207.5,221.31,257.184,184.06599999999997,218.96599999999998,277.893,283.872,275.142,265.24,187.43,167.252,189.601
CWURD000SS47015  ,CWURD000SS47015  ,"Gasoline, unleaded midgrade in Size Class D (under 50,000), urban wage earners and clerical workers, not seasonally adjusted",Index base: 1993.12=100,1993-M12,2017-M13,,,,,,,,,,,,,,,,,103.8,107.2,115.1,114.9,97.5,106.5,137.1,131.0,122.6,141.7,169.1,210.8,237.2,256.07099999999997,299.427,216.688,257.37,326.401,334.06699999999995,325.72,319.335,233.36599999999999,212.695,237.80599999999998
CWURD000SS47016  ,CWURD000SS47016  ,"Gasoline, unleaded premium in Size Class D (under 50,000), urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1982-M01,2017-M13,,,,,,,98.3,97.9,79.1,81.0,80.8,90.0,102.5,99.9,97.6,96.1,97.1,100.8,106.0,106.2,92.4,101.2,127.8,123.5,114.5,131.5,155.2,191.4,214.0,230.832,269.268,196.782,231.45,289.483,297.844,292.724,286.414,215.264,199.959,226.077
