"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"USA","CCI","AMPLITUD","LTRENDIDX","M","1990-07",99.74326,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1990-08",98.89157,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1990-09",98.07336,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1990-10",97.41941,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1990-11",97.18719,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1990-12",97.25778,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1991-01",97.64118,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1991-02",98.34061,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1991-03",99.13821,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1991-04",99.36349,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1991-05",99.34473,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1991-06",99.41665,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1991-07",99.48428,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1991-08",99.44493,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1991-09",99.22464,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1991-10",98.70045,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1991-11",98.05077,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1991-12",97.66853,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1992-01",97.61488,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1992-02",97.88456,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1992-03",98.36841,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1992-04",98.75278,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1992-05",98.97162,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1992-06",98.97807,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1992-07",98.78564,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1992-08",98.61777,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1992-09",98.60623,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1992-10",98.89402,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1992-11",99.58192,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1992-12",100.1417,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1993-01",100.2882,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1993-02",100.1604,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1993-03",99.95413,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1993-04",99.69887,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1993-05",99.3728,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1993-06",99.11924,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1993-07",98.88364,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1993-08",98.82325,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1993-09",98.95761,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1993-10",99.26804,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1993-11",99.64123,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1993-12",100.1828,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1994-01",100.6491,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1994-02",100.8157,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1994-03",100.8038,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1994-04",100.7709,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1994-05",100.7017,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1994-06",100.584,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1994-07",100.5037,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1994-08",100.5546,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1994-09",100.6329,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1994-10",100.7371,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1994-11",100.8637,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1994-12",101.0591,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1995-01",101.15,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1995-02",101.0028,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1995-03",100.7579,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1995-04",100.6518,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1995-05",100.6378,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1995-06",100.7784,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1995-07",100.9084,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1995-08",100.8708,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1995-09",100.6084,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1995-10",100.4349,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1995-11",100.3487,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1995-12",100.3753,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1996-01",100.3933,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1996-02",100.4721,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1996-03",100.6325,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1996-04",100.6641,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1996-05",100.6413,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1996-06",100.7609,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1996-07",100.9365,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1996-08",101.0689,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1996-09",101.1688,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1996-10",101.3034,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1996-11",101.4178,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1996-12",101.4346,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1997-01",101.4905,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1997-02",101.6203,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1997-03",101.7665,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1997-04",101.9479,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1997-05",102.1529,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1997-06",102.3397,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1997-07",102.4654,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1997-08",102.4683,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1997-09",102.4803,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1997-10",102.4727,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1997-11",102.4524,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1997-12",102.4176,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1998-01",102.5856,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1998-02",102.7654,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1998-03",102.7737,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1998-04",102.7501,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1998-05",102.641,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1998-06",102.51,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1998-07",102.3601,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1998-08",102.1484,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1998-09",101.8835,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1998-10",101.7337,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1998-11",101.8366,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1998-12",101.9939,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1999-01",102.2576,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1999-02",102.4868,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1999-03",102.5257,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1999-04",102.5203,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1999-05",102.5683,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1999-06",102.5806,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1999-07",102.5195,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1999-08",102.4517,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1999-09",102.4404,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1999-10",102.4177,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1999-11",102.5474,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1999-12",102.7275,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2000-01",102.9802,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2000-02",103.0381,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2000-03",102.9495,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2000-04",102.9292,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2000-05",102.9015,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2000-06",102.7932,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2000-07",102.7565,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2000-08",102.7184,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2000-09",102.6638,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2000-10",102.5444,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2000-11",102.2679,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2000-12",101.6875,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2001-01",101.1123,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2001-02",100.692,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2001-03",100.5106,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2001-04",100.4742,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2001-05",100.6093,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2001-06",100.6962,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2001-07",100.6016,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2001-08",100.2701,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2001-09",99.7924,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2001-10",99.62016,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2001-11",99.78261,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2001-12",100.1757,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2002-01",100.5559,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2002-02",100.7836,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2002-03",100.9895,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2002-04",101.0475,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2002-05",101.0189,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2002-06",100.7432,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2002-07",100.3741,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2002-08",100.07,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2002-09",99.80386,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2002-10",99.60297,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2002-11",99.61952,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2002-12",99.61673,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2003-01",99.42027,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2003-02",99.24603,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2003-03",99.33756,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2003-04",99.81541,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2003-05",100.2865,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2003-06",100.4584,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2003-07",100.4609,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2003-08",100.3625,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2003-09",100.3235,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2003-10",100.4867,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2003-11",100.8086,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2003-12",101.1424,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2004-01",101.4501,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2004-02",101.325,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2004-03",101.1401,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2004-04",100.9517,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2004-05",100.8654,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2004-06",101.0173,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2004-07",101.14,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2004-08",101.1128,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2004-09",100.9818,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2004-10",100.8835,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2004-11",100.9543,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2004-12",101.1038,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2005-01",101.0876,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2005-02",100.9162,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2005-03",100.6633,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2005-04",100.4558,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2005-05",100.5306,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2005-06",100.8062,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2005-07",100.7032,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2005-08",100.0518,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2005-09",99.26012,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2005-10",99.00318,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2005-11",99.42899,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2005-12",100.0644,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2006-01",100.3511,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2006-02",100.2974,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2006-03",100.1528,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2006-04",99.87568,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2006-05",99.56513,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2006-06",99.54226,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2006-07",99.58208,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2006-08",99.69029,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2006-09",100.0375,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2006-10",100.4999,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2006-11",100.7543,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2006-12",100.8814,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2007-01",100.9166,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2007-02",100.6709,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2007-03",100.3717,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2007-04",100.1801,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2007-05",100.1136,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2007-06",100.0689,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2007-07",100.0434,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2007-08",99.79108,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2007-09",99.51021,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2007-10",99.18597,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2007-11",98.8713,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2007-12",98.68616,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2008-01",98.50821,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2008-02",98.07993,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2008-03",97.56359,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2008-04",96.98157,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2008-05",96.56369,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2008-06",96.43228,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2008-07",96.65605,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2008-08",96.93955,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2008-09",97.02335,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2008-10",96.6345,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2008-11",96.35178,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2008-12",96.34356,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2009-01",96.3515,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2009-02",96.32281,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2009-03",96.54528,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2009-04",97.03897,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2009-05",97.46377,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2009-06",97.63964,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2009-07",97.58983,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2009-08",97.63796,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2009-09",97.83389,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2009-10",97.86654,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2009-11",97.882,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2009-12",98.07382,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2010-01",98.25163,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2010-02",98.31225,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2010-03",98.30884,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2010-04",98.28637,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2010-05",98.28497,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2010-06",98.18043,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2010-07",97.86755,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2010-08",97.67672,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2010-09",97.62084,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2010-10",97.72912,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2010-11",98.01194,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2010-12",98.28765,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2011-01",98.40667,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2011-02",98.35275,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2011-03",98.08501,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2011-04",98.02081,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2011-05",98.00356,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2011-06",97.66586,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2011-07",97.03178,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2011-08",96.49056,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2011-09",96.41673,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2011-10",96.67135,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2011-11",97.15685,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2011-12",97.75739,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2012-01",98.26936,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2012-02",98.55479,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2012-03",98.69234,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2012-04",98.73089,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2012-05",98.66898,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2012-06",98.44224,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2012-07",98.36235,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2012-08",98.55073,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2012-09",98.9015,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2012-10",99.15305,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2012-11",99.05724,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2012-12",98.68688,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2013-01",98.54449,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2013-02",98.65871,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2013-03",98.84372,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2013-04",99.07899,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2013-05",99.45428,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2013-06",99.6483,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2013-07",99.60648,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2013-08",99.29492,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2013-09",98.87216,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2013-10",98.6108,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2013-11",98.72227,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2013-12",99.05923,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2014-01",99.25103,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2014-02",99.3288,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2014-03",99.36459,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2014-04",99.44562,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2014-05",99.4305,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2014-06",99.4012,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2014-07",99.39211,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2014-08",99.49744,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2014-09",99.72422,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2014-10",100.0431,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2014-11",100.4342,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2014-12",100.868,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2015-01",101.1603,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2015-02",101.1628,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2015-03",101.056,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2015-04",100.9955,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2015-05",100.9066,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2015-06",100.9222,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2015-07",100.7953,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2015-08",100.5858,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2015-09",100.397,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2015-10",100.4293,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2015-11",100.5582,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2015-12",100.6655,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2016-01",100.68,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2016-02",100.6387,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2016-03",100.5947,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2016-04",100.619,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2016-05",100.7544,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2016-06",100.73,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2016-07",100.5678,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2016-08",100.4506,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2016-09",100.4295,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2016-10",100.5145,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2016-11",100.8785,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2016-12",101.2516,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2017-01",101.4155,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2017-02",101.4019,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2017-03",101.3681,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2017-04",101.3243,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2017-05",101.2456,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2017-06",101.1286,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2017-07",101.0832,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2017-08",101.1899,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2017-09",101.3234,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2017-10",101.4888,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2017-11",101.4667,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2017-12",101.3754,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2018-01",101.4078,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2018-02",101.584,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2018-03",101.6935,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2018-04",101.6384,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2018-05",101.5455,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2018-06",101.4828,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2018-07",101.4487,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2018-08",101.4609,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2018-09",101.551,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2018-10",101.5318,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2018-11",101.4137,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2018-12",101.2296,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2019-01",101.0091,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2019-02",101.0676,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2019-03",101.303,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2019-04",101.4755,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2019-05",101.5704,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2019-06",101.4692,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2019-07",101.2189,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2019-08",100.8993,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2019-09",100.8993,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2019-10",101.1182,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2019-11",101.4081,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2019-12",101.654,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2020-01",101.6522,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2020-02",101.1903,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2020-03",100.1134,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2020-04",98.9421,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2020-05",98.40254,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2020-06",98.34882,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2020-07",98.36749,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2020-08",98.58524,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2020-09",98.92236,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2020-10",99.08285,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2020-11",99.03635,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2020-12",99.03963,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2021-01",99.04611,
