index,Index,Label,unit,start,last,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
PCU3152403152402              ,PCU3152403152402              ,"PPI industry data for Women's, girls', and infants' cut and sew apparel manufacturing-Women's and girls' blouses and shirts, not seasonally adjusted",Index base: 1983.06 = 100,1983-M06,2022-M01,,,,,,,,,,,,,,,,,,,,102.6,111.0,114.2,115.8,118.6,121.5,126.3,129.6,132.4,131.9,133.2,134.7,134.3,132.3,133.8,134.9,135.7,138.4,138.4,136.1,138.8,140.2,141.7,145.1,145.8,146.3,142.6,145.7,141.4,142.3,142.9,144.7,149.3,156.3,159.5,159.6,164.3,171.334
PCU31524031524021             ,PCU31524031524021             ,"PPI industry data for Women's, girls', and infants' cut and sew apparel manufacturing-Women's and girls' knit shirts and blouses, made from purchased fabrics, not seasonally adjusted",Index base: 1993.06 = 100,1993-M06,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.0,105.1,105.0,105.0,107.4,107.7,109.2,110.8,108.0,103.1,107.9,109.9,111.2,114.9,114.0,114.5,109.2,115.9,114.9,114.8,115.4,117.1,117.6,123.4,127.7,127.7,131.4,136.676
PCU31524031524023             ,PCU31524031524023             ,"PPI industry data for Women's, girls', and infants' cut and sew apparel manufacturing-Women's and girls' woven shirts and blouses, made from purchased fabrics, not seasonally adjusted",Index base: 1983.06 = 100,1983-M06,2022-M01,,,,,,,,,,,,,,,,,,,,108.2,120.3,122.7,125.9,131.5,136.9,144.5,149.7,155.7,159.0,161.9,162.5,161.5,156.1,156.1,159.1,159.4,164.6,168.7,167.1,166.9,166.9,168.7,170.6,174.3,174.7,174.3,,161.4,163.6,164.0,165.7,177.4,185.1,185.8,186.2,191.7,201.885
PCU3152403152403              ,PCU3152403152403              ,"PPI industry data for Women's, girls', and infants' cut and sew apparel manufacturing-Women's and girls' dresses, made from purchased fabrics, not seasonally adjusted",Index base: 1980.12 = 100,1980-M12,2022-M01,,,,,,,,,,,,,,,,,104.5,106.8,108.9,108.9,109.6,111.8,114.6,118.2,123.8,127.4,130.9,131.7,132.1,128.8,126.5,126.2,126.0,126.1,125.2,124.6,122.1,120.7,121.5,123.6,120.8,119.7,117.6,120.0,121.2,120.1,121.5,123.5,126.3,128.6,130.2,130.3,133.0,135.1,135.0,132.2,131.977
PCU3152403152404              ,PCU3152403152404              ,"PPI industry data for Women's, girls', and infants' cut and sew apparel manufacturing-Women's and girls' suits, coats, and skirts, not seasonally adjusted",Index base: 1982.12 = 100,1982-M12,2022-M01,,,,,,,,,,,,,,,,,,,101.0,101.9,103.0,103.4,103.0,108.3,110.8,113.4,116.1,116.2,117.6,117.5,114.5,109.5,107.5,108.7,109.6,108.4,108.0,108.7,109.1,109.0,108.9,109.2,108.7,109.1,109.4,109.5,113.6,122.0,130.9,121.2,121.8,122.4,124.5,127.1,127.3,127.3,127.364
PCU31524031524044             ,PCU31524031524044             ,"PPI industry data for Women's, girls', and infants' cut and sew apparel manufacturing-Women's and girls' tailored suits and pantsuits, including dress uniforms, mfpm, not seasonally adjusted",Index base: 1993.06 = 100,1993-M06,2012-M03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.1,101.4,84.3,72.4,72.1,71.4,67.6,64.9,63.6,,,,,62.8,,63.3,63.3,,,,,,,,,,,
PCU31524031524046             ,PCU31524031524046             ,"PPI industry data for Women's, girls', and infants' cut and sew apparel manufacturing-Women's and girls' skirts, made from purchased fabrics, not seasonally adjusted",Index base: 1982.12 = 100,1977-M12,2022-M01,,,,,,,,,,,,,,87.1,87.8,92.3,95.3,100.0,102.7,105.9,108.1,107.1,110.8,118.0,108.6,105.8,111.1,112.3,109.6,108.9,104.8,105.6,104.9,106.9,109.3,110.0,110.3,112.5,113.7,113.5,113.3,113.2,112.6,113.3,113.8,114.2,116.0,125.6,137.7,124.4,125.1,125.7,128.4,131.5,131.7,131.7,131.529
PCU31524031524048             ,PCU31524031524048             ,"PPI industry data for Women's, girls', and infants' cut and sew apparel manufacturing-Women's and girls' tailored jackets and vests, excluding fur and leather, mfpm, not seasonally adjusted",Index base: 1998.12 = 100,1998-M12,2021-M03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,100.0,100.0,100.9,100.7,100.6,100.5,101.4,101.0,101.3,101.3,101.4,108.0,111.8,111.8,112.0,113.5,114.3,115.0,117.0,117.1,,
PCU3152403152408              ,PCU3152403152408              ,"PPI industry data for Women's, girls', and infants' cut and sew apparel manufacturing-Women's and girls' other outerwear, not seasonally adjusted",Index base: 1983.06 = 100,1983-M06,2022-M01,,,,,,,,,,,,,,,,,,,,97.9,97.8,98.6,100.4,102.6,104.1,106.4,108.1,108.5,108.1,107.3,108.1,110.5,114.0,114.5,116.2,116.4,114.8,113.9,115.7,115.4,116.2,114.7,119.1,117.0,118.7,118.7,119.5,119.8,120.4,120.0,118.8,118.4,118.2,119.3,120.4,114.8,104.932
PCU31524031524082             ,PCU31524031524082             ,"PPI industry data for Women's, girls', and infants' cut and sew apparel manufacturing-Women's and girls' sweaters, including sweater vests, made from purchased fabrics, not seasonally adjusted",Index base: 2006.12 = 100,2006-M12,2021-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,100.5,100.9,,100.9,102.0,102.1,102.1,89.9,87.2,88.6,88.6,97.6,
PCU31524031524084             ,PCU31524031524084             ,"PPI industry data for Women's, girls', and infants' cut and sew apparel manufacturing-Women's and girls' shorts, including tennis skirts, made from purchased fabrics, not seasonally adjusted",Index base: 1993.06 = 100,1993-M06,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.6,97.5,96.3,95.8,94.9,91.8,91.1,91.5,91.5,91.5,99.1,113.4,104.8,104.8,104.8,104.8,107.9,109.5,111.1,,110.0,112.0,113.8,111.3,112.8,115.3,115.3,114.39
PCU31524031524086             ,PCU31524031524086             ,"PPI industry data for Women's, girls', and infants' cut and sew apparel manufacturing-Women's and girls' slacks, jeans, & jean-cut casual slacks (exc. sweatpants), mfpm, not seasonally adjusted",Index base: 1983.06 = 100,1983-M06,2022-M01,,,,,,,,,,,,,,,,,,,,95.0,92.8,93.7,93.5,94.0,93.8,96.0,98.3,97.2,96.0,94.6,94.4,93.9,95.4,93.8,94.5,94.3,93.4,92.3,92.2,92.2,90.8,91.0,91.1,89.9,89.4,89.0,88.8,89.0,89.3,88.8,86.6,87.0,87.5,87.7,88.3,81.3,67.176
PCU31524031524088             ,PCU31524031524088             ,"PPI industry data for Women's, girls', and infants' cut and sew apparel manufacturing-Women's and girls' sweatpants, bodysuits, warm-up suits, rompers, & beachwear (exc. swimwear), not seasonally adjusted",Index base: 2007.06 = 100,2007-M06,2021-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.6,102.9,103.4,106.9,109.9,,110.9,112.4,114.6,119.3,126.8,132.2,132.2,
PCU3152403152408A             ,PCU3152403152408A             ,"PPI industry data for Women's, girls', and infants' cut and sew apparel manufacturing-Women's and girls' swimwear, made from purchased fabrics, not seasonally adjusted",Index base: 1983.12 = 100,1977-M12,2022-M01,,,,,,,,,,,,,,66.0,66.8,,,,,,104.9,105.6,111.5,118.5,123.2,130.0,135.5,140.0,,,,,,,171.4,164.9,137.6,131.4,146.8,144.7,148.4,,158.7,149.3,159.5,158.3,161.6,162.0,162.5,161.6,160.9,162.4,160.3,162.1,163.0,161.3,162.501
PCU3152403152408T             ,PCU3152403152408T             ,"PPI industry data for Women's, girls', and infants' cut and sew apparel manufacturing-Women's and girls' nontailored coats, jackets, vests, and washable service apparel, mfpm, not seasonally adjusted",Index base: 2007.06 = 100,2007-M06,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.6,100.7,100.1,99.4,98.4,99.6,100.1,100.2,100.2,100.3,100.3,100.4,90.5,88.179
PCU3152403152409              ,PCU3152403152409              ,"PPI industry data for Women's, girls', and infants' cut and sew apparel manufacturing-Infants' apparel, made from purchased fabrics, not seasonally adjusted",Index base: 2003.12 = 100,2003-M12,2021-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.4,100.6,103.4,103.9,103.4,,107.3,118.0,113.6,117.1,120.0,120.6,119.6,118.8,118.8,118.4,118.4,
PCU31524031524092             ,PCU31524031524092             ,"PPI industry data for Women's, girls', and infants' cut and sew apparel manufacturing-Infants' apparel, excluding underwear and nightwear, made from purchased fabrics, not seasonally adjusted",Index base: 2003.12 = 100,2003-M12,2009-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.6,100.9,103.8,104.4,103.8,,,,,,,,,,,,,
PCU315240315240M              ,PCU315240315240M              ,"PPI industry data for Women's, girls', and infants' cut and sew apparel manufacturing-Miscellaneous receipts, not seasonally adjusted",Index base: 2011.12 = 100,2011-M12,2016-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.2,104.0,106.4,106.7,,,,,,
PCU315240315240P              ,PCU315240315240P              ,"PPI industry data for Women's, girls', and infants' cut and sew apparel manufacturing-Primary products, not seasonally adjusted",Index base: 2011.12 = 100,2011-M12,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.4,102.0,101.9,102.5,103.3,105.3,106.9,107.1,106.1,105.064
PCU315240315240S              ,PCU315240315240S              ,"PPI industry data for Women's, girls', and infants' cut and sew apparel manufacturing-Secondary products, not seasonally adjusted",Index base: 2011.12 = 100,2011-M12,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.8,103.5,102.7,101.5,101.5,100.5,101.6,102.3,103.3,100.228
PCU31528-31528-               ,PCU31528-31528-               ,"PPI industry data for Other cut and sew apparel manufacturing, not seasonally adjusted",Index base: 2003.12 = 100,2003-M12,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.2,102.3,107.1,111.8,114.7,116.5,117.0,121.3,123.8,125.4,128.7,131.0,133.1,134.7,136.3,138.4,140.0,144.691
PCU315280315280               ,PCU315280315280               ,"PPI industry data for Other cut and sew apparel manufacturing, not seasonally adjusted",Index base: 2003.12 = 100,2003-M12,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.6,103.8,109.8,112.9,116.0,117.5,117.1,119.1,121.8,123.4,126.6,128.9,130.9,132.5,134.1,136.1,137.7,142.318
PCU3152803152802              ,PCU3152803152802              ,"PPI industry data for Other cut and sew apparel manufacturing-Fur and leather apparel, made from purchased materials, not seasonally adjusted",Index base: 2003.12 = 100,2003-M12,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.0,103.9,112.1,126.3,135.7,138.8,141.7,145.9,150.6,152.5,163.6,166.9,168.2,168.7,172.3,176.6,179.3,184.182
PCU31528031528025             ,PCU31528031528025             ,"PPI industry data for Other cut and sew apparel manufacturing-Leather and sheep-lined apparel, made from purchased materials, not seasonally adjusted",Index base: 1985.12 = 100,1985-M12,2017-M01,,,,,,,,,,,,,,,,,,,,,,102.3,109.7,116.8,121.7,124.6,125.6,125.2,125.8,121.7,120.2,120.0,121.4,122.4,123.1,124.1,128.9,129.0,128.0,130.7,131.3,133.4,143.7,153.9,163.2,166.8,171.7,177.5,180.9,201.2,207.1,210.2,,,,,
PCU3152803152806              ,PCU3152803152806              ,"PPI industry data for Other cut and sew apparel manufacturing-All other cut and sew apparel, made from purchased materials, not seasonally adjusted",Index base: 2003.12 = 100,2003-M12,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.3,105.2,114.0,117.6,120.8,122.4,121.8,123.7,125.9,127.4,128.7,130.2,131.4,133.5,135.3,137.4,139.0,
PCU31528031528065             ,PCU31528031528065             ,"PPI industry data for Other cut and sew apparel manufacturing-Team sport uniforms, men's and boys', made from purchased fabrics, not seasonally adjusted",Index base: 2006.12 = 100,2006-M12,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.7,103.4,106.6,109.1,109.5,111.1,113.2,115.0,117.5,120.0,123.4,124.9,125.7,128.0,136.367
PCU31528031528067             ,PCU31528031528067             ,"PPI industry data for Other cut and sew apparel manufacturing-Team sport uniforms, women's and girls', made from purchased fabrics, not seasonally adjusted",Index base: 2006.12 = 100,2006-M12,2019-M08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.5,102.6,81.2,,,,,,,,,,,,
PCU31528031528069             ,PCU31528031528069             ,"PPI industry data for Other cut and sew apparel manufacturing-Vestments and costumes, made from purchased materials, not seasonally adjusted",Index base: 2003.12 = 100,2003-M12,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.2,102.2,104.9,109.2,112.0,116.3,114.3,116.3,118.5,119.8,120.9,121.7,122.8,124.7,126.4,128.8,130.3,134.184
PCU315280315280M              ,PCU315280315280M              ,"PPI industry data for Other cut and sew apparel manufacturing-Miscellaneous receipts, not seasonally adjusted",Index base: 2003.12 = 100,2003-M12,2016-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.9,107.2,109.3,110.7,111.1,114.8,117.1,119.8,125.9,129.8,,,,,,
PCU315280315280P              ,PCU315280315280P              ,"PPI industry data for Other cut and sew apparel manufacturing-Primary products, not seasonally adjusted",Index base: 2003.12 = 100,2003-M12,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.3,105.2,114.0,117.6,120.8,122.4,121.8,123.7,126.2,127.7,129.8,131.4,132.6,134.6,136.5,138.7,140.4,145.002
PCU315280315280S              ,PCU315280315280S              ,"PPI industry data for Other cut and sew apparel manufacturing-Secondary products, not seasonally adjusted",Index base: 2003.12 = 100,2003-M12,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.5,90.5,,,75.5,,,,,,,,,,90.5,90.7,91.7,98.532
PCU3159--3159--               ,PCU3159--3159--               ,"PPI industry group data for Accessories and other apparel manufacturing, not seasonally adjusted",Index base: 2003.12 = 100,2003-M12,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.5,101.6,102.2,103.5,106.5,106.9,106.7,110.1,114.6,117.4,118.3,119.0,120.0,122.5,126.2,132.8,134.3,140.107
PCU31599-31599-               ,PCU31599-31599-               ,"PPI industry data for Accessories and other apparel manufacturing, not seasonally adjusted",Index base: 2003.12 = 100,2003-M12,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.5,101.6,102.2,103.5,106.5,106.9,106.7,110.1,114.6,117.4,118.3,119.0,120.0,122.5,126.2,132.8,134.3,140.104
PCU315990315990               ,PCU315990315990               ,"PPI industry data for Accessories and other apparel manufacturing, not seasonally adjusted",Index base: 2011.12 = 100,2011-M12,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.1,105.5,106.4,107.0,107.9,110.2,113.5,119.5,120.8,126.032
PCU3159903159904              ,PCU3159903159904              ,"PPI industry data for Accessories and other apparel manufacturing-Hats, caps, and millinery products, not seasonally adjusted",Index base: 1990.12 = 100,1990-M12,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,102.3,106.4,109.3,112.5,113.6,115.7,117.7,118.9,120.9,123.3,125.9,128.5,129.3,129.9,135.2,135.7,138.6,142.5,146.3,151.1,160.2,171.1,174.5,176.3,179.0,181.8,192.4,210.5,216.3,204.8,222.493
PCU31599031599041             ,PCU31599031599041             ,"PPI industry data for Accessories and other apparel manufacturing-Men's and boys' fabric, straw, and felt hats, made from purchased materials, not seasonally adjusted",Index base: 1990.12 = 100,1990-M12,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,102.7,106.1,109.0,113.1,115.2,117.1,119.0,120.9,122.6,123.8,127.7,131.7,132.0,132.3,139.8,139.9,141.3,148.2,158.0,166.3,175.6,192.6,194.4,190.3,194.2,196.5,202.4,203.6,208.5,207.1,231.2
PCU31599031599043             ,PCU31599031599043             ,"PPI industry data for Accessories and other apparel manufacturing-Women's, girls', and infants' fabric, straw, and felt hats, made from purchased materials, not seasonally adjusted",Index base: 1990.12 = 100,1990-M12,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,102.7,104.1,105.7,105.9,105.9,107.6,113.6,113.9,113.9,,,,114.7,116.3,116.7,116.9,117.2,120.6,122.0,127.0,129.4,139.3,146.9,156.3,156.8,159.9,159.9,159.9,159.9,159.9,159.903
PCU31599031599045             ,PCU31599031599045             ,"PPI industry data for Accessories and other apparel manufacturing-Hat bodies and fabric caps, made from purchased materials, not seasonally adjusted",Index base: 1990.12 = 100,1990-M12,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,101.0,110.0,113.6,116.2,116.1,119.1,119.8,118.4,122.1,127.9,128.5,129.0,131.2,132.3,134.0,135.6,139.9,142.1,,145.2,155.3,162.5,166.5,171.9,174.0,177.3,194.0,229.4,236.7,215.3,230.627
PCU3159903159907              ,PCU3159903159907              ,"PPI industry data for Accessories and other apparel manufacturing-Gloves and mittens, made from purchased materials, not seasonally adjusted",Index base: 2003.12 = 100,2003-M12,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.0,101.9,103.8,105.4,114.5,112.5,115.0,121.8,126.7,128.8,134.6,137.1,139.2,140.5,143.1,151.4,156.1,163.53
PCU3159903159908              ,PCU3159903159908              ,"PPI industry data for Accessories and other apparel manufacturing-Men's and boys' neckwear, made from purchased materials, not seasonally adjusted",Index base: 1983.12 = 100,1975-M12,2021-M01,,,,,,,,,,,,81.0,81.2,82.8,86.3,91.2,92.9,96.8,99.0,103.3,104.0,105.3,107.6,109.7,115.9,120.4,123.2,125.1,126.8,126.7,128.4,129.9,133.5,135.5,136.5,138.6,142.2,143.3,144.8,147.9,147.9,148.6,148.9,149.9,152.9,152.6,153.8,154.3,154.5,155.9,157.6,158.7,161.0,163.5,168.6,170.4,
PCU315990315990B              ,PCU315990315990B              ,"PPI industry data for Accessories and other apparel manufacturing-All other accessories and apparel, not seasonally adjusted",Index base: 2003.12 = 100,2003-M12,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,100.3,101.1,101.9,102.5,101.2,100.9,101.9,103.1,104.4,104.6,104.9,105.1,106.4,109.1,112.8,115.4,120.467
PCU315990315990BC             ,PCU315990315990BC             ,"PPI industry data for Accessories and other apparel manufacturing-Leather belts, made from purchased materials, not seasonally adjusted",Index base: 1985.06 = 100,1985-M06,2021-M13,,,,,,,,,,,,,,,,,,,,,,96.8,102.0,106.0,110.5,122.4,126.0,127.1,129.1,131.6,136.3,139.9,142.1,144.5,144.5,144.6,145.2,145.2,145.4,145.6,145.8,146.4,147.3,148.0,145.0,143.5,143.3,146.8,149.7,150.4,150.6,151.0,152.2,154.1,154.5,154.5,163.287
PCU315990315990BE             ,PCU315990315990BE             ,"PPI industry data for Accessories and other apparel manufacturing-All other apparel accessories, made from purchased materials, not seasonally adjusted",Index base: 2011.12 = 100,2011-M12,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,100.5,100.7,101.0,101.3,102.7,105.8,110.2,113.4,118.018
PCU315990315990M              ,PCU315990315990M              ,"PPI industry data for Accessories and other apparel manufacturing-Miscellaneous receipts, not seasonally adjusted",Index base: 2011.12 = 100,2011-M12,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.6,115.0,114.9,,,,,,131.5,135.541
PCU315990315990P              ,PCU315990315990P              ,"PPI industry data for Accessories and other apparel manufacturing-Primary products, not seasonally adjusted",Index base: 2011.12 = 100,2011-M12,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.6,102.9,104.0,105.0,105.9,108.6,113.2,117.1,117.2,122.85
PCU315990315990S              ,PCU315990315990S              ,"PPI industry data for Accessories and other apparel manufacturing-Secondary products, not seasonally adjusted",Index base: 2011.12 = 100,2011-M12,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.7,107.3,,112.0,114.2,116.0,118.8,120.9,123.5,128.869
